state_code,dist_code,court_no,num_cases,A_count,B_count,C_count,D_count,E_count
9,31,12,6536,2582,2829,739,386,0
9,31,22,1117,629,412,71,5,0
9,31,26,2185,1073,947,141,24,0
9,31,29,281,198,67,16,0,0
9,31,30,1165,780,327,54,4,0
9,31,32,1317,540,655,108,14,0
9,31,33,1281,679,462,105,35,0
9,31,37,1258,571,560,108,19,0
9,31,38,1149,648,443,52,6,0
9,32,4,3995,3134,659,22,180,0
9,32,7,1318,718,406,121,73,0
9,32,9,1744,1249,389,93,13,0
9,32,11,1902,1209,692,1,0,0
9,32,12,438,238,197,0,3,0
9,33,7,2334,1433,597,188,115,1
9,33,8,2573,1556,670,184,163,0
9,33,11,996,670,295,28,3,0
9,33,12,754,470,202,67,15,0
9,33,14,1374,800,498,53,23,0
9,33,16,2234,1696,432,85,21,0
9,33,17,2304,1076,930,223,75,0
9,33,20,1673,920,617,116,20,0
9,33,22,4471,3474,776,152,69,0
9,33,23,2701,1998,581,82,40,0
9,34,2,3603,2218,947,254,184,0
9,34,3,3421,1506,1198,457,260,0
9,34,9,2122,570,924,406,222,0
9,35,8,9896,7630,1750,369,147,0
9,35,9,6862,4032,2169,545,116,0
9,35,12,1610,910,471,190,39,0
9,35,13,4763,2666,1315,518,264,0
9,35,18,3102,1563,946,364,229,0
9,35,22,1269,741,414,98,16,0
9,35,24,2013,1158,575,192,88,0
9,35,25,3233,2039,907,252,35,0
9,35,28,2685,2138,432,90,25,0
9,35,30,1731,1144,457,102,28,0
9,35,32,451,195,146,46,64,0
9,36,6,3998,2805,1041,138,14,0
9,36,8,5604,4223,1144,212,25,0
9,36,11,2773,2083,548,139,3,0
9,36,12,4599,2759,1254,370,216,0
9,38,9,6334,3929,1586,500,319,0
9,38,13,5455,2452,1835,946,222,0
9,38,14,2805,1218,1148,360,79,0
9,38,15,2591,1345,983,199,64,0
9,38,20,1832,860,615,205,152,0
9,38,21,2141,1306,668,145,22,0
9,38,34,899,138,260,174,326,1
9,38,35,411,15,106,83,206,1
9,38,38,116,97,19,0,0,0
9,39,1,3645,2803,709,108,25,0
9,39,2,453,26,138,165,124,0
9,39,10,570,314,213,31,12,0
9,39,11,187,84,79,19,5,0
9,39,14,810,541,244,23,2,0
9,39,15,834,469,303,44,18,0
9,39,16,989,444,452,92,1,0
9,39,19,687,362,261,55,9,0
9,40,6,39637,31029,6299,1138,1167,4
9,40,7,52075,15527,21947,10215,4381,5
9,40,14,1047,156,436,322,133,0
9,40,19,3587,3100,361,100,26,0
9,40,23,1170,210,488,241,231,0
10,1,6,1664,854,689,102,19,0
10,1,7,3190,1834,1092,204,60,0
10,2,5,5937,2804,2325,623,185,0
10,2,6,4646,1848,1693,772,333,0
10,3,12,40234,37666,2235,267,66,0
10,3,15,10277,6684,2997,474,122,0
10,3,16,2981,2517,460,4,0,0
10,3,26,245,118,93,17,17,0
10,4,7,4797,3580,967,199,51,0
10,4,8,2786,1642,824,188,132,0
10,4,13,1101,546,453,68,34,0
10,5,4,6676,3397,2670,486,123,0
10,5,5,24834,18672,3998,1448,716,0
10,6,5,1244,556,547,121,20,0
10,6,6,3974,2531,1135,243,65,0
10,6,16,149,2,66,48,33,0
10,7,7,16051,14376,1062,385,228,0
10,7,8,3429,2061,998,261,109,0
10,8,9,18903,16689,1940,238,36,0
10,8,11,10465,7940,2067,431,27,0
10,9,5,19789,18364,1251,151,23,0
10,9,6,8249,5303,2500,420,26,0
10,10,10,1380,520,794,59,7,0
10,10,17,4042,2791,962,210,79,0
10,10,22,2502,1241,884,274,103,0
10,10,27,2313,1875,281,145,12,0
10,10,28,477,200,231,24,22,0
10,11,4,1146,525,505,64,52,0
10,11,6,2374,1770,502,79,23,0
10,11,12,8070,5941,1791,289,49,0
10,11,16,6182,3517,1733,651,281,0
10,12,2,5200,2275,2488,380,57,0
10,12,5,9849,6067,2906,677,199,0
10,13,1,119565,68552,39217,8785,3010,1
10,13,17,12134,5929,3150,1190,1865,0
10,14,5,726,314,367,33,12,0
10,14,8,2063,1395,487,153,28,0
10,14,9,7804,6265,1213,305,21,0
10,15,3,31387,27447,3336,465,139,0
10,15,6,14733,11322,2158,716,537,0
10,16,1,971,625,327,19,0,0
10,17,1,22010,19925,1836,207,42,0
10,17,4,2713,1541,911,181,80,0
10,17,18,198,66,86,34,12,0
10,17,19,1803,410,425,510,458,0
10,18,5,5863,2865,2373,410,215,0
10,18,10,19800,13407,4536,1314,543,0
10,19,2,3472,2635,740,92,5,0
10,19,3,5631,3666,1619,319,27,0
10,20,1,4394,2184,1726,424,60,0
10,20,4,5827,3168,1855,585,219,0
10,20,7,1868,1140,665,47,16,0
10,20,18,849,310,424,95,20,0
10,21,6,3048,1516,1168,292,70,2
10,21,7,2831,1980,622,137,92,0
10,21,15,237,38,133,49,17,0
10,22,1,1348,635,435,191,87,0
10,22,3,3681,2163,1093,314,111,0
10,22,21,232,111,74,14,33,0
10,23,2,4802,3647,1024,126,5,0
10,23,3,2135,987,902,217,29,0
10,23,5,658,281,264,97,16,0
10,24,3,2892,2201,638,44,9,0
10,24,4,5573,4190,1009,264,110,0
10,24,14,2100,1283,707,73,37,0
10,24,20,1692,697,703,216,76,0
10,25,9,1241,869,346,19,7,0
10,25,10,5124,3714,1206,189,15,0
10,26,2,4280,3549,595,69,67,0
10,26,3,8871,6567,1594,445,265,0
10,26,15,882,234,507,114,27,0
10,27,2,5102,2492,1958,513,139,0
10,27,3,11296,7121,2120,1289,766,0
10,28,3,7779,4274,2253,740,512,0
10,28,7,1264,571,572,109,12,0
10,29,1,1928,1007,776,132,13,0
10,29,11,8780,7340,1210,184,46,0
10,30,4,2924,2332,552,36,4,0
10,30,5,6568,5669,798,61,40,0
10,31,4,2062,852,981,182,47,0
10,31,9,7100,4516,1662,608,314,0
10,32,3,4240,2458,1278,404,100,0
10,32,19,4239,2826,1158,199,56,0
10,32,20,3637,2118,684,417,418,0
10,32,21,2261,958,763,402,138,0
10,32,22,3662,702,2152,696,112,0
10,33,17,2873,680,1422,652,119,0
10,33,20,6044,1640,2807,1288,309,0
10,33,22,18239,12015,2678,1815,1731,0
11,1,3,1533,534,538,400,61,0
11,1,4,13693,10339,2672,628,54,0
11,1,7,1130,818,253,46,13,0
11,1,19,163,56,55,8,44,0
11,2,2,3630,2572,918,126,14,0
11,2,4,2618,1283,1009,273,53,0
11,3,2,1047,693,286,63,5,0
11,3,3,3537,1399,1961,161,16,0
11,4,2,8217,5061,2607,489,60,0
11,4,3,1645,650,731,193,71,0
11,4,13,1583,1266,241,65,11,0
11,4,16,1124,586,391,109,38,0
11,4,19,920,276,490,118,36,0
11,5,2,13916,11448,2025,357,86,0
11,5,3,4926,1592,1295,1005,1034,0
11,6,3,3970,3068,704,187,11,0
11,6,4,7848,3761,2838,910,339,0
11,6,6,986,717,210,58,1,0
11,7,2,4015,2817,1076,116,6,0
11,7,3,3010,1137,1508,326,39,0
11,7,5,961,570,357,29,5,0
11,8,2,9600,7212,1768,490,130,0
11,8,4,14091,4668,6223,2315,885,0
11,8,5,2471,1523,829,100,19,0
11,8,6,3565,528,1330,939,767,1
11,9,2,1700,1239,404,47,10,0
11,9,3,7990,3998,3591,341,60,0
11,10,3,337,196,112,15,14,0
11,10,4,2232,1495,542,170,24,1
11,10,8,857,540,271,40,6,0
11,11,2,4950,4033,544,256,117,0
11,11,3,374,113,163,70,28,0
11,11,11,284,72,167,38,7,0
11,12,3,1406,878,470,51,7,0
11,12,4,306,180,114,8,4,0
11,13,2,3761,2637,915,164,45,0
11,13,3,4334,2504,1119,521,190,0
11,13,6,965,433,401,95,36,0
11,13,7,2183,1304,797,67,15,0
11,13,8,1537,1076,349,96,16,0
11,13,9,2183,850,722,450,161,0
11,13,11,414,334,42,30,8,0
11,14,3,5404,3415,1216,487,286,0
11,14,9,6396,2999,1931,1049,417,0
11,15,3,8407,6646,1354,357,50,0
11,15,4,3302,1375,966,573,388,0
11,15,14,841,608,121,58,54,0
11,16,2,830,400,333,77,20,0
11,16,3,4916,2091,1932,722,171,0
11,16,6,805,602,125,64,14,0
11,16,9,4070,2869,951,192,58,0
11,16,10,9221,6603,1955,523,139,1
11,17,2,2778,2262,418,93,5,0
11,17,3,4349,1730,2193,378,48,0
11,17,6,413,223,111,50,29,0
11,17,8,377,267,100,5,5,0
11,17,11,323,240,54,12,17,0
11,18,2,10101,8900,989,188,24,0
11,18,3,6344,3016,2424,810,94,0
11,19,2,4226,2565,1067,465,129,0
11,19,3,4446,2071,1806,451,118,0
11,20,2,1612,1411,154,42,5,0
11,20,3,5669,2917,2272,427,53,0
11,20,5,2885,1535,1183,148,19,0
11,21,2,3145,2191,733,205,16,0
11,21,3,9526,4175,1876,2779,696,0
11,21,7,573,381,178,14,0,0
11,22,3,266,127,113,17,9,0
11,22,4,3711,2986,607,99,19,0
11,23,2,2332,1600,668,60,4,0
11,23,3,3905,1959,1667,262,17,0
11,23,9,294,259,35,0,0,0
11,24,2,1684,1356,280,48,0,0
11,24,3,5052,3948,915,160,29,0
11,26,2,2389,823,1113,373,80,0
11,26,3,5841,1962,2765,724,390,0
11,26,5,269,94,143,28,4,0
11,26,12,298,109,117,45,27,0
11,27,2,4150,2857,856,341,96,0
11,27,3,8607,569,934,4281,2823,0
11,27,5,562,282,236,32,12,0
11,27,13,179,127,47,5,0,0
11,29,1,1895,546,837,390,122,0
11,29,2,7226,1331,2584,2574,737,0
11,29,9,271,33,139,65,34,0
11,30,1,1534,1009,278,135,112,0
11,30,3,5954,2066,2072,1001,815,0
11,31,1,157,77,57,14,9,0
11,31,3,3457,1938,1111,319,89,0
11,32,1,2389,1758,527,87,17,0
11,32,2,3725,1830,1183,546,166,0
12,1,2,2884,1706,1020,136,22,0
12,1,4,2452,1499,633,249,71,0
12,1,5,193,49,52,38,54,0
12,1,7,188,130,12,19,27,0
12,2,2,2969,1699,1090,159,21,0
12,2,4,4105,2978,921,181,25,0
12,3,3,1467,931,436,79,21,0
12,3,4,1937,1048,536,179,174,0
12,3,6,353,158,120,51,24,0
12,3,7,601,281,155,61,103,1
12,3,8,356,181,53,53,69,0
12,3,9,229,121,71,22,15,0
12,3,10,113,94,13,6,0,0
12,3,11,163,127,22,7,7,0
12,3,12,212,140,31,14,27,0
12,4,2,4199,2930,1034,216,18,1
12,4,4,28597,27534,844,193,26,0
12,4,5,294,174,46,23,51,0
12,4,7,355,142,53,37,123,0
12,4,8,113,71,20,13,9,0
12,4,9,369,247,66,26,30,0
12,4,10,324,234,57,20,13,0
12,4,11,127,14,55,16,41,1
12,5,3,3040,2470,327,145,98,0
12,6,2,1838,1455,368,9,6,0
12,6,3,2547,1310,738,328,171,0
12,6,4,242,229,12,1,0,0
12,6,5,163,160,3,0,0,0
12,7,3,1349,910,395,44,0,0
12,7,4,1632,811,466,195,160,0
12,8,2,1671,1120,485,65,1,0
12,8,3,1669,759,463,332,115,0
12,8,5,101,59,19,12,11,0
12,9,3,327,178,93,37,19,0
12,10,2,1014,653,319,41,1,0
12,10,3,2097,1467,443,144,43,0
12,11,2,1150,707,400,35,8,0
12,11,3,1503,773,438,194,98,0
12,11,5,317,189,66,32,30,0
12,11,6,633,444,91,45,53,0
12,12,2,602,327,215,44,16,0
12,12,3,1651,862,498,184,107,0
12,12,4,389,182,106,52,49,0
12,12,5,263,131,77,29,26,0
12,13,2,809,279,363,94,73,0
12,13,3,1547,635,441,250,221,0
12,14,2,785,412,300,66,7,0
12,14,3,1348,840,390,96,22,0
12,15,2,739,555,168,14,2,0
12,15,3,1329,1180,139,9,1,0
12,15,4,180,133,31,14,2,0
12,15,7,397,222,91,39,45,0
12,15,8,726,467,103,105,51,0
12,15,9,133,124,5,4,0,0
12,16,2,107,82,21,3,1,0
12,16,3,127,92,32,3,0,0
12,18,2,632,285,270,54,23,0
12,18,3,953,420,331,118,84,0
12,19,2,2630,1364,840,299,127,0
12,19,3,5859,1703,1971,1032,1153,0
12,19,6,139,21,55,18,45,0
12,20,2,894,565,250,64,15,0
12,20,3,1266,568,354,211,133,0
12,21,2,810,384,225,103,98,0
12,21,3,932,350,279,149,153,1
12,22,2,1295,835,412,36,12,0
12,22,3,1289,640,494,129,26,0
13,1,2,39331,29938,5370,2494,1529,0
13,1,3,76242,55308,16147,2955,1819,13
13,2,2,38848,31392,5574,1397,485,0
13,2,3,57496,44679,8932,3148,735,2
13,2,10,539,456,28,25,30,0
13,2,11,439,292,76,21,50,0
13,3,2,35825,30894,4037,677,217,0
13,3,3,105061,89164,13730,1495,672,0
13,3,9,2778,2483,219,68,8,0
13,4,2,15841,11883,2926,725,307,0
13,4,3,26905,15357,7589,2744,1215,0
13,5,2,9630,7787,1511,244,88,0
13,5,3,19063,14549,3371,930,213,0
13,6,2,32837,21680,7639,2491,1027,0
13,6,3,138563,106289,24314,6385,1574,1
13,7,2,19223,13639,3531,1344,708,1
13,7,3,46214,34816,7237,2908,1253,0
13,8,2,53287,46112,5640,1151,384,0
13,8,3,69333,42306,20715,4213,2099,0
13,9,2,17955,14023,2888,759,285,0
13,9,3,32469,24165,5026,2061,1217,0
13,10,2,19369,15726,2241,835,567,0
13,10,3,22987,16904,4131,1027,925,0
13,10,8,760,538,208,13,1,0
13,10,9,200,59,56,52,33,0
13,11,2,2852,2406,395,41,10,0
13,11,3,10195,6912,2873,350,60,0
13,12,2,19472,15806,2979,561,126,0
13,12,3,51729,36562,11164,2829,1172,2
13,13,2,14711,12262,2004,341,104,0
13,13,3,24767,19635,4013,782,337,0
13,14,2,11534,7796,2651,697,390,0
13,14,3,16562,11553,3824,727,458,0
13,15,2,10605,8608,1446,360,191,0
13,15,3,26186,16929,6469,1647,1141,0
13,16,2,23228,19198,2696,753,581,0
13,16,3,26570,19594,4806,1386,784,0
13,17,2,11301,7821,2467,721,291,1
13,17,3,9969,6780,2214,680,295,0
13,18,2,30001,23708,4403,1128,762,0
13,18,3,48078,29982,14169,3131,796,0
13,19,2,31189,20844,7168,2223,954,0
13,19,3,25821,11707,8461,3799,1854,0
13,20,2,37624,33064,3567,769,224,0
13,20,4,127694,93591,30332,2609,1161,1
13,21,2,8860,6157,2068,449,186,0
13,21,3,4817,1892,1836,778,309,2
13,22,2,8336,6794,1260,183,99,0
13,22,3,32031,26257,3755,1339,680,0
13,23,2,8900,6245,1950,455,250,0
13,23,3,6625,3844,2109,484,187,1
13,23,7,245,21,143,55,26,0
13,24,2,38746,31554,5707,1268,217,0
13,24,3,67956,35971,23418,6145,2421,1
13,25,2,24750,19413,4100,853,384,0
13,25,3,42028,33128,6739,1357,804,0
13,26,2,35433,30041,3634,1087,671,0
13,26,3,37844,21129,11991,2926,1798,0
13,27,2,14371,10251,3445,458,217,0
13,27,3,19517,14600,3676,926,315,0
13,27,8,6017,5882,114,17,4,0
13,27,9,8091,7815,230,30,16,0
13,28,2,9549,7702,1544,246,57,0
13,28,3,3864,2624,1117,113,10,0
13,29,2,29233,23586,4502,876,269,0
13,29,3,57733,46138,10082,1308,205,0
13,30,2,48386,37813,8033,1865,675,0
13,30,3,88888,70224,14960,2368,1336,0
13,30,9,3670,3284,152,88,146,0
13,31,2,15016,12888,1548,440,140,0
13,31,5,58835,49260,5012,3296,1267,0
13,31,6,3477,2008,694,364,411,0
13,33,2,17169,11901,4206,748,314,0
13,33,4,8920,5129,2503,826,462,0
13,34,2,17939,14590,2785,382,182,0
13,34,3,26368,21028,4242,968,130,0
13,34,6,2385,1116,679,394,196,0
13,35,2,12599,11559,938,71,31,0
13,35,3,11162,9159,1600,279,124,0
13,36,2,18285,14806,2878,529,72,0
13,36,3,49982,43794,4978,1061,149,0
13,37,2,7192,6136,903,114,39,0
13,38,2,8842,7521,1092,151,78,0
13,38,3,13278,11512,1240,460,66,0
13,39,2,10774,9009,1481,211,73,0
13,39,3,17369,12439,4688,170,72,0
13,39,9,946,839,65,35,7,0
13,40,2,11904,8522,2359,708,314,1
13,40,3,22607,11583,6303,2598,2123,0
13,41,2,6343,4179,1757,336,70,1
13,41,3,2063,1163,691,127,82,0
13,42,2,9118,7362,1324,287,144,1
13,42,3,14930,7797,5072,1571,489,1
13,43,2,26808,23942,2325,271,270,0
13,43,3,39045,33169,4978,529,369,0
13,44,2,14376,12240,1545,310,281,0
13,44,3,18573,16285,1760,252,276,0
13,45,2,6282,5061,873,104,244,0
13,45,3,13007,8499,3934,524,50,0
13,46,2,10448,7227,2166,713,341,1
13,46,3,26880,21887,3148,1202,643,0
13,47,2,21107,17792,2685,476,154,0
13,47,3,11872,7714,3122,698,338,0
13,47,8,907,483,306,83,35,0
13,47,9,6865,2933,2561,751,620,0
13,48,2,42059,34333,6067,1270,388,1
13,48,3,39494,31531,5576,1751,636,0
13,48,8,1046,545,240,81,160,20
13,48,9,193,74,73,18,28,0
13,48,11,212,82,74,40,16,0
13,48,12,830,232,374,131,93,0
13,49,2,14485,10635,3247,492,111,0
13,49,3,34198,27028,5496,1357,317,0
13,50,2,16438,11850,3118,962,508,0
13,50,3,25589,18084,3324,2238,1943,0
13,51,2,18687,15064,2836,585,201,1
13,51,3,41679,34313,5780,1063,523,0
13,52,2,12781,10889,1471,277,144,0
13,52,3,19055,12915,3287,1752,1101,0
13,53,2,27253,22941,3596,547,169,0
13,53,3,104618,82788,18229,2444,1157,0
13,54,2,34437,29044,4340,679,374,0
13,54,3,65896,56652,7721,1069,453,1
13,55,2,12279,6234,3673,1604,765,3
13,55,3,27219,22265,3219,1188,525,22
13,56,2,22393,18427,2954,809,203,0
13,56,3,54559,45962,6565,1463,569,0
13,57,2,31151,23678,5767,1289,414,3
13,57,3,33735,18268,11688,2937,841,1
13,57,8,345,109,153,53,30,0
13,57,9,3659,2108,881,386,284,0
13,58,2,22551,16206,4405,1379,561,0
13,58,3,28474,19799,4486,2731,1458,0
13,59,2,7908,5771,1744,337,56,0
13,59,3,17013,13971,2081,662,298,1
13,59,7,594,300,191,77,26,0
13,60,2,8236,6551,1152,293,240,0
13,60,3,27036,19327,5573,1680,456,0
13,60,7,932,337,452,124,19,0
13,61,2,16402,12901,2412,653,436,0
13,61,3,32571,23597,6267,1771,936,0
13,62,2,19685,16350,2677,568,88,2
13,62,3,45685,27497,11286,3768,3132,2
13,63,2,12955,10678,1787,356,134,0
13,63,3,17080,14145,2294,452,189,0
13,64,2,11866,9747,1612,347,160,0
13,64,3,11388,9634,1232,446,76,0
13,65,2,13331,9243,3225,643,220,0
13,65,3,20815,17237,2920,528,130,0
13,65,8,728,106,281,172,169,0
13,66,2,22788,14980,5224,1836,748,0
13,66,3,55460,44683,8100,1959,718,0
13,66,13,2634,2237,175,77,144,1
13,67,2,4302,3623,577,66,36,0
13,67,3,9120,7029,1776,277,38,0
13,68,2,11085,7688,2232,821,343,1
13,68,3,38255,28049,6554,2542,1110,0
13,69,2,10607,6713,2377,945,572,0
13,69,3,12832,9298,2007,944,583,0
13,69,7,294,94,107,41,52,0
13,70,2,12713,7483,4023,867,340,0
13,70,3,7226,5280,1346,394,206,0
13,71,2,7961,6298,1125,311,223,4
13,71,3,19361,13975,3385,1453,548,0
13,73,1,12861,10309,1753,570,229,0
13,73,4,19921,14469,2091,2800,561,0
13,74,1,1040,535,330,86,89,0
13,74,2,10658,4746,4132,1016,764,0
13,74,7,2212,1755,352,58,47,0
13,74,10,2646,2566,80,0,0,0
13,75,1,1415,462,468,229,256,0
13,75,2,911,163,407,225,115,1
13,76,1,608,375,148,44,41,0
13,76,2,1647,806,521,154,166,0
13,76,8,3054,800,1485,374,385,10
13,76,9,21972,7662,7781,3309,3219,1
14,1,1,36569,25751,8982,1790,46,0
14,2,1,31285,22946,6922,1380,37,0
14,3,1,34673,26190,7603,734,146,0
14,3,2,4855,3262,960,591,42,0
14,3,4,58349,44077,10671,2975,626,0
14,4,6,27418,16609,8155,2552,102,0
14,4,7,9423,6672,2060,671,20,0
14,4,8,4024,3060,792,170,2,0
14,4,9,2451,1474,867,108,2,0
14,4,12,5104,3135,1297,652,20,0
14,5,1,54387,36979,14928,2380,100,0
14,6,1,60707,45522,13315,1653,217,0
14,7,2,38218,25666,10502,1990,60,0
14,7,4,77822,62980,11220,3362,260,0
14,7,5,18947,15312,2372,1228,35,0
14,8,1,21558,14905,5527,1093,33,0
14,8,4,24389,17543,4988,1669,189,0
14,8,5,21591,14540,5854,873,324,0
14,9,1,18289,13425,4027,815,22,0
14,9,5,23964,17542,4990,1379,53,0
14,10,1,24467,18219,5313,915,20,0
14,11,1,22211,15914,5273,998,26,0
14,12,1,33062,25076,7279,677,30,0
14,12,5,3794,1951,1119,709,15,0
14,13,1,35137,24795,8605,1710,27,0
14,13,5,34331,21298,9897,2544,592,0
14,14,1,18664,15035,3152,406,71,0
14,15,1,20883,16057,3859,938,29,0
14,16,1,20233,15211,4733,288,1,0
14,16,4,28046,19359,7270,1401,16,0
14,17,1,28249,20778,6764,670,37,0
14,17,7,1578,804,439,301,34,0
14,18,1,22827,16622,5381,801,23,0
14,19,1,19424,15323,3924,174,3,0
14,19,6,8016,2913,3254,1714,135,0
14,20,1,25162,18415,5155,1547,45,0
14,23,1,22861,15503,6861,469,28,0
14,23,7,3229,1313,1436,460,20,0
15,1,1,5796,4362,1234,165,35,0
15,1,4,10465,8455,1865,133,12,0
15,1,7,2610,1044,1024,427,115,0
15,1,8,17726,10903,4885,1442,496,0
15,1,13,747,318,295,113,21,0
15,2,2,1844,1282,498,56,8,0
15,2,3,3624,2759,722,112,31,0
15,2,6,822,528,232,55,7,0
15,2,7,5336,3501,1503,287,45,0
15,3,2,1573,1396,165,12,0,0
15,3,3,4381,3649,624,106,2,0
15,4,3,10132,7581,1954,462,135,0
15,4,4,22111,12731,7670,1148,562,0
15,4,7,1756,585,749,291,131,0
15,4,8,17478,8324,6200,1972,982,0
15,4,11,1009,302,546,135,26,0
15,5,2,85378,35768,38304,8641,2663,2
15,5,3,1725,1116,502,82,25,0
15,5,8,18454,12746,3823,1302,583,0
15,5,11,15425,10960,2842,1246,377,0
15,5,12,1892,850,693,255,94,0
15,5,15,11610,6988,3168,1005,449,0
15,6,2,1327,824,401,95,7,0
15,6,3,4508,3761,666,72,9,0
15,7,2,1841,1551,266,22,2,0
15,7,3,5149,4590,515,36,8,0
15,8,2,1093,631,353,100,9,0
15,8,3,1888,1623,229,32,4,0
15,9,1,13332,9007,3708,584,33,0
15,9,3,18849,10896,6408,1504,41,0
15,9,6,6823,4045,2264,434,80,0
15,9,7,21858,14138,5031,2006,683,0
15,9,14,349,26,193,73,57,0
15,13,2,1355,1137,197,20,1,0
15,13,3,6625,6066,506,46,7,0
15,14,2,968,941,24,3,0,0
15,14,3,3396,3050,334,11,1,0
15,15,2,1232,859,296,72,5,0
15,15,3,6486,6099,380,3,4,0
15,16,2,124,48,50,17,9,0
15,16,5,112,28,26,56,2,0
16,1,2,21255,17925,3043,270,17,0
16,1,3,6705,4048,2088,385,184,0
16,2,3,24288,20528,2998,645,117,0
16,2,4,8850,5038,2726,704,382,0
16,2,7,9160,7468,1114,426,152,0
16,2,9,4328,1590,1798,667,273,0
16,2,10,8047,5829,1945,260,13,0
16,2,11,4510,2321,1592,464,131,2
16,2,14,2875,1623,1010,187,55,0
16,2,15,4116,1437,1599,616,463,1
16,3,6,4950,4267,557,68,58,0
16,4,2,19831,17122,2307,356,46,0
16,4,3,3830,1792,1040,537,461,0
16,4,6,408,183,138,69,18,0
16,4,8,3429,2419,853,151,6,0
16,4,9,6073,2743,1963,980,387,0
16,6,2,13706,12227,1145,263,71,0
16,6,3,3012,1627,1091,231,63,0
16,6,6,3428,3110,288,30,0,0
16,6,7,2150,653,822,437,238,0
16,6,10,535,384,133,16,2,0
16,6,11,795,133,375,193,94,0
16,6,13,321,203,95,20,3,0
16,6,14,595,151,245,111,87,1
16,6,17,128,86,25,17,0,0
16,6,18,318,76,143,56,43,0
16,7,2,34461,26893,5260,1524,784,0
16,7,3,11730,5809,3631,1367,920,3
16,7,6,517,304,122,61,30,0
16,7,7,391,214,119,40,18,0
16,7,10,1057,586,351,81,39,0
16,7,12,874,611,207,49,7,0
16,7,13,1808,927,468,205,208,0
16,7,19,1090,300,384,216,190,0
16,8,2,7714,5067,1951,486,210,0
16,8,3,4954,1776,2105,719,353,1
16,8,9,1932,1136,581,176,39,0
16,8,10,6443,1552,2588,1345,958,0
16,8,13,890,673,199,17,1,0
16,8,14,1048,425,355,151,117,0
16,9,2,18006,12861,3634,1087,424,0
16,9,3,8713,2564,3068,1736,1345,0
16,9,6,2699,1482,893,219,105,0
16,9,7,4653,2094,1377,651,531,0
16,9,10,2097,1575,468,43,11,0
16,9,12,3978,1283,1179,810,706,0
16,10,2,7590,5267,1604,564,155,0
16,10,5,4084,1742,1061,644,637,0
16,10,6,908,596,268,43,1,0
16,10,7,2960,1380,1009,383,188,0
16,11,2,22781,17677,3954,819,331,0
16,11,5,10953,4097,4381,1659,815,1
16,11,6,433,282,135,14,2,0
16,11,9,4450,3548,722,156,24,0
16,11,10,5259,1646,1725,930,957,1
16,12,2,37940,31880,4353,1289,417,1
16,12,5,13671,5339,5231,2331,770,0
16,12,6,4971,4018,815,134,4,0
16,12,7,8363,2340,3878,1272,873,0
16,12,8,1244,566,508,116,54,0
16,12,11,3730,2617,722,278,113,0
16,12,14,4933,2451,1705,573,204,0
16,12,15,4707,3670,793,177,67,0
16,12,18,8868,4678,3249,726,215,0
16,13,2,10870,9130,1500,221,19,0
16,13,3,10462,8057,1713,498,194,0
16,13,6,2218,1605,515,65,33,0
16,13,7,5305,3096,1096,586,527,0
16,14,3,24550,18200,5526,760,64,0
16,14,4,12536,7643,3673,1024,196,0
16,14,7,2553,1701,745,83,24,0
16,14,8,7112,3139,2972,638,363,0
16,14,11,6626,1641,2546,1347,1091,1
16,14,13,7621,4395,2431,546,249,0
16,14,14,9780,7729,1477,376,198,0
16,14,15,3656,1692,1189,453,322,0
16,17,2,4322,3684,568,61,9,0
16,17,3,3975,3139,651,160,25,0
16,17,6,2474,1302,800,248,124,0
16,17,8,2846,893,1107,481,364,1
16,17,18,326,264,54,8,0,0
16,17,19,667,449,188,19,11,0
16,18,2,15735,12254,2638,646,197,0
16,18,3,9169,6839,1459,545,320,6
16,18,10,2055,887,871,184,113,0
16,18,18,2596,1500,812,223,61,0
16,18,19,5674,3087,1560,638,389,0
16,19,1,7550,5005,2023,376,146,0
16,19,2,5389,1803,2269,957,360,0
16,19,5,511,193,227,63,28,0
16,19,6,2173,1363,506,228,76,0
16,19,9,836,442,318,64,12,0
16,19,10,2908,794,1371,470,273,0
16,20,1,60647,46983,9478,2282,1901,3
16,20,5,1061,521,386,112,42,0
16,20,6,13896,6524,4648,1451,1273,0
16,20,7,12599,9331,2710,486,72,0
16,20,8,6212,3352,2370,441,49,0
16,20,11,8554,6944,1374,195,41,0
16,20,12,5203,1258,2545,857,543,0
16,20,15,2718,1491,783,221,223,0
16,20,16,2831,1001,1203,394,233,0
16,20,19,1809,1246,418,92,53,0
16,20,20,3578,1242,1338,544,454,0
16,21,1,13455,11647,1538,251,19,0
16,21,4,5926,2062,2535,902,427,0
16,21,5,6068,4514,1201,274,79,0
16,22,1,1664,920,647,68,29,0
16,22,2,3927,1045,1646,548,687,1
16,22,5,15704,12636,2173,573,322,0
16,22,6,8364,2556,2806,1421,1578,3
16,22,9,1087,897,187,3,0,0
16,22,12,852,520,228,38,66,0
16,22,13,2568,803,813,400,552,0
16,22,16,1690,1199,379,81,31,0
16,22,18,3464,956,1456,607,445,0
16,23,4,524,416,97,11,0,0
16,24,1,4929,1313,1986,976,653,1
16,24,2,3231,1194,1277,510,250,0
16,24,3,22611,18618,2951,585,457,0
16,24,8,5093,2393,1917,529,254,0
16,25,1,1365,778,329,177,81,0
16,25,2,2383,829,936,325,293,0
