year,state_code,dist_code,court_no,mean_days,median_days
2012,16,17,6,993.4444444444445,952.0
2012,16,18,18,1888.642857142857,1919.0
2012,16,19,5,1045.3333333333333,965.5
2012,16,19,9,1466.8235294117646,1510.0
2012,16,20,5,1574.125,1555.0
2012,16,20,7,1458.8510638297873,1270.0
2012,16,20,11,1709.2142857142858,1636.0
2012,16,20,16,1832.9684210526316,1879.5
2012,16,20,19,1883.2307692307693,1870.0
2012,16,21,5,946.4959349593496,974.0
2012,16,22,1,1165.2857142857142,1084.0
2012,16,24,2,1394.1083333333333,1266.0
2012,16,7,6,2117.0,2045.0
2012,16,8,9,1231.4130434782608,1189.0
2012,16,8,13,791.3214285714286,740.0
2012,16,13,6,591.804347826087,805.0
2012,16,14,7,1275.923076923077,1953.0
2012,16,14,14,984.0384615384615,1100.0
2012,16,18,10,904.1904761904761,1301.0
2012,16,22,12,1895.2134831460673,1885.0
2012,16,7,12,1855.0,1882.5
2012,16,1,3,1830.5730994152048,1901.0
2012,16,2,4,1182.623955431755,969.0
2012,16,4,3,1500.459090909091,1373.5
2012,16,6,3,354.7692307692308,146.0
2012,16,7,3,1457.2095671981776,1680.5
2012,16,8,3,1766.9595687331537,1861.0
2012,16,9,3,1247.171921921922,1195.5
2012,16,10,5,1708.4993849938498,1818.0
2012,16,11,5,1052.963503649635,1032.0
2012,16,12,5,2004.6114537444935,2051.0
2012,16,13,3,1338.2816326530613,1262.0
2012,16,17,3,709.9090909090909,730.0
2012,16,18,3,1623.0867469879518,1814.0
2012,16,19,2,1034.460465116279,1010.0
2012,16,20,6,1815.724296005239,1894.0
2012,16,21,4,1821.047619047619,1789.5
2012,16,22,6,1925.1841392649903,1943.0
2012,16,24,3,1855.5392156862745,1918.0
2012,16,25,2,1867.7831325301204,1912.0
2012,16,14,4,1443.0235294117647,1175.0
2012,16,2,9,1191.9067930489732,1200.0
2012,16,2,11,1278.2957746478874,1081.0
2012,16,2,15,1297.487676056338,1293.0
2012,16,4,9,1252.075506445672,1074.0
2012,16,6,7,1499.4485294117646,1214.5
2012,16,6,11,1096.0181818181818,1060.0
2012,16,6,14,1855.8602484472049,1956.5
2012,16,6,18,2188.2954545454545,2222.5
2012,16,7,7,1904.9391891891892,1881.0
2012,16,7,10,1264.111111111111,1034.5
2012,16,7,13,1742.5409356725147,1754.5
2012,16,7,19,1870.1929824561403,1882.0
2012,16,8,10,1615.3284090909092,1510.5
2012,16,8,14,2061.7102272727275,2045.0
2012,16,9,7,1426.4298245614036,1287.5
2012,16,9,12,1750.8157894736842,1758.0
2012,16,10,7,1092.0355731225297,1023.0
2012,16,11,10,1669.1337535014006,1848.0
2012,16,12,7,1567.2558685446008,1521.0
2012,16,12,14,1598.3481012658228,1553.0
2012,16,12,18,1534.0886075949368,1766.5
2012,16,13,7,1264.1694560669457,1093.0
2012,16,14,8,1577.9615384615386,1680.0
2012,16,14,11,1939.9656419529838,1977.0
2012,16,14,15,1256.5,1225.5
2012,16,17,8,2054.1435185185187,2105.5
2012,16,17,19,904.0,974.5
2012,16,18,19,1531.2901960784313,1614.0
2012,16,19,6,1199.4088050314465,1091.0
2012,16,19,10,1033.8362989323844,992.0
2012,16,20,8,1704.4050632911392,1803.0
2012,16,20,12,2168.3573806881245,2168.0
2012,16,20,15,1779.3591160220994,1793.0
2012,16,20,20,1773.2414634146342,1836.0
2012,16,22,2,2045.0301556420234,2078.5
2012,16,22,13,2033.8794326241134,1993.0
2012,16,22,18,2007.46875,2033.0
2012,16,24,1,1865.0182648401826,1884.0
2012,17,11,1,41.924006908462864,16.0
2012,17,13,1,85.5310481867859,68.0
2012,17,14,1,87.03704285041594,24.0
2012,17,15,1,75.91891891891892,43.0
2012,17,16,1,123.18645049218297,88.0
2012,17,17,1,346.994094488189,235.5
2012,17,18,1,187.5352,95.5
2012,17,19,1,63.504941599281224,61.0
2012,17,20,1,102.60984848484848,87.0
2012,17,21,1,459.2237479806139,438.0
2012,17,22,1,682.1217292377702,505.0
2012,17,23,1,131.1897233201581,86.0
2012,17,24,1,240.02875816993463,63.0
2012,17,25,1,79.99506933744222,64.0
2012,17,26,1,88.4088200238379,76.0
2012,17,27,1,251.37978560490046,66.0
2012,17,28,1,63.99652777777778,44.0
2012,17,29,1,133.71013698630136,61.0
2012,17,30,1,81.60796139927623,62.0
2012,17,31,1,368.54349604581404,349.0
2012,17,32,1,64.67431597528685,24.0
2012,17,33,1,69.78865979381443,48.0
2012,17,34,1,162.69193548387096,137.5
2012,17,35,1,69.82948986722572,15.0
2012,17,36,1,79.02027027027027,30.0
2012,17,37,1,207.4401473296501,55.0
2012,17,38,7,911.9032258064516,845.0
2012,17,39,1,73.99065420560747,46.0
2012,17,40,1,426.768115942029,542.0
2012,17,41,1,1056.9163346613545,708.0
2012,17,42,3,1961.5774647887324,1971.0
2012,17,11,7,354.3608087091757,361.0
2012,17,13,18,46.583497053045186,42.0
2012,17,14,19,1196.5703125,1229.0
2012,17,16,19,67.25681492109038,71.0
2012,17,16,21,315.79245283018867,276.0
2012,17,16,22,475.05194805194805,438.0
2012,17,19,18,469.5557939914163,442.0
2012,17,20,11,669.2,588.0
2012,17,22,12,2035.4536082474226,2063.0
2012,17,24,18,1738.4935064935064,1721.0
2012,17,24,19,2160.685589519651,2241.0
2012,17,24,20,2268.7906976744184,2238.0
2012,17,27,17,2123.4198473282445,2136.0
2012,17,28,13,2295.8,2287.0
2012,17,29,18,1143.1090909090908,1092.0
2012,17,30,15,67.09871244635193,30.0
2012,17,31,20,1460.5625,1470.5
2012,17,32,9,891.0,891.0
2012,17,37,3,105.88820826952526,34.0
2012,17,15,15,224.92261904761904,62.0
2012,17,26,15,513.7632508833922,500.5
2012,17,26,16,783.1272727272727,765.0
2012,18,1,1,78.20652173913044,30.0
2012,18,2,1,103.66615620214395,36.0
2012,18,3,1,97.0828402366864,14.0
2012,18,4,1,57.11147362697118,28.0
2012,18,5,1,79.17557251908397,35.0
2012,18,6,1,125.58954302181968,60.0
2012,18,7,1,1083.4342105263158,1549.0
2012,18,9,1,36.33515731874145,18.0
2012,18,10,1,84.49304174950298,19.0
2012,18,11,1,20.665615141955836,18.0
2012,18,12,1,249.07142857142858,37.0
2012,18,13,1,32.3955223880597,13.0
2012,18,16,1,1054.25,1224.0
2012,18,17,1,1526.1791044776119,1492.0
2012,18,18,1,1581.1960784313726,1555.0
2012,18,19,1,991.495238095238,1004.0
2012,18,20,1,1460.6170212765958,1341.5
2012,18,21,3,1543.2260869565218,1519.0
2012,18,22,1,1413.8076923076924,1383.5
2012,18,23,1,1373.0377358490566,1481.0
2012,18,23,5,1411.0243902439024,1369.0
2012,18,25,3,864.1190476190476,966.0
2012,18,15,1,36.27290076335878,18.0
2012,18,24,1,1287.0681818181818,1179.5
2012,18,3,7,1446.85,1631.0
2012,18,5,7,694.0,47.0
2012,18,6,5,1087.75,1056.0
2012,18,6,10,2208.3333333333335,2179.5
2012,18,10,4,977.3376623376623,914.0
2012,18,10,6,895.015873015873,954.0
2012,18,12,4,1404.5384615384614,1529.0
2012,18,13,3,1314.0,1635.0
2012,18,16,3,1366.2625,1368.5
2012,18,2,8,851.0253164556962,1056.0
2012,18,1,2,208.537084398977,58.0
2012,18,2,2,105.95587424158853,24.0
2012,18,3,2,84.42290712203248,18.0
2012,18,3,8,1566.0344827586207,1613.0
2012,18,5,2,51.46236559139785,14.0
2012,18,6,2,180.45813797722707,51.0
2012,18,9,2,57.04726598702502,30.0
2012,18,10,2,203.54070660522274,34.0
2012,18,11,2,51.9840490797546,23.0
2012,18,12,2,261.2911392405063,47.0
2012,18,13,2,35.850556438791735,27.0
2012,18,16,2,1211.1612903225807,1166.0
2012,18,17,2,1520.5555555555557,1542.0
2012,18,19,2,1115.4166666666667,930.5
2012,18,20,2,1406.4172932330828,1364.5
2012,18,21,4,1677.1297798377752,1681.0
2012,18,22,2,1343.2014925373135,1301.0
2012,18,23,2,1497.731182795699,1491.0
2012,18,23,6,1374.41592920354,1354.5
2012,18,24,2,1092.6896551724137,1072.5
2012,18,3,6,11.416666666666666,10.5
2012,18,16,5,1419.2666666666667,1315.0
2012,18,4,2,94.45491525423729,47.0
2012,19,1,3,842.5625,132.5
2012,19,1,1,1693.142857142857,1781.0
2012,20,1,4,154.39506172839506,128.0
2012,20,2,6,240.52459016393442,216.0
2012,20,3,9,701.0769230769231,579.0
2012,20,5,2,223.0,20.0
2012,20,6,2,287.9847094801223,284.5
2012,20,9,1,35.56363636363636,29.0
2012,20,10,1,313.671875,266.5
2012,20,5,6,782.6153846153846,774.0
2012,20,9,7,2196.0833333333335,2334.5
2012,20,11,5,806.5294117647059,775.0
2012,20,1,8,183.9693757361602,129.0
2012,20,2,9,919.0208333333334,546.5
2012,20,3,8,593.3138075313808,578.0
2012,20,5,5,351.9154929577465,272.0
2012,20,6,3,309.58103448275864,290.5
2012,20,9,2,195.39224137931035,199.0
2012,20,10,2,361.66321243523316,336.0
2012,21,1,2,700.8,714.0
2012,21,2,1,1810.25,1800.0
2012,21,3,3,1745.3333333333333,1526.0
2012,21,5,2,2323.2,2347.0
2012,21,1,4,920.0851063829788,1029.0
2012,21,2,3,1543.5,1585.0
2012,21,5,1,2420.5,2419.0
2012,21,3,1,363.8333333333333,454.5
2012,22,1,1,380.9887323943662,395.0
2012,22,2,1,472.1388888888889,479.5
2012,22,3,1,642.3666666666667,689.5
2012,22,4,1,499.5,403.0
2012,22,9,1,268.4468085106383,21.0
2012,22,11,1,139.65217391304347,24.0
2012,22,15,1,96.15167095115682,7.0
2012,22,17,1,250.6927966101695,94.0
2012,22,18,3,207.1,63.5
2012,22,19,1,193.73480662983425,7.0
2012,22,21,1,662.7370558375635,650.0
2012,22,24,1,94.30393487109905,56.5
2012,22,26,1,707.0909090909091,687.0
2012,22,23,1,471.342492639843,462.0
2012,22,13,1,127.39393939393939,33.0
2012,22,16,1,602.575,887.5
2012,22,5,1,380.537037037037,30.0
2012,22,6,1,520.3148148148148,579.0
2012,22,8,1,501.0774818401937,512.0
2012,22,10,1,783.6869565217391,756.0
2012,22,12,1,185.45365853658538,80.0
2012,22,14,1,397.29556074766356,352.0
2012,22,3,9,247.03401360544217,110.0
2012,22,15,4,134.2077922077922,49.0
2012,22,15,5,212.5344827586207,106.0
2012,22,18,6,292.89792899408286,253.0
2012,22,18,8,585.7692307692307,549.0
2012,22,18,10,658.9815668202765,626.0
2012,23,1,1,183.5295174328407,104.0
2012,23,2,1,284.04330708661416,226.0
2012,23,3,1,375.75272727272727,179.0
2012,23,4,1,82.26701119724376,24.0
2012,23,5,1,1042.759493670886,1015.0
2012,23,6,1,1095.0497630331754,1074.5
2012,23,7,1,151.69170403587444,126.0
2012,23,8,1,1013.2713178294574,878.0
2012,23,9,1,136.6103896103896,43.0
2012,23,10,1,130.74387111837498,65.0
2012,23,11,1,94.86529466791394,18.0
2012,23,12,1,340.88282828282826,322.5
2012,23,13,1,148.39430894308944,104.5
2012,23,14,1,204.68022598870056,108.0
2012,23,15,1,102.44959630911188,65.0
2012,23,16,1,171.0660792951542,155.0
2012,23,17,1,393.21045197740114,99.5
2012,23,18,1,70.72391930835735,32.0
2012,23,19,1,411.16542948038176,396.0
2012,23,20,1,167.28158080451658,107.0
2012,23,21,1,273.4782469609725,259.0
2012,23,22,1,128.29859154929576,56.0
2012,23,23,1,120.6059726254666,70.0
2012,23,24,1,196.84671532846716,98.0
2012,23,25,1,130.02450980392157,74.5
2012,23,26,1,110.1228978007762,45.0
2012,23,27,1,315.26047358834245,326.0
2012,23,28,1,118.77032967032967,66.0
2012,23,29,1,271.047433903577,243.0
2012,23,30,1,250.66363636363636,217.0
2012,23,31,1,425.290780141844,368.0
2012,23,32,1,427.25970873786406,291.0
2012,23,33,1,291.9916897506925,110.0
2012,23,34,1,343.4104785478548,246.5
2012,23,35,1,262.84559122308,242.0
2012,23,36,1,76.46824542518837,52.0
2012,23,37,1,141.8312597200622,72.0
2012,23,38,1,306.9894736842105,300.0
2012,23,39,1,225.96234843650288,182.0
2012,23,40,1,149.42144835773644,117.0
2012,23,41,1,398.9297124600639,333.0
2012,23,42,1,230.22566150773838,152.0
2012,23,43,1,196.12733446519525,183.0
2012,23,44,1,178.37793156478278,94.0
2012,23,45,1,301.32961007311127,295.0
2012,23,46,1,492.4441959293223,447.0
2012,23,47,1,311.8243899343128,249.0
2012,23,48,1,1534.2016949152542,1526.0
2012,23,49,1,698.1211678832117,453.5
2012,23,50,1,56.75789520505293,28.0
2012,24,1,2,160.72340425531914,157.0
2012,24,4,2,226.8,197.0
2012,24,2,3,260.2,213.0
2012,24,4,5,108.22222222222223,91.0
2012,25,1,1,750.0,423.0
2012,25,6,1,1082.5,1082.5
2012,25,1,6,575.7222222222222,542.5
2012,25,2,5,361.0,361.0
2012,25,9,1,755.0,779.0
2012,26,1,1,51.46506428172163,35.0
2012,26,2,1,98.40495867768595,50.0
2012,26,3,1,216.672256097561,30.0
2012,26,4,1,107.31285403050109,98.0
2012,26,5,1,149.3244680851064,63.0
2012,26,6,1,116.06760098928277,19.0
2012,26,7,1,1094.733905579399,1453.0
2012,26,8,1,94.60715447154472,31.0
2012,26,9,1,226.9938440492476,63.0
2012,26,10,1,718.1156716417911,65.5
2012,26,11,1,717.2064056939502,159.0
2012,26,1,2,63.04159021406728,16.0
2012,26,2,2,121.7911227154047,27.0
2012,26,3,2,50.41132428638278,4.0
2012,26,4,2,206.5405882352941,113.0
2012,26,5,2,116.83891828336273,59.0
2012,26,6,2,178.36974935177182,38.0
2012,26,7,2,437.6857410881801,182.0
2012,26,8,2,119.14656415185007,49.0
2012,26,9,2,309.5862873134328,78.0
2012,26,10,2,166.93087557603687,56.5
2012,26,11,2,221.8494699646643,67.0
2012,27,1,1,114.4419795221843,60.0
2012,27,1,3,319.52503953610966,70.0
2012,29,1,1,38.97840046701693,15.0
2012,29,3,1,132.32024677509816,70.0
2012,29,4,1,110.43529411764706,73.0
2012,29,5,1,105.14259259259259,38.0
2012,29,6,1,73.78869047619048,41.0
2012,29,8,13,97.89219712525667,54.0
2012,29,9,1,93.7660128102482,60.0
2012,29,10,1,107.03144266337854,54.0
2012,29,2,25,96.61538461538461,48.5
2012,29,7,1,191.08543922984356,62.0
2012,29,1,10,316.7719298245614,156.0
2012,29,3,16,242.21428571428572,66.5
2012,29,3,24,2053.5,2004.0
2012,29,5,24,764.9777777777778,765.0
2012,29,6,11,95.25757575757575,58.0
2012,29,6,12,1694.0,1860.0
2012,29,7,8,2191.3584905660377,2194.0
2012,29,7,24,2118.794117647059,2087.0
2012,29,8,2,82.66176470588235,33.0
2012,29,8,14,1665.4166666666667,1670.0
2012,29,9,15,2205.4222222222224,2186.0
2012,29,9,26,2093.75,2076.0
2012,29,9,27,2067.82,2073.0
2012,29,10,8,580.57,511.0
2012,29,10,15,1027.4375,1036.0
2012,29,1,25,2243.285714285714,2260.0
2012,29,7,4,1155.4565217391305,1139.0
2012,29,2,3,123.8708929261693,90.5
2012,29,2,24,227.0248999555358,126.0
2012,30,1,1,87.35513361462729,58.0
2012,30,2,1,53.84371029224905,48.0
2012,31,1,1,24.560606060606062,17.0
2012,31,2,1,49.44644549763033,37.0
2012,32,1,1,51.847784200385355,37.0
2012,33,1,2,1796.0,1796.0
2012,33,2,2,1846.0,1846.0
2012,33,1,3,1813.75,1814.0
2012,33,2,3,1755.0,1755.0
2013,1,1,3,29.845977011494252,19.0
2013,1,2,1,712.6470588235294,24.0
2013,1,3,2,12.226279557018856,7.0
2013,1,4,1,6.45010183299389,2.0
2013,1,5,1,19.791489361702126,3.0
2013,1,7,1,31.909500225123818,15.0
2013,1,8,1,7.068934646374217,6.0
2013,1,9,1,41.544314558979806,12.0
2013,1,10,1,28.486631016042782,7.0
2013,1,11,3,34.679089026915115,18.0
2013,1,12,1,8.689774696707106,2.0
2013,1,13,1,39.06106870229008,29.0
2013,1,14,1,24.962573099415206,10.0
2013,1,15,2,24.85773710482529,8.0
2013,1,17,1,16.2886108714409,4.0
2013,1,18,1,51.478290366350066,35.0
2013,1,19,4,10.773562107298211,4.0
2013,1,20,1,22.972806381435824,19.0
2013,1,21,1,55.35479452054795,36.0
2013,1,24,1,12.696682464454977,8.0
2013,1,25,1,49.34575569358178,13.0
2013,1,26,1,14.47180948503969,3.0
2013,1,26,9,17.50381679389313,5.0
2013,1,27,1,2.329054054054054,1.0
2013,1,28,1,19.72382397572079,14.0
2013,1,29,1,26.345494146474273,6.0
2013,1,30,12,24.85169491525424,14.0
2013,1,31,1,40.23843187660668,10.0
2013,1,31,17,44.04228855721393,30.0
2013,1,32,1,40.50565428109854,43.0
2013,1,33,1,7.328947368421052,5.0
2013,1,34,1,48.20488784733847,15.0
2013,1,35,13,14.357092696629213,5.0
2013,1,36,1,104.19722222222222,60.0
2013,1,37,2,16.1551969012266,2.0
2013,1,41,17,1350.2134831460673,1348.0
2013,1,1,7,41.78173374613003,30.0
2013,1,20,9,56.14594594594595,29.0
2013,1,21,25,22.51808972503618,4.0
2013,1,21,28,30.603174603174605,9.5
2013,1,25,4,6.748407643312102,2.0
2013,1,28,11,109.096875,36.0
2013,1,28,12,54.05379746835443,9.0
2013,1,28,13,72.21111111111111,17.0
2013,1,31,7,10.372881355932204,3.0
2013,1,36,9,117.25,84.0
2013,1,1,1,57.631874298540964,32.0
2013,1,2,2,60.69879518072289,39.0
2013,1,3,3,104.17241379310344,26.5
2013,1,4,2,50.6443390634262,46.0
2013,1,5,2,387.98175787728024,426.0
2013,1,7,2,857.3615384615384,970.0
2013,1,8,2,105.04026845637584,85.0
2013,1,9,2,86.11191335740072,21.0
2013,1,10,2,96.04286410131515,61.0
2013,1,11,4,155.6742886178862,59.5
2013,1,12,2,21.952380952380953,24.0
2013,1,13,2,91.44859813084112,57.5
2013,1,14,2,24.41088295687885,29.0
2013,1,17,2,85.2589928057554,87.0
2013,1,18,2,22.865667499306134,26.0
2013,1,19,3,8.069085709178658,7.0
2013,1,20,3,46.9279302385227,49.0
2013,1,21,2,60.26639175257732,55.0
2013,1,24,2,73.5432525951557,25.0
2013,1,26,2,4.063933873144399,4.0
2013,1,27,2,30.169014084507044,30.0
2013,1,28,2,23.56623081296191,22.0
2013,1,29,2,31.57946314443971,20.0
2013,1,31,3,38.67356104479376,34.0
2013,1,32,2,28.436159346271705,30.0
2013,1,33,2,3.75,3.0
2013,1,34,3,69.21067521689929,60.0
2013,1,35,12,35.32849043231751,24.0
2013,1,23,1,93.28226128645625,72.0
2013,1,23,3,158.44831986388772,65.0
2013,1,23,6,92.98884965619773,33.0
2013,1,23,9,148.37179185307275,72.0
2013,1,23,10,43.776550552251486,14.0
2013,1,23,15,596.56202143951,623.0
2013,2,2,1,24.37265415549598,6.0
2013,2,3,1,108.288056206089,52.0
2013,2,4,1,71.38604651162791,41.0
2013,2,5,1,99.53903693314633,76.0
2013,2,5,17,456.3333333333333,502.0
2013,2,7,1,78.61389172625128,49.0
2013,2,10,1,76.61889511609287,36.0
2013,2,11,6,85.48198757763976,41.0
2013,2,15,1,162.96987509184424,55.0
2013,2,17,1,66.27255813953488,34.0
2013,2,19,1,173.69541029207232,77.0
2013,2,20,1,120.58488148622678,48.0
2013,2,21,1,173.82388059701492,70.5
2013,2,23,1,101.35988620199147,43.0
2013,2,2,16,43.66887417218543,14.0
2013,2,2,26,226.75,70.5
2013,2,3,5,62.000778210116735,45.0
2013,2,3,19,663.6193548387097,707.0
2013,2,4,3,95.48356510745892,60.0
2013,2,4,6,146.2561403508772,98.0
2013,2,4,22,532.6464646464647,545.0
2013,2,4,34,282.13793103448273,213.0
2013,2,5,23,97.88813559322034,63.0
2013,2,5,32,230.21495327102804,186.0
2013,2,7,14,93.32824427480917,41.0
2013,2,7,15,222.18611987381703,115.0
2013,2,7,27,131.81981981981983,72.0
2013,2,10,6,216.4907063197026,172.0
2013,2,10,15,222.53726708074535,223.5
2013,2,10,30,243.4625,236.0
2013,2,11,1,123.51060769507372,83.0
2013,2,11,19,147.5625,67.0
2013,2,11,23,147.3372093023256,34.0
2013,2,15,10,993.3727272727273,1367.5
2013,2,17,22,353.16326530612247,72.0
2013,2,19,13,639.9493670886076,634.0
2013,2,20,6,279.5289256198347,141.0
2013,2,20,10,355.6165803108808,123.0
2013,2,20,24,1512.0,1512.0
2013,2,21,17,1617.8333333333333,1650.0
2013,2,23,6,190.32911392405063,114.0
2013,2,23,13,147.31382978723406,127.0
2013,2,23,20,269.1788990825688,252.0
2013,2,23,23,1325.753846153846,1379.0
2013,2,3,23,422.85714285714283,32.5
2013,2,11,28,48.074074074074076,31.0
2013,2,4,31,351.88,103.0
2013,2,11,5,127.86392708666453,84.0
2013,2,20,11,230.15088449531737,159.0
2013,3,1,1,13.719674796747967,3.0
2013,3,2,1,13.707632600258732,2.0
2013,3,3,1,53.60896309314587,3.0
2013,3,4,1,17.980316344463972,6.0
2013,3,5,1,599.7234042553191,31.0
2013,3,6,1,23.076923076923077,3.0
2013,3,7,1,705.2068965517242,781.0
2013,3,8,1,3.8686746987951808,2.0
2013,3,9,1,19.32101167315175,3.0
2013,3,10,1,14.201142857142857,9.0
2013,3,11,1,12.136237256719184,7.0
2013,3,12,1,32.794536360138515,6.0
2013,3,13,1,2.2277691107644304,1.0
2013,3,14,1,2.3663833805476866,1.0
2013,3,15,1,14.658507101843457,4.0
2013,3,16,1,11.383084577114428,3.0
2013,3,17,1,5.666666666666667,3.0
2013,3,18,1,21.55078125,4.0
2013,3,19,1,16.88695652173913,4.0
2013,3,21,1,17.861176470588234,4.0
2013,3,22,1,8.977752424415288,2.0
2013,3,23,1,12.561260210035005,4.0
2013,3,24,17,34.047775947281714,11.0
2013,3,25,1,2.1637426900584797,1.0
2013,3,26,3,9.367080194949047,4.0
2013,3,28,1,23.41187214611872,13.0
2013,3,29,1,16.479166666666668,2.0
2013,3,30,1,16.525806451612905,2.0
2013,3,27,1,20.03599712023038,5.0
2013,3,20,3,25.417696902347547,6.0
2013,3,20,7,67.74918566775244,8.0
2013,3,11,13,472.7140151515151,510.0
2013,3,12,16,21.07185628742515,9.0
2013,3,16,7,31.24390243902439,8.0
2013,3,18,22,32.64390243902439,3.0
2013,3,18,23,484.32758620689657,580.0
2013,3,21,5,17.591623036649214,8.0
2013,3,21,13,136.36175710594316,18.0
2013,3,21,18,88.9367088607595,21.0
2013,3,22,18,16.32905982905983,4.5
2013,3,24,9,347.63157894736844,375.5
2013,3,25,8,932.3157894736842,910.0
2013,3,27,8,22.0,10.0
2013,3,29,7,234.71428571428572,193.0
2013,3,15,13,1035.1944444444443,959.5
2013,3,15,18,995.5,915.0
2013,3,28,7,17.510204081632654,2.0
2013,3,21,14,182.01985413290114,131.0
2013,3,20,2,100.94151948651256,81.0
2013,3,20,8,85.22148952676494,79.0
2013,4,1,1,52.006711409395976,50.5
2013,4,2,1,28.20528967254408,11.0
2013,4,3,1,174.8297062023939,109.0
2013,4,4,1,42.83340592334495,1.0
2013,4,5,1,60.76946410515672,9.0
2013,4,6,1,37.37789473684211,4.0
2013,4,7,1,4.9448094612352165,2.0
2013,4,8,1,225.17696220930233,105.0
2013,4,9,1,128.3939134162023,35.0
2013,4,10,1,48.400764685436215,3.0
2013,4,11,1,29.58173356602676,3.0
2013,4,12,1,11.56578947368421,2.0
2013,4,13,1,505.3333333333333,515.5
2013,4,16,1,46.288025889967635,42.0
2013,4,15,19,75.27933673469387,3.0
2013,4,2,32,532.603305785124,717.0
2013,4,2,38,98.51242236024845,51.0
2013,4,2,52,176.22727272727272,97.0
2013,4,4,10,1177.3098591549297,1320.0
2013,4,5,12,129.5491329479769,73.0
2013,4,5,24,468.1862348178138,470.0
2013,4,6,21,36.967123287671235,34.0
2013,4,8,17,217.4180865006553,207.0
2013,4,9,22,320.12280701754383,304.0
2013,4,10,19,167.64113785557987,143.0
2013,4,2,47,1211.8,1062.0
2013,4,5,38,1553.875,1553.5
2013,4,15,21,170.744,80.0
2013,4,1,4,63.26491228070176,64.5
2013,4,2,4,207.5418502202643,149.0
2013,4,3,4,111.35497835497836,64.0
2013,4,4,4,414.0492957746479,413.0
2013,4,5,11,243.27142857142857,111.5
2013,4,6,5,140.17696629213484,120.0
2013,4,7,5,69.53680430879713,68.0
2013,4,8,4,121.20519159456119,140.0
2013,4,9,4,1309.7875,1287.5
2013,4,10,7,60.904201680672266,61.0
2013,4,11,6,64.5609756097561,64.0
2013,4,12,4,42.12781954887218,33.0
2013,4,15,4,567.625,592.0
2013,4,15,14,648.3059125964011,727.0
2013,4,16,2,73.3039283252929,64.0
2013,4,2,5,103.64539007092199,102.0
2013,4,3,5,126.44832826747721,101.0
2013,4,9,5,1593.0974477958237,1550.0
2013,5,1,1,229.4777777777778,125.0
2013,5,2,1,468.4492753623188,465.5
2013,5,4,1,234.66666666666666,119.5
2013,5,5,1,220.41935483870967,140.0
2013,5,5,11,696.1538461538462,654.0
2013,5,6,17,579.6180124223603,606.5
2013,5,7,1,307.0571428571429,242.0
2013,5,8,1,52.25806451612903,12.0
2013,5,9,2,395.7631578947368,423.5
2013,5,10,1,334.45454545454544,301.0
2013,5,11,9,634.3451327433628,592.0
2013,5,11,10,1643.1524390243903,1566.0
2013,5,7,2,732.0434782608696,681.5
2013,5,1,4,423.8333333333333,466.5
2013,5,2,8,327.6666666666667,372.5
2013,5,4,2,391.50622406639,251.0
2013,5,4,3,354.8609022556391,179.0
2013,5,5,5,1477.8947368421052,1478.0
2013,5,5,7,372.35258358662617,355.0
2013,5,5,8,208.7450980392157,201.0
2013,5,5,12,262.30434782608694,116.0
2013,5,6,2,274.63157894736844,111.0
2013,5,6,4,290.8125,266.5
2013,5,6,7,270.96456692913387,266.0
2013,5,6,9,195.75862068965517,142.0
2013,5,6,19,513.6820388349514,529.0
2013,5,8,4,102.23076923076923,66.0
2013,5,9,4,63.391304347826086,24.0
2013,5,9,6,376.3448275862069,325.0
2013,5,9,8,601.6363636363636,593.0
2013,5,10,3,249.13333333333333,31.0
2013,5,11,11,1533.998,1528.0
2013,5,10,2,102.82105263157895,14.0
2013,5,1,6,1472.4375,1479.0
2013,5,2,4,600.8,545.0
2013,5,2,12,400.2,328.0
2013,5,2,14,274.85714285714283,111.0
2013,5,2,16,1622.215909090909,1639.5
2013,5,11,1,305.19742489270385,278.0
2013,5,11,8,408.5,365.5
2013,6,2,2,54.679715302491104,1.0
2013,6,3,2,86.88888888888889,49.0
2013,6,4,2,47.04347826086956,29.0
2013,6,5,2,112.18681318681318,66.0
2013,6,6,2,195.41346153846155,183.0
2013,6,7,2,424.24,66.0
2013,6,8,2,253.6276150627615,95.0
2013,6,9,3,213.03030303030303,56.0
2013,6,10,2,197.28158844765343,105.0
2013,6,11,2,199.80612244897958,202.0
2013,6,12,1,385.1645569620253,212.0
2013,6,13,1,152.35294117647058,7.0
2013,6,15,1,264.69607843137254,19.0
2013,6,16,1,459.9296875,304.5
2013,6,17,1,188.40384615384616,163.5
2013,6,18,1,74.25139664804469,30.0
2013,6,20,1,94.92727272727272,34.0
2013,6,21,1,106.38805970149254,20.0
2013,6,22,1,173.2808988764045,15.0
2013,6,23,2,1421.4285714285713,1371.0
2013,6,24,3,1484.6923076923076,1452.0
2013,6,26,1,1665.637254901961,1638.5
2013,6,27,1,1780.5,1780.5
2013,6,28,1,2093.0,2093.0
2013,6,1,4,233.88712011577425,34.0
2013,6,19,1,217.68627450980392,21.5
2013,6,3,8,1762.7222222222222,1761.5
2013,6,6,7,143.3038674033149,116.0
2013,6,16,8,1316.851851851852,1390.0
2013,6,20,8,627.5925925925926,646.0
2013,6,23,6,1677.6666666666667,1752.5
2013,6,25,6,1915.2222222222222,1925.0
2013,6,9,10,1554.0,1554.0
2013,6,1,8,440.7941266442337,193.5
