,year,state_code,dist_code,court_no,act_family,num_cases,median_decision_days,mean_decision_days,A_count,B_count,C_count,D_count,E_count
195,2014,1,20,3,NI,1371,674.0,749.253829321663,424,561,380,6,0
196,2014,1,20,5,NI,63,388.0,509.41269841269843,31,24,8,0,0
197,2014,1,20,6,NI,117,378.0,504.65811965811963,55,51,11,0,0
198,2014,1,20,7,NI,2,296.5,296.5,1,1,0,0,0
199,2014,1,20,8,NI,70,440.0,593.2571428571429,28,30,12,0,0
200,2014,1,20,9,NI,1,1466.0,1466.0,0,0,1,0,0
201,2014,1,20,10,NI,156,427.5,527.7820512820513,70,63,23,0,0
202,2014,1,20,11,NI,177,359.0,456.20338983050846,100,69,8,0,0
203,2014,1,20,12,NI,45,426.0,514.4222222222222,20,23,2,0,0
204,2014,1,20,14,NI,92,357.0,468.14130434782606,48,34,10,0,0
205,2014,1,20,16,NI,201,453.0,628.5373134328358,74,86,39,2,0
206,2014,1,20,17,NI,2,479.5,479.5,0,2,0,0,0
207,2014,1,20,18,NI,55,680.0,722.8181818181819,15,27,13,0,0
208,2014,1,20,19,NI,155,383.0,571.2387096774194,75,53,27,0,0
209,2014,1,20,20,NI,65,370.0,488.44615384615383,29,32,4,0,0
210,2014,1,20,21,NI,121,371.0,542.2066115702479,60,40,21,0,0
211,2014,1,20,22,NI,618,378.5,512.6391585760517,291,239,88,0,0
212,2014,1,21,1,NI,5,867.0,569.8,2,3,0,0,0
213,2014,1,21,4,NI,1032,260.0,305.4980620155039,872,123,37,0,0
214,2014,1,21,5,NI,1410,246.0,293.56028368794324,1206,150,50,4,0
215,2014,1,21,6,NI,923,301.0,378.0400866738895,642,245,35,1,0
216,2014,1,21,7,NI,25,638.0,803.92,9,8,8,0,0
217,2014,1,21,8,NI,74,162.5,397.64864864864865,49,19,6,0,0
218,2014,1,21,13,NI,25,354.0,483.92,14,8,3,0,0
219,2014,1,21,14,NI,143,720.0,813.916083916084,43,50,46,4,0
220,2014,1,21,17,NI,25,1098.0,894.84,5,7,13,0,0
221,2014,1,21,18,NI,1123,344.0,599.5850400712377,599,283,237,4,0
222,2014,1,21,19,NI,384,529.0,767.1875,79,186,118,1,0
223,2014,1,21,20,NI,1679,328.0,496.1256700416915,955,514,204,6,0
224,2014,1,21,22,NI,48,598.0,547.5208333333334,15,31,2,0,0
225,2014,1,21,25,NI,2,423.5,423.5,0,2,0,0,0
226,2014,1,21,26,NI,512,337.5,387.666015625,351,139,20,2,0
227,2014,1,21,27,NI,460,329.5,436.79782608695655,286,144,27,3,0
228,2014,1,23,1,NI,1593,300.0,460.7639673571877,958,487,145,3,0
229,2014,1,23,2,NI,4066,523.0,580.7191342843089,1192,2667,197,10,0
230,2014,1,23,3,NI,508,293.0,400.8996062992126,320,155,33,0,0
231,2014,1,23,4,NI,1,560.0,560.0,0,1,0,0,0
232,2014,1,23,5,NI,3390,356.0,414.55250737463126,1807,1465,116,2,0
233,2014,1,23,6,NI,3401,291.0,409.82857982946194,2208,1014,178,1,0
234,2014,1,23,9,NI,3366,352.5,359.8989898989899,1797,1537,32,0,0
235,2014,1,23,10,NI,7782,250.0,320.37728090465174,5151,2404,227,0,0
236,2014,1,23,12,NI,2164,166.0,226.3590573012939,1920,176,67,1,0
237,2014,1,23,14,NI,666,314.0,418.7642642642643,417,213,36,0,0
238,2014,1,23,15,NI,808,553.0,690.0074257425742,122,549,137,0,0
239,2014,1,24,1,NI,32,351.0,508.03125,17,12,3,0,0
240,2014,1,24,2,NI,55,996.0,894.5090909090909,16,17,22,0,0
241,2014,1,24,3,NI,178,495.5,497.79213483146066,66,109,3,0,0
242,2014,1,24,4,NI,55,293.0,450.1090909090909,34,15,6,0,0
243,2014,1,24,5,NI,43,294.0,434.4418604651163,26,13,4,0,0
244,2014,1,24,6,NI,65,340.0,470.9384615384615,36,23,6,0,0
245,2014,1,24,7,NI,23,547.0,562.2608695652174,7,14,2,0,0
246,2014,1,24,8,NI,146,208.5,285.32191780821915,111,33,2,0,0
247,2014,1,24,9,NI,44,258.5,398.09090909090907,25,16,3,0,0
248,2014,1,24,10,NI,25,422.0,475.0,7,17,1,0,0
249,2014,1,24,11,NI,31,423.0,658.6129032258065,13,12,6,0,0
250,2014,1,24,13,NI,383,395.0,627.1096605744125,170,137,76,0,0
251,2014,1,24,15,NI,57,258.0,307.05263157894734,42,13,2,0,0
252,2014,1,24,16,NI,11,288.0,481.3636363636364,6,4,1,0,0
253,2014,1,25,1,NI,211,713.0,767.9194312796209,66,78,66,1,0
