state_code,dist_code,court_no,total_judge_days,avg_judge_count,mean_tenure_days,median_tenure_days,num_judges,num_valid_entries
5.0,4.0,1.0,6010.0,2.9302779132130667,585.9285714285714,510.0,14.0,14.0
5.0,5.0,1.0,14134.0,5.96875,740.72,733.0,25.0,25.0
5.0,5.0,11.0,4364.0,1.9926940639269406,582.4,478.0,10.0,10.0
5.0,7.0,1.0,4071.0,1.9897360703812317,678.5,881.0,6.0,6.0
5.0,8.0,1.0,6229.0,2.8851320055581287,765.6363636363636,734.0,11.0,11.0
5.0,9.0,2.0,3341.0,1.7168550873586845,614.8888888888889,733.0,9.0,9.0
5.0,10.0,1.0,5843.0,2.8488542174549,730.5454545454545,734.0,11.0,11.0
5.0,11.0,9.0,1572.0,2.0,393.0,393.0,4.0,4.0
5.0,11.0,10.0,715.0,0.9916782246879334,723.0,723.0,2.0,2.0
5.0,9.0,3.0,4702.0,1.9949087823504454,770.5,914.5,8.0,8.0
5.0,7.0,2.0,8783.0,4.012334399269073,779.0,731.0,15.0,15.0
5.0,1.0,4.0,4399.0,2.144807411019015,586.1,734.0,10.0,10.0
5.0,2.0,8.0,2321.0,1.8642570281124498,1017.3333333333334,1078.0,3.0,3.0
5.0,4.0,2.0,5192.0,2.5240641711229945,527.5,354.5,14.0,14.0
5.0,4.0,3.0,5009.0,2.3852380952380954,478.3333333333333,393.0,12.0,12.0
5.0,5.0,5.0,4096.0,1.991249392318911,926.3333333333334,826.0,6.0,6.0
5.0,5.0,12.0,1708.0,0.9976635514018691,813.0,796.0,3.0,3.0
5.0,6.0,2.0,9264.0,4.510223953261928,805.4375,733.0,16.0,16.0
5.0,6.0,4.0,3394.0,1.983635300993571,809.3333333333334,741.0,6.0,6.0
5.0,6.0,5.0,3156.0,1.730263157894737,769.6666666666666,1025.0,6.0,6.0
5.0,6.0,7.0,3058.0,1.9703608247422681,565.0,706.5,8.0,8.0
5.0,6.0,9.0,2976.0,1.3816155988857939,493.1111111111111,490.0,9.0,9.0
5.0,8.0,4.0,4710.0,1.9907016060862215,768.75,766.0,8.0,8.0
5.0,9.0,4.0,4234.0,1.9766573295985062,473.0,475.5,12.0,12.0
5.0,10.0,3.0,5866.0,1.985781990521327,523.4285714285714,292.0,14.0,14.0
5.0,10.0,2.0,2096.0,0.7017073987278205,706.75,736.5,4.0,4.0
5.0,1.0,6.0,4444.0,1.979510022271715,421.85714285714283,446.0,14.0,14.0
5.0,2.0,4.0,2180.0,0.9954337899543378,727.75,603.0,4.0,4.0
5.0,11.0,1.0,18290.0,6.185322962461955,710.4857142857143,740.0,35.0,35.0
5.0,11.0,8.0,1562.0,1.9872773536895674,499.3333333333333,490.0,6.0,6.0
6.0,2.0,2.0,2298.0,1.0589861751152074,545.5714285714286,385.0,7.0,7.0
6.0,3.0,2.0,8049.0,3.680384087791495,914.25,1055.0,12.0,12.0
6.0,4.0,2.0,4568.0,1.9732181425485962,753.75,765.0,8.0,8.0
6.0,5.0,2.0,1810.0,1.1270236612702367,817.75,845.0,4.0,4.0
6.0,6.0,2.0,4827.0,2.090515374621048,701.9,703.0,10.0,10.0
6.0,7.0,2.0,1690.0,0.8622448979591837,605.0,745.0,4.0,4.0
6.0,8.0,2.0,2444.0,1.1104043616537937,793.75,715.5,4.0,4.0
6.0,9.0,3.0,4493.0,1.3833128078817734,845.7142857142857,724.0,7.0,7.0
6.0,10.0,2.0,8138.0,2.954974582425563,650.7058823529412,640.0,17.0,17.0
6.0,11.0,2.0,2185.0,0.997716894977169,729.0,685.5,4.0,4.0
6.0,12.0,1.0,5363.0,1.9459361393323658,682.4,723.0,10.0,10.0
6.0,13.0,1.0,5922.0,1.80219111381619,973.4444444444445,694.0,9.0,9.0
6.0,15.0,1.0,4431.0,1.8672566371681416,736.375,839.0,8.0,8.0
6.0,16.0,1.0,5405.0,2.157684630738523,843.4444444444445,698.0,9.0,9.0
6.0,17.0,1.0,5873.0,2.0686861570975696,489.0,362.0,15.0,15.0
6.0,18.0,1.0,2473.0,0.9955716586151369,800.75,956.5,4.0,4.0
6.0,20.0,1.0,4793.0,1.8314864348490638,521.25,631.0,12.0,12.0
6.0,21.0,1.0,1589.0,0.9962382445141066,1160.0,1160.0,2.0,2.0
6.0,22.0,1.0,3419.0,1.242820792439113,1220.25,1075.0,4.0,4.0
6.0,23.0,2.0,2408.0,2.2738432483474975,920.2,1059.0,5.0,5.0
6.0,24.0,3.0,705.0,1.0,1436.0,1436.0,1.0,1.0
6.0,26.0,1.0,1496.0,2.9682539682539684,737.8,973.0,5.0,5.0
6.0,27.0,1.0,1437.0,3.9916666666666667,1090.25,1090.0,4.0,4.0
6.0,28.0,1.0,1885.0,3.625,806.8333333333334,892.5,6.0,6.0
6.0,25.0,1.0,4498.0,3.1743119266055047,1110.5,1074.5,8.0,8.0
6.0,1.0,4.0,4462.0,1.5590496156533893,661.5555555555555,547.0,9.0,9.0
6.0,19.0,1.0,7744.0,2.8852459016393444,599.9473684210526,689.0,19.0,19.0
6.0,3.0,8.0,1610.0,0.8316115702479339,201.25,196.0,8.0,8.0
6.0,6.0,7.0,2241.0,0.8402699662542182,297.2,283.5,10.0,10.0
6.0,16.0,8.0,2660.0,1.3620071684587813,515.25,428.0,8.0,8.0
6.0,20.0,8.0,3500.0,1.7884517118037813,381.6923076923077,380.0,13.0,13.0
6.0,2.0,9.0,4160.0,1.4565826330532212,562.2,550.0,10.0,10.0
6.0,1.0,8.0,4942.0,1.726764500349406,582.1818181818181,670.0,11.0,11.0
6.0,2.0,5.0,2188.0,0.9940935938209905,583.6,587.0,5.0,5.0
6.0,3.0,4.0,2787.0,0.9765241765942537,586.1666666666666,530.5,6.0,6.0
6.0,4.0,5.0,2445.0,0.9177927927927928,635.0,688.0,5.0,5.0
6.0,5.0,4.0,2190.0,0.9977220956719818,730.0,705.5,4.0,4.0
6.0,6.0,4.0,2457.0,1.0,797.0,901.0,4.0,4.0
6.0,7.0,4.0,2444.0,0.9934959349593496,793.75,715.0,4.0,4.0
6.0,8.0,5.0,3984.0,1.8200091365920512,680.75,664.0,8.0,8.0
6.0,9.0,6.0,1512.0,0.939714108141703,558.5,523.5,4.0,4.0
6.0,10.0,4.0,9818.0,3.116825396825397,794.4375,872.0,16.0,16.0
6.0,11.0,4.0,2163.0,0.9876712328767123,723.25,735.0,4.0,4.0
6.0,12.0,4.0,4621.0,1.7320089955022488,552.9090909090909,377.0,11.0,11.0
6.0,13.0,4.0,2868.0,0.9979123173277662,899.75,523.0,4.0,4.0
6.0,15.0,3.0,2315.0,0.9995682210708118,761.0,812.0,4.0,4.0
6.0,16.0,3.0,5223.0,2.475355450236967,741.6,752.5,10.0,10.0
6.0,17.0,2.0,5385.0,2.4600274097761536,631.5,821.5,12.0,12.0
6.0,18.0,3.0,2144.0,0.9772105742935278,718.75,720.5,4.0,4.0
6.0,20.0,3.0,5746.0,2.610631531122217,567.0,593.0,14.0,14.0
6.0,21.0,2.0,2708.0,1.988252569750367,695.0,674.0,6.0,6.0
6.0,22.0,3.0,683.0,1.0,707.0,707.0,2.0,2.0
6.0,23.0,4.0,327.0,1.0,1058.0,1058.0,1.0,1.0
6.0,24.0,2.0,3978.0,2.17972602739726,1234.2,1196.0,5.0,5.0
