,state_code,dist_code,court_no,transfers_in,transfers_out,avg_judge_count
425,1.0,17.0,15.0,4.0,0.0,3.9568989644556396
426,1.0,17.0,16.0,8.0,0.0,7.534273624823696
427,1.0,17.0,17.0,5.0,0.0,2.9097968936678615
428,1.0,18.0,1.0,41.0,0.0,16.410927617709067
429,1.0,18.0,2.0,12.0,0.0,5.738755278134753
430,1.0,18.0,3.0,10.0,0.0,7.5641862489120975
431,1.0,18.0,4.0,7.0,0.0,5.0930397727272725
432,1.0,18.0,5.0,7.0,0.0,3.8003685503685505
433,1.0,18.0,6.0,5.0,0.0,4.172413793103448
434,1.0,18.0,7.0,2.0,0.0,1.3254252461951657
435,1.0,18.0,8.0,4.0,0.0,2.6956521739130435
436,1.0,18.0,9.0,3.0,0.0,1.963386727688787
437,1.0,18.0,10.0,5.0,0.0,2.9116950757575757
438,1.0,18.0,12.0,1.0,0.0,1.0
439,1.0,18.0,13.0,4.0,0.0,3.0083538083538084
440,1.0,18.0,14.0,10.0,0.0,4.8690814393939394
441,1.0,18.0,15.0,2.0,0.0,1.682101070450585
442,1.0,18.0,16.0,1.0,0.0,1.0
443,1.0,18.0,17.0,11.0,0.0,5.30204732783834
444,1.0,18.0,18.0,3.0,0.0,2.287757437070938
445,1.0,18.0,19.0,2.0,0.0,1.8588885656095433
446,1.0,18.0,20.0,13.0,0.0,7.536360532604984
447,1.0,18.0,21.0,9.0,0.0,5.199942791762013
448,1.0,18.0,22.0,6.0,0.0,3.879481051553431
449,1.0,18.0,23.0,8.0,0.0,4.741531165311653
450,1.0,18.0,24.0,12.0,0.0,6.8948446568794814
451,1.0,18.0,25.0,15.0,0.0,8.461590986684875
452,1.0,18.0,26.0,6.0,0.0,4.278765201122544
453,1.0,18.0,27.0,4.0,0.0,2.395015363605326
454,1.0,18.0,28.0,6.0,0.0,3.590909090909091
455,1.0,18.0,29.0,10.0,0.0,4.907679395719681
456,1.0,18.0,30.0,9.0,0.0,6.877323420074349
457,1.0,18.0,31.0,9.0,0.0,6.355940130963518
458,1.0,18.0,32.0,7.0,0.0,5.124625524266028
459,1.0,18.0,33.0,11.0,0.0,7.442180946674656
460,1.0,18.0,34.0,7.0,0.0,4.934220830070478
461,1.0,18.0,35.0,4.0,0.0,3.547089947089947
462,1.0,18.0,36.0,4.0,0.0,3.547089947089947
