state_code,dist_code,court_no,total_judge_days,avg_judge_count,mean_tenure_days,median_tenure_days,num_judges,num_valid_entries,state_name,district_name,court_name,total_cases,total_valid_cases,median_decision_days,mean_decision_days,work_load(total_cases/avg_judge_count)
18,16,3,1323,0.9977375566,1027,1027,2,2,"Chhattisgarh","Jashpur","Additional District and Sessions Judge Kunkuri",1365,1335,384,656.3003745,1368.095238
18,2,8,2411,0.8513418079,785.5,735.5,4,4,"Chhattisgarh","Bilaspur","ADJ Court Pendra Road",1785,1773,332,537.7963903,2096.69017
18,1,2,4221,1.305598515,1420.75,1427,4,4,"Chhattisgarh","Korba","Chief Judicial Magistrate  Korba",16170,8907,467,677.3264848,12385.12438
18,2,2,1236,0.6377708978,491.75,531.5,4,4,"Chhattisgarh","Bilaspur","CJM Court Bilaspur",63059,19889,299,516.0992508,98874.06311
18,3,8,2265,0.9290401969,749,667,4,4,"Chhattisgarh","Raipur","Cheif judicial Magistrate Gariyaband",1518,1309,331,526.1642475,1633.944371
18,5,2,3756,1.326271186,1043.6,1296,5,5,"Chhattisgarh","Dhamtari","Chief Judicial Magistrate Dhamtari",8935,5288,165.5,317.4069592,6736.932907
18,6,2,3600,1.438274071,965.5,967.5,6,6,"Chhattisgarh","Raigarh","Chief Judicial Magistrate",17779,11744,278,600.2752895,12361.34361
18,9,2,2796,1.146841674,851.6,741,5,5,"Chhattisgarh","Kawardha","Chief Judcial Magistrate and JMFC Kawardha",15131,8355,432,641.2617594,13193.62589
18,10,2,2038,0.9845410628,923,844,3,3,"Chhattisgarh","Rajnandgaon","Chief Judicial Magistrate Rajnandgaon",24613,13310,474,695.2879038,24999.46516
18,11,2,5378,3.096142775,1514.2,1587,5,5,"Chhattisgarh","Koriya","Chief judicial megistrate Baikunthpur",2750,2730,435.5,636.992674,888.2019338
18,12,2,3255,1.332923833,673.8571429,365,7,7,"Chhattisgarh","Mahasamund","Chief Judicial Magistrate",10315,6241,282,417.8559526,7738.626728
18,13,2,3151,0.9993656835,1941,1941,2,2,"Chhattisgarh","Kanker","Chief Judicial Magistrate",7288,5002,472,560.367453,7292.625833
18,16,2,1457,0.8652019002,726.25,590,4,4,"Chhattisgarh","Jashpur","Chief Judicial Magistrate Court Jashpur",1838,1372,190.5,367.7973761,2124.359643
18,17,2,1694,1,1212.5,1212.5,2,2,"Chhattisgarh","Dantewada","Chief Judicial Magistrate Court",1167,981,149,283.2782875,1167
18,19,2,2071,0.9995173745,934,743,3,3,"Chhattisgarh","Balod","CJM and Judicial Magistrate,  Balod",6305,3012,201,323.2795485,6308.044423
18,20,2,2969,1.752656434,1233.333333,1276,3,3,"Chhattisgarh","Bemetara","Chief Judicial Magistrate, Bemetara",6566,3971,619,804.8446235,3746.313237
18,21,4,3259,1.777959629,1180.25,1156.5,4,4,"Chhattisgarh","Surajpur","Chief Judicial Magistrate Surajpur",6047,5105,1554,1516.113222,3401.089598
18,22,2,3070,1.449480642,753,840.5,6,6,"Chhattisgarh","Kondagaon","Cheif Judicial Magistrate",2333,1946,673,804.3129496,1609.54202
18,23,2,3130,1.634464752,1148,1096.5,4,4,"Chhattisgarh","Balodabazar","CHIEF JUDICIAL MAGISTRATE EST.",7228,4261,248,491.613471,4422.242812
18,23,6,392,1,1123,1123,1,1,"Chhattisgarh","Balodabazar","CHIEF JUDICIAL MAGISTRATE EST.",3418,2180,709.5,931.4697248,3418
18,24,2,3037,1.585900783,1499.666667,1588,3,3,"Chhattisgarh","Mungeli","CJM Mungeli",6440,4119,590,773.0803593,4060.783668
18,3,6,1968,0.9371428571,674.75,573.5,4,4,"Chhattisgarh","Raipur","Chief Judicial Megistrate Tilda",1310,785,171,276.1464968,1397.865854
18,4,2,1390,0.9978463747,1060.5,1060.5,2,2,"Chhattisgarh","Surguja","Judicial Magistrate  Court Surguja CG",14482,11754,706.5,890.5680619,14513.25612
19,1,3,3286,1,4684,4684,1,1,"Mizoram","Aizawl","Dst. Judge and Addl. Dst. Judges",1006,1004,219,409.3217131,1006
20,1,4,2726,0.9948905109,576.1666667,419,6,6,"Tripura","West Tripura","District and Sessions Judge Establishment,Agartala",7755,7704,291,458.2088525,7794.827586
20,2,6,1673,1,601,646.5,4,4,"Tripura","North Tripura","District And Sessions Judge",1928,1889,221,318.7861302,1928
20,5,2,8610,3.250283126,1022.083333,1024,12,12,"Tripura","Unakoti  Tripura","The District and Sessions Judge",1704,1697,183,324.6140247,524.2620209
20,6,2,2738,1.636580992,1050,979,4,4,"Tripura","Gomati District","District Court,Gomati Dist. Udaipur",3712,3707,460,519.9716752,2268.14317
20,9,1,4861,1.947516026,598.8461538,647,13,13,"Tripura","Sepahijala Tripura","District and Sessions Judge, Sepahijala, Sonamura",1333,1314,197,340.6065449,684.4616334
20,10,1,2182,1.071183112,607.3333333,653,6,6,"Tripura","Khowai Tripura","District and Sessions Judge Establishment, Khowai",976,956,222,318.8702929,911.1420715
20,1,8,7246,2.531795947,629.2666667,540,15,15,"Tripura","West Tripura","Chief Judicial Magistrate Establishment, Agartala",10123,9533,296,488.1873492,3998.347502
20,5,5,582,1.028268551,656.5,656.5,2,2,"Tripura","Unakoti  Tripura","Chief Judicial Magistrate",5102,5068,233,361.7202052,4961.738832
20,9,2,8057,2.451917225,683.3333333,659,15,15,"Tripura","Sepahijala Tripura","Chief Judicial Magistrate Establishment, Sonamora",2628,2623,774,961.4868471,1071.814323
20,10,2,3285,0.9996956786,669.3333333,577,6,6,"Tripura","Khowai Tripura","Chief Judicial Magistrate Establishment, Khowai",2620,2613,445,605.8817451,2620.797565
21,2,1,3649,3.996714129,821.625,807,8,8,"Meghalaya","West Garo Hills","District and Sessions Judge Tura",150,143,322,615.9370629,37.53083036
21,2,3,1614,1.200892857,781.6666667,1005,3,3,"Meghalaya","West Garo Hills","Chief Judicial Magistrate",2035,2003,60,198.5911133,1694.572491
22,1,1,16437,6.668154158,873.5652174,732,23,23,"Punjab","Ludhiana","District and Sessions Courts, Ludhiana",107005,105746,50,194.4085545,16047.1695
22,2,1,11055,4.486607143,865.2941176,954,17,17,"Punjab","Jalandhar","DISTRICT AND SESSIONS COURT JALANDHAR",79830,78322,66,188.1282143,17792.95522
22,3,1,5552,2.8751942,847.6,954,10,10,"Punjab","Rupnagar","District and Sessions Court, Rupnagar",24774,24415,87,222.8760598,8616.461455
22,4,1,5247,2.924749164,1062.857143,1130,7,7,"Punjab","Fatehgarh Sahib","District and Sessions Court, Fatehgarh Sahib",17332,17118,65,232.8437317,5925.978273
22,9,1,2356,0.9987282747,1029,995,3,3,"Punjab","Faridkot","District and Sessions Courts, Faridkot",19633,19437,76,210.7304111,19657.99958
22,11,1,10792,4.378093306,849.8235294,906,17,17,"Punjab","Kapurthala","District and Sessions Courts, Kapurthala",24717,24504,74,214.4247062,5645.608321
22,15,1,3187,0.9734270006,979.5,1194.5,4,4,"Punjab","SBS Nagar","DISTRICT and SESSIONS COURT SBS NAGAR",20067,19561,84,183.1643065,20614.79699
22,17,1,11176,4.204665162,872.4117647,748,17,17,"Punjab","Bathinda","District and Sessions Courts, Bathinda",37917,37464,53,223.7486654,9017.840551
22,18,3,6574,2.436619718,1136.555556,1071,9,9,"Punjab","Hoshiarpurr","DISTRICT AND SESSIONS COURT HOSHIARPUR",33200,32895,77,237.5031768,13625.43353
22,19,1,7322,3.657342657,844.3846154,748,13,13,"Punjab","Sangrur","District and Sessions Court, Sangrur",43421,41932,41,194.3837165,11872.28107
22,21,1,6141,2.741517857,1190.571429,996,7,7,"Punjab","Pathankot","DISTRICT AND SESSIONS COURTS, PATHANKOT",16585,16537,190,321.9100804,6049.568474
22,24,1,9940,4.740104912,906.3333333,954,15,15,"Punjab","Mohali","District and Sessions Courts, SAS Nagar",39560,38986,143,281.9354384,8345.806841
22,23,1,10104,4.510714286,1250.818182,1110,11,11,"Punjab","Tarn Taran","Sessions Court ,Tarn Taran",24033,23764,104,313.8347921,5327.980998
22,13,1,10765,4.5672465,721,733.5,20,20,"Punjab","Mansa","Sessions Courts Mansa",16668,16433,35,219.5352036,3649.463632
22,16,1,2002,0.999001996,683.25,672.5,4,4,"Punjab","Barnala","District & Sessions Court, Barnala",15688,15441,91,235.3247199,15703.67233
22,5,1,13336,5.854258121,886.1,999.5,20,20,"Punjab","Patiala","Sessions Court Patiala",58509,58019,63,195.5789827,9994.263797
22,6,1,9468,4.724550898,771.9411765,954,17,17,"Punjab","Ferozepur","Sessions Courts Complex, Ferozepur",32360,31870,56,169.0868528,6849.328264
22,8,1,9351,3.996153846,819.7857143,732,14,14,"Punjab","Amritsar","Sessions Court, Amritsar",72739,71793,70,197.8506958,18202.25217
22,10,1,4109,1.759743041,619,521,9,9,"Punjab","Gurdaspur","Sessions Court Gurdaspur",30063,29769,126,282.4345796,17083.74422
22,12,1,6500,2.252252252,995.25,954,8,8,"Punjab","Moga","Sessions Court Moga",29843,29606,66,221.7410998,13250.292
22,14,1,10877,4.610852056,854.8235294,954,17,17,"Punjab","Sri Muktsar Sahib","Sessions Court, Muktsar",18486,18232,41.5,203.5614305,4009.23729
22,3,9,1941,0.9994850669,890.6666667,572,3,3,"Punjab","Rupnagar","Chief Judicial Magistrate, Rupnagar",12236,8961,245,446.4830934,12242.30397
22,15,4,7008,2.481586402,836.4545455,754,11,11,"Punjab","SBS Nagar","CHIEF JUDICIAL MAGISTRATE SBS NAGAR",11087,7829,138,344.5092604,4467.706621
22,15,5,4480,1.998215879,990.3333333,974,6,6,"Punjab","SBS Nagar","Chief Judicial Magistarte",1932,1676,246,441.8263723,966.8625
22,18,6,1931,0.9948480165,887.3333333,984,3,3,"Punjab","Hoshiarpurr","CHIEF JUDICIAL MAGISTRATE HOSHIARPUR",13597,12758,478,687.0496159,13667.41429
22,18,8,3856,1.996892802,531.8,379,10,10,"Punjab","Hoshiarpurr","CHIEF JUDICIAL MAGISTRATE GARHSHANKAR",2344,2115,199,333.8562648,1173.823651
23,1,1,3849,2.81978022,861.8571429,722,7,7,"Madhya Pradesh","Jabalpur","DISTRICT AND SESSIONS COURT JABALPUR MP",113089,78762,246,555.6732561,40105.60795
23,2,1,3159,1.504285714,770.1666667,842,6,6,"Madhya Pradesh","Narsinghpur","DISTRICT AND SESSIONS COURT NARSINGHPUR",32951,20320,274,452.2136319,21904.74834
23,3,1,10060,3.713547434,683.3157895,722,19,19,"Madhya Pradesh","Hoshangabad","DISTRICT AND SESSION COURT HOSHANGABAD MP",15299,11374,235,447.7380869,4119.780417
23,4,1,3089,0.9951675258,955,988,4,4,"Madhya Pradesh","Harda","DISTRICT AND SESSIONS COURT HARDA MP",18784,12906,190,397.1569812,18875.21399
23,5,1,3434,1.635238095,694,801,6,6,"Madhya Pradesh","Umaria","DISTRICT AND SESSIONS COURT UMARIA",11481,6821,263,523.5381909,7020.995923
23,6,1,1612,0.9926108374,585.75,399,4,4,"Madhya Pradesh","Dindori","DISTRICT AND SESSIONS COURT DINDORI",16100,10943,343,521.215663,16219.85112
23,7,1,6279,2.45657277,770.1818182,789,11,11,"Madhya Pradesh","Panna","DISTRICT AND SESSIONS COURT PANNA MP",19107,11439,273,435.3365679,7777.909221
23,8,1,3234,1.545150502,586.875,643.5,8,8,"Madhya Pradesh","Alirajpur","DISTRICT AND SESSIONS COURT ALIRAJPUR MP",9004,5423,156,319.3171676,5827.264069
23,9,1,4014,2.313544669,620.7,805,10,10,"Madhya Pradesh","Jhabua","DISTRICT AND SESSIONS COURT JHABUA MP",12804,8723,306,475.3434598,5534.364723
23,10,1,5799,2.761428571,726.5454545,726,11,11,"Madhya Pradesh","Khandwa","DISTRICT AND SESSIONS COURT KHANDWA MP",56860,42790,217,365.0671652,20590.79152
23,11,1,9486,3.823458283,886.4285714,1043,14,14,"Madhya Pradesh","Shahdol","DISTRICT AND SESSIONS COURT SHAHDOL MP",22238,15856,269,467.547616,5816.200506
23,12,1,3731,1.254961319,637,682,7,7,"Madhya Pradesh","Sheopur","DISTRICT AND SESSIONS COURT SHEOPUR MP",15839,11408,464.5,669.7004734,12621.10614
23,13,1,6052,1.942857143,1177.857143,1277,7,7,"Madhya Pradesh","Datia","DISTRICT AND SESSIONS COURT DATIA MP",27637,21848,176,395.142576,14224.92647
23,14,1,13560,5.305164319,1098.933333,801,15,15,"Madhya Pradesh","Rajgarh","DISTRICT AND SESSIONS COURT RAJGARH MP",13650,9822,427,617.4108125,2572.964602
23,15,1,8902,3.608431293,784.8125,765.5,16,16,"Madhya Pradesh","Morena","DISTRICT AND SESSIONS COURT MORENA MP",42303,33041,268,524.6719833,11723.37688
23,16,1,10596,4.295095257,936.375,975,16,16,"Madhya Pradesh","Mandleshwar","DISTRICT AND SESSIONS COURT MANDLESHWAR MP",13313,10899,257,522.5020644,3099.582012
23,17,1,7423,2.415554832,874.1818182,743,11,11,"Madhya Pradesh","Neemuch","DISTRICT AND SESSIONS COURT NEEMUCH MP",17679,12591,366,663.9917401,7318.815439
23,18,1,10446,4.28817734,891.3333333,996,15,15,"Madhya Pradesh","Barwani","DISTRICT AND SESSIONS COURT BARWANI MP",17854,13608,223,414.9829512,4163.540494
23,19,1,9346,3.349820789,1000.076923,1004,13,13,"Madhya Pradesh","Shajapur","DISTRICT AND SESSIONS COURT SHAJAPUR MP",17472,13424,298,625.6086114,5215.801412
23,20,1,13858,4.754030875,839.1,941,20,20,"Madhya Pradesh","Chhindwara","DISTRICT AND SESSIONS COURT CHHINDWARA MP",46923,30372,205,399.6612999,9870.150455
23,21,1,10262,3.603230337,1014.307692,1095,13,13,"Madhya Pradesh","Sidhi","DISTRICT AND SESSIONS COURT SIDHI MP",20194,17752,628,840.805881,5604.415514
23,22,1,6298,2.46400626,848,766,10,10,"Madhya Pradesh","Anuppur","DISTRICT AND SESSIONS COURT ANUPPUR MP",13113,10705,371,548.8416628,5321.820896
23,23,1,11674,3.744066709,815.7058824,766,17,17,"Madhya Pradesh","Shivpuri","DISTRICT AND SESSIONS COURT SHIVPURI MP",29642,23164,268,478.2594543,7917.059791
23,24,1,14098,5.515649452,1155.25,1020,16,16,"Madhya Pradesh","Raisen","DISTRICT AND SESSIONS COURT RAISEN MP",16984,14135,358,572.4741422,3079.238474
23,25,1,9759,3.818075117,1117.833333,1236,12,12,"Madhya Pradesh","Sehore","DISTRICT AND SESSIONS COURT SEHORE MP",18753,14541,302,529.9737982,4911.637258
23,26,1,12235,3.92776886,1444.545455,960,11,11,"Madhya Pradesh","Balaghat","DISTRICT AND SESSIONS COURT BALAGHAT MP",30131,20947,335,523.2561703,7671.276257
23,27,1,8426,3.097794118,706.2857143,756,14,14,"Madhya Pradesh","Damoh","DISTRICT AND SESSIONS COURT DAMOH MP",32611,24675,367,658.9881662,10527.16829
23,28,1,7434,3.591304348,796.7692308,879,13,13,"Madhya Pradesh","Vidisha","DISTRICT AND SESSIONS COURT VIDISHA MP",20335,15008,226,477.240605,5662.288136
23,29,1,10247,3.597963483,627.047619,681,21,21,"Madhya Pradesh","Bhind","DISTRICT AND SESSIONS COURT BHIND MP",21416,18489,198,410.7308129,5952.256075
23,30,1,6963,3.315714286,760.5384615,742,13,13,"Madhya Pradesh","Guna","DISTRICT AND SESSIONS COURT GUNA MP",20903,16734,305,502.0160751,6304.222318
23,31,1,4005,1.566901408,1093.4,744,5,5,"Madhya Pradesh","Singrauli","DISTRICT AND SESSIONS COURT SINGRAULI MP",18086,11009,826,966.2520665,11542.52584
23,32,1,13293,4.759398496,1040.705882,990,17,17,"Madhya Pradesh","Satna","DISTRICT AND SESSIONS COURT SATNA MP",29914,23377,452,666.487231,6285.248025
23,33,1,4562,1.601825843,669.3333333,555,9,9,"Madhya Pradesh","Seoni","DISTRICT AND SESSIONS COURT SEONI MP",28434,13870,427,674.3118241,17750.99342
23,34,1,3664,1.486409736,732.5,778.5,6,6,"Madhya Pradesh","Katni","DISTRICT AND SESSIONS COURT KATNI MP",68436,40046,268,524.9631424,46041.14083
23,35,1,8559,3.159468439,883.3076923,836,13,13,"Madhya Pradesh","Mandsaur","DISTRICT AND SESSIONS COURT MANDSAUR MP",29354,23185,452,656.9961182,9290.803365
23,36,1,8251,2.833447802,1044.4,1103,10,10,"Madhya Pradesh","Tikamgarh","DISTRICT AND SESSIONS COURT TIKAMGARH MP",39282,32032,264,443.4280719,13863.67519
23,37,1,6706,2.9169204,889.9,971.5,10,10,"Madhya Pradesh","Betul","DISTRICT AND SESSIONS COURT BETUL MP",31749,19395,418,608.4785254,10884.42455
23,38,1,14554,4.67223114,1011.611111,996.5,18,18,"Madhya Pradesh","Dhar","DISTRICT AND SESSIONS COURT DHAR MP",25440,17719,359,554.6770698,5444.9361
23,39,1,7168,2.875250702,676.4375,651.5,16,16,"Madhya Pradesh","Chhatarpur","DISTRICT AND SESSIONS COURT CHHATARPUR MP",19563,16306,330,549.0411505,6803.928432
23,40,1,9867,3.860328638,983.9230769,1003,13,13,"Madhya Pradesh","Dewas","DISTRICT AND SESSIONS COURT DEWAS MP",45041,32796,319,571.6970972,11667.65947
23,41,1,11483,3.592928661,1029.071429,905,14,14,"Madhya Pradesh","Mandla","DISTRICT AND SESSIONS COURT MANDLA MP",25276,17851,220,379.7036581,7034.929548
23,42,1,4771,1.930797248,692.4444444,681,9,9,"Madhya Pradesh","Ratlam","DISTRICT AND SESSIONS COURT RATLAM MP",28524,21370,256,555.3409453,14773.17208
23,43,1,12609,4.316672372,739.2727273,736,22,22,"Madhya Pradesh","Sagar","DISTRICT AND SESSIONS COURT SAGAR MP",89526,70570,176,401.649497,20739.58649
23,44,1,6750,2.153110048,821.2,855,10,10,"Madhya Pradesh","Gwalior","DISTRICT AND SESSIONS COURT GWALIOR MP",97481,72224,153,453.1550316,45274.50889
23,45,1,7995,4.380821918,779.7142857,768.5,14,14,"Madhya Pradesh","Ujjain","DISTRICT AND SESSIONS COURT UJJAIN MP",76942,61118,365,617.1081514,17563.37086
23,46,1,8458,3.023954237,931.6923077,1040,13,13,"Madhya Pradesh","Rewa","DISTRICT AND SESSIONS COURT REWA MP",42428,33636,593,834.4409561,14030.63561
23,47,1,10585,4.141236307,1186.666667,1048,12,12,"Madhya Pradesh","Indore","DISTRICT AND SESSIONS COURT INDORE",318572,240275,276,500.9985059,76926.78621
23,48,1,4246,2.407029478,634.2222222,509,9,9,"Madhya Pradesh","Ashoknagr","DISTRICT AND SESSIONS COURT ASHOKNAGAR MP",10172,8001,770,945.920385,4225.955723
23,49,1,2551,0.9984344423,1094,761,3,3,"Madhya Pradesh","Burhanpur","DISTRICT AND SESSIONS COURT BURHANPUR MP",25621,19447,347,508.1783823,25661.17405
23,50,1,3620,2.479452055,830.4285714,761,7,7,"Madhya Pradesh","Bhopal","DISTRICT AND SESSIONS COURT BHOPAL",252512,181244,253,453.0638697,101841.8564
24,1,2,5107,1.998043818,656.9,521,10,10,"Sikkim","Namchi","ESTABLISHMENT OF DISTRICT AND SESSIONS JUDGE (S)",2677,2611,34,126.0352355,1339.810456
24,3,4,782,1,377.5,354.5,4,4,"Sikkim","Gyalshing","ESTABLISHMENT OF DISTRICT AND SESSIONS JUDGE, WEST",1188,1113,42,91.75022462,1188
24,4,2,1915,1,529.2,557,5,5,"Sikkim","Gangtok","District and  Sessions Court",5868,5410,17,100.636414,5868
24,2,3,1915,1,1323,1323,2,2,"Sikkim","Mangan","CHIEF JUDICIAL MAGISTRATE",473,371,32,185.4690027,473
24,4,5,4068,2,1382.5,1382.5,4,4,"Sikkim","Gangtok","Chief Judicial Magistrate",5778,4972,42,169.4941673,2889
25,1,1,2511,1.263078471,662.1666667,571.5,6,6,"Manipur","Imphal East","Court of District and Session, Imphal East",2963,2488,74,161.233119,2345.855834
25,2,1,4657,2.410455487,689.1818182,848,11,11,"Manipur","Imphal West","Court of District and  Session Judge, Imphal West",3217,2400,71,140.9429167,1334.602534
25,6,1,1515,0.9986816084,748.6666667,282,3,3,"Manipur","Churachandpur","District and Sessions Judge, Churachandpur",1365,612,66,178.0130719,1366.80198
25,3,1,3831,1.982919255,882.1666667,942.5,6,6,"Manipur","Bishnupur","Court of District and Session,Bishnupur",1405,1092,71,161.9294872,708.5512921
25,4,1,3918,1.968844221,597.7777778,658,9,9,"Manipur","Thoubal","Court of District and Sessions Judge, Thoubal",2435,1897,69,149.6204533,1236.766207
25,5,1,3710,1.951604419,574.6666667,522,9,9,"Manipur","Senapati","Court of District and Sessions, Senapati",518,363,88,229.2286501,265.4226415
25,1,6,2266,1,749.25,814,4,4,"Manipur","Imphal East","Court of CJM cum JMFC, Imphal East",9180,4503,36,127.1607817,9180
25,9,1,1873,1,868,827,3,3,"Manipur","Tamenglong","Court Of CJM cum CJSD Tamenglong",955,606,72,196.69967,955
26,1,1,529,1,1260,1260,1,1,"Delhi","North East","District and Sessions Judge, North-East, KKD",22318,21910,83,232.5570972,22318
26,3,1,1861,1.291464261,1107.666667,1151,3,3,"Delhi","East","District and Sessions Judge, East, KKD",24969,22727,92,261.7212567,19333.86835
26,7,1,2038,1.414295628,875,817.5,4,4,"Delhi","New Delhi","District and Sessions Judge, New Delhi, PHC",32900,32164,61,143.97634,23262.4632
26,8,1,1323,1,2054,2054,1,1,"Delhi","Central","District and Sessions Judge, Central, THC",52566,49670,157,315.9424602,52566
26,10,1,747,1,739,739,2,2,"Delhi","South","District and Sessions Judge, South, Saket",17272,17209,139,337.9033064,17272
26,1,2,420,1,575,575,2,2,"Delhi","North East","Chief Metropolitan Magistrate, North-East, KKD",16619,16067,407,581.0618659,16619
26,3,2,1339,0.9985085757,690,728,3,3,"Delhi","East","Chief Metropolitan Magistrate, East, KKD",24498,23003,436,630.9365735,24534.59149
26,7,2,1316,0.9820895522,682.3333333,687,3,3,"Delhi","New Delhi","Chief Metropolitan Magistrate, New Delhi, PHC",35985,34547,553,684.1836918,36641.2614
26,8,2,1171,1,951,951,2,2,"Delhi","Central","Chief Metropolitan Magistrate, Central, THC",72056,69901,281,498.0201857,72056
26,11,2,1361,1.244058501,470.3333333,493,6,6,"Delhi","South East","Chief Metropolitan Magistrate, South-East, Saket",68454,63435,217,437.9198707,55024.74357
27,1,1,2246,0.9995549622,1488.5,1488.5,2,2,"Chandigarh","Chandigarh","DISTRICT AND SESSIONS COURT CHANDIGARH",48715,48191,99,230.0568986,48736.68967
27,1,3,2615,0.9992357661,1115.333333,1119,3,3,"Chandigarh","Chandigarh","CHIEF JUDICIAL MAGISTRATE CHANDIGARH",79478,72625,351,424.9971773,79538.78623
29,1,1,51439,15.65398661,533.4793388,377,121,121,"Telangana","Adilabad","District and Sessions Courts, Adilabad",16325,16092,21,274.938168,1042.865336
29,3,1,42946,14.70249914,517.9252336,390,107,107,"Telangana","Karimnagar","Prl. District and Sessions Court",10566,10565,585,712.7209655,718.6533321
29,4,1,28572,8.695069994,492.0641026,414,78,78,"Telangana","Khammam","Prl  District and Sessions Judge, Khammam",16388,16289,329,458.0489901,1884.746185
29,5,1,51142,16.83410138,421.9551282,290,156,156,"Telangana","Mahabubnagar","Prl.District Court, Mahabubnagar",11451,11442,214.5,378.4118161,680.2263893
29,6,1,33706,10.6428797,629.1690141,606,71,71,"Telangana","Medak","Prl Dist and Sessions Court  Medak at Sangareddy",6414,6380,466,589.104232,602.656441
29,9,1,20211,6.395886076,572.0232558,418,43,43,"Telangana","Rangareddy","Prl.District and Sessions Court",31323,31157,278,482.1518439,4897.36678
29,10,1,37648,11.89134555,530.5053763,358,93,93,"Telangana","Warangal","District Courts, Warangal District",14327,14281,341,500.0633709,1204.825807
29,7,1,37726,11.48082775,569.1022727,476.5,88,88,"Telangana","Nalgonda","PDJ COURT NALGONDA",8559,8554,540,677.6739537,745.5037375
29,8,2,6059,1.843883141,517.2,513,15,15,"Telangana","Nizamabad","VII Addl Dist Sessions Court Bodhan",691,690,337,499.0724638,374.7525994
29,10,8,6075,1.848752282,428.3157895,327,19,19,"Telangana","Warangal","VI Addl District and Session Judge Mahabubabad",894,894,670,800.6856823,483.5693827
29,7,4,4067,1.317033679,599.625,563,8,8,"Telangana","Nalgonda","VIII ADJ COURT MIRYALAGUDA",1449,1449,458,619.8122843,1100.199656
29,2,3,19055,5.798843579,366.3521127,86,71,71,"Telangana","Hyderabad","Chief Metropolitan Magistrate",103723,102961,276,485.7766727,17886.84219
29,2,18,6703,2.101912825,259.9189189,76,37,37,"Telangana","Hyderabad","V ADDL. CMM",376,376,318,401.6728723,178.8846785
30,1,1,22659,6.895617772,704.119403,732,67,67,"Goa","North Goa","DISTRICT AND SESSIONS COURT PANAJI",14112,13962,150,307.0005014,2046.517146
30,2,1,14393,4.380097383,636.7741935,727,31,31,"Goa","South Goa","DISTRICT AND SESSIONS COURT MARGAO",10234,10160,166,309.4676181,2336.477732
