,state_code,dist_code,court_no,total_judge_days,avg_judge_count,mean_tenure_days,median_tenure_days,num_judges,num_valid_entries
0,1.0,1.0,3.0,9900.0,3.0136986301369864,758.2777777777778,437.0,18.0,18.0
1,1.0,1.0,7.0,1330.0,0.4048706240487062,443.3333333333333,401.0,3.0,3.0
2,1.0,2.0,1.0,17992.0,5.477016742770167,493.5740740740741,299.5,54.0,54.0
3,1.0,3.0,2.0,1582.0,0.4815829528158295,1582.0,1582.0,1.0,1.0
4,1.0,4.0,1.0,35359.0,10.763774733637748,505.10434782608695,379.0,115.0,115.0
5,1.0,4.0,9.0,1040.0,0.3165905631659056,243.66666666666666,177.0,9.0,9.0
6,1.0,4.0,14.0,3184.0,0.9692541856925418,249.07692307692307,219.0,13.0,13.0
7,1.0,5.0,1.0,25837.0,7.865144596651446,639.1698113207547,545.0,53.0,53.0
8,1.0,5.0,5.0,2665.0,0.8112633181126332,295.0,230.5,12.0,12.0
9,1.0,7.0,1.0,10804.0,3.2888888888888888,673.5652173913044,754.0,23.0,23.0
10,1.0,8.0,1.0,30322.0,9.230441400304414,536.0759493670886,365.0,79.0,79.0
11,1.0,9.0,1.0,47872.0,14.572907153729071,388.2415730337079,213.0,178.0,178.0
12,1.0,10.0,1.0,26564.0,8.086453576864535,1096.40625,861.0,32.0,32.0
13,1.0,11.0,3.0,2446.0,0.7445966514459665,635.4,364.0,5.0,5.0
14,1.0,12.0,1.0,24644.0,7.5019786910197865,704.1702127659574,732.0,47.0,47.0
15,1.0,13.0,1.0,33531.0,10.207305936073059,805.3833333333333,830.0,60.0,60.0
16,1.0,13.0,13.0,4923.0,1.4986301369863013,495.61538461538464,362.0,13.0,13.0
17,1.0,14.0,1.0,41524.0,12.64048706240487,616.5,595.0,112.0,112.0
18,1.0,14.0,6.0,5375.0,1.6362252663622527,381.625,338.0,16.0,16.0
19,1.0,14.0,12.0,2420.0,0.7366818873668188,776.4,752.0,5.0,5.0
20,1.0,14.0,17.0,2036.0,0.6197869101978691,251.8181818181818,173.0,11.0,11.0
21,1.0,15.0,2.0,8076.0,2.4584474885844747,577.1428571428571,392.0,21.0,21.0
22,1.0,15.0,16.0,3274.0,0.9966514459665144,469.0,322.0,11.0,11.0
23,1.0,15.0,23.0,2014.0,0.613089802130898,549.0,710.0,5.0,5.0
24,1.0,17.0,1.0,42905.0,13.060882800608828,770.560975609756,724.5,82.0,82.0
25,1.0,17.0,4.0,22449.0,6.8337899543379,474.90909090909093,320.0,77.0,77.0
26,1.0,17.0,7.0,7532.0,2.2928462709284627,361.8157894736842,250.0,38.0,38.0
27,1.0,17.0,10.0,581.0,0.17686453576864536,193.66666666666666,218.0,3.0,3.0
28,1.0,18.0,1.0,25203.0,7.672146118721461,860.3658536585366,736.0,41.0,41.0
29,1.0,19.0,4.0,16984.0,5.170167427701674,399.271186440678,223.0,59.0,59.0
30,1.0,20.0,1.0,56965.0,17.34094368340944,585.3795620437957,380.0,137.0,137.0
31,1.0,20.0,7.0,7603.0,2.3144596651445966,300.77142857142854,188.0,35.0,35.0
32,1.0,20.0,9.0,2324.0,0.7074581430745814,207.47619047619048,56.0,21.0,21.0
33,1.0,21.0,1.0,53905.0,16.409436834094368,554.3046875,380.0,128.0,128.0
34,1.0,21.0,23.0,2791.0,0.8496194824961948,442.14285714285717,162.0,14.0,14.0
35,1.0,21.0,25.0,3194.0,0.9722983257229832,259.8888888888889,68.5,18.0,18.0
36,1.0,21.0,28.0,3308.0,1.0070015220700153,310.6923076923077,217.0,13.0,13.0
37,1.0,24.0,1.0,28819.0,8.772907153729072,816.8958333333334,744.0,48.0,48.0
38,1.0,24.0,14.0,1001.0,0.30471841704718416,866.0,866.0,2.0,2.0
39,1.0,25.0,1.0,50321.0,15.31841704718417,639.1981132075472,359.5,106.0,106.0
40,1.0,25.0,4.0,15474.0,4.710502283105023,781.375,774.5,32.0,32.0
41,1.0,26.0,1.0,46093.0,14.031354642313547,544.2452830188679,378.0,106.0,106.0
42,1.0,26.0,9.0,5761.0,1.7537290715372906,278.5,75.0,34.0,34.0
43,1.0,26.0,20.0,519.0,0.15799086757990868,217.16666666666666,123.0,6.0,6.0
44,1.0,27.0,1.0,38825.0,11.818873668188736,664.5352112676056,607.0,71.0,71.0
45,1.0,27.0,9.0,6110.0,1.8599695585996956,312.81481481481484,108.0,27.0,27.0
46,1.0,27.0,13.0,4162.0,1.2669710806697108,296.0,214.0,19.0,19.0
47,1.0,28.0,1.0,39522.0,12.031050228310502,636.1176470588235,547.0,85.0,85.0
48,1.0,28.0,11.0,4858.0,1.4788432267884322,307.15,122.5,20.0,20.0
49,1.0,28.0,12.0,4935.0,1.5022831050228311,332.3125,63.0,16.0,16.0
50,1.0,28.0,13.0,1925.0,0.5859969558599696,385.0,31.0,5.0,5.0
51,1.0,29.0,1.0,34879.0,10.61765601217656,584.2133333333334,600.0,75.0,75.0
52,1.0,29.0,6.0,6244.0,1.9007610350076103,419.06666666666666,265.0,15.0,15.0
53,1.0,29.0,15.0,2045.0,0.6225266362252664,308.44444444444446,210.0,9.0,9.0
54,1.0,30.0,1.0,44307.0,13.487671232876712,625.9387755102041,644.0,98.0,98.0
55,1.0,30.0,12.0,10313.0,3.1394216133942163,482.64516129032256,244.0,31.0,31.0
56,1.0,30.0,17.0,3650.0,1.1111111111111112,369.2142857142857,251.5,14.0,14.0
57,1.0,31.0,1.0,47231.0,14.377777777777778,820.3734939759037,473.0,83.0,83.0
58,1.0,31.0,7.0,9530.0,2.9010654490106544,522.1428571428571,180.0,28.0,28.0
59,1.0,31.0,17.0,5415.0,1.6484018264840183,292.75,91.0,24.0,24.0
60,1.0,32.0,1.0,32879.0,10.00882800608828,514.6666666666666,448.0,99.0,99.0
61,1.0,32.0,8.0,4751.0,1.4462709284627093,421.6,178.0,15.0,15.0
62,1.0,33.0,1.0,26113.0,7.9491628614916285,779.1052631578947,825.0,57.0,57.0
63,1.0,34.0,1.0,39170.0,11.923896499238966,682.9880952380952,480.0,84.0,84.0
64,1.0,34.0,7.0,9931.0,3.0231354642313546,445.2758620689655,122.0,29.0,29.0
65,1.0,34.0,11.0,3118.0,0.9491628614916287,760.1428571428571,724.0,7.0,7.0
66,1.0,34.0,12.0,4610.0,1.4033485540334856,734.2857142857143,717.0,7.0,7.0
67,1.0,36.0,1.0,17341.0,5.278843226788433,492.6530612244898,308.0,49.0,49.0
68,2.0,2.0,1.0,55975.0,17.039573820395738,614.9826086956522,562.0,115.0,115.0
69,2.0,3.0,1.0,56391.0,17.1662100456621,659.0272727272727,670.0,110.0,110.0
70,2.0,3.0,5.0,7631.0,2.322983257229833,517.0526315789474,514.0,19.0,19.0
71,2.0,4.0,1.0,69383.0,21.121156773211567,504.7413793103448,357.5,174.0,174.0
72,2.0,4.0,3.0,19967.0,6.078234398782344,605.8181818181819,240.5,44.0,44.0
73,2.0,4.0,6.0,6800.0,2.070015220700152,884.0,1007.0,11.0,11.0
74,2.0,5.0,1.0,91138.0,27.743683409436834,574.6479591836735,416.0,196.0,196.0
75,2.0,5.0,17.0,3163.0,0.9628614916286149,1947.0,1947.0,2.0,2.0
76,2.0,5.0,23.0,1119.0,0.3406392694063927,1727.0,1727.0,1.0,1.0
77,2.0,7.0,1.0,42029.0,12.794216133942161,515.4174757281553,368.0,103.0,103.0
78,2.0,10.0,1.0,52401.0,15.95159817351598,389.8474576271187,142.0,177.0,177.0
79,2.0,11.0,1.0,56063.0,17.066362252663623,637.9459459459459,469.0,111.0,111.0
80,2.0,11.0,6.0,6342.0,1.930593607305936,654.4166666666666,727.5,12.0,12.0
81,2.0,15.0,1.0,35981.0,10.953120243531203,647.3823529411765,699.0,68.0,68.0
82,2.0,17.0,1.0,44421.0,13.522374429223744,358.5806451612903,145.0,155.0,155.0
83,2.0,19.0,1.0,37872.0,11.528767123287672,541.8817204301075,330.0,93.0,93.0
84,2.0,20.0,1.0,59032.0,17.970167427701675,436.1731843575419,275.0,179.0,179.0
85,2.0,20.0,6.0,10571.0,3.217960426179604,793.8235294117648,507.0,17.0,17.0
86,2.0,21.0,1.0,32326.0,9.84048706240487,427.126213592233,151.0,103.0,103.0
87,2.0,23.0,1.0,57447.0,17.487671232876714,603.936,485.0,125.0,125.0
88,3.0,1.0,1.0,678.0,0.20639269406392693,704.5,704.5,2.0,2.0
89,3.0,3.0,1.0,229.0,0.06971080669710807,10.454545454545455,10.0,22.0,22.0
90,3.0,4.0,1.0,1954.0,0.5948249619482496,537.0,367.0,5.0,5.0
91,3.0,9.0,1.0,3177.0,0.9671232876712329,671.25,638.0,8.0,8.0
92,3.0,10.0,1.0,166.0,0.050532724505327246,8.3,8.5,20.0,20.0
93,3.0,11.0,1.0,944.0,0.28736681887366816,418.75,102.0,4.0,4.0
