,year,state_code,dist_code,court_no,total_judge_count,median_tenure,mean_tenure,weighted_mean_tenure,avg_daily_judge_count
356,2010,1,27,9,1,1402.0,1402.0,1402.0,1.0
357,2011,1,27,9,2,1135.0,1135.0,1208.1570680628274,1.56986301369863
358,2012,1,27,9,2,1135.0,1135.0,1135.0,2.0
359,2013,1,27,9,4,915.5,865.5,949.1059602649008,1.654794520547945
360,2014,1,27,9,4,299.5,408.25,608.400826446281,1.989041095890411
361,2015,1,27,9,3,370.0,538.6666666666666,652.1373626373627,1.9945205479452055
362,2016,1,27,9,9,108.0,278.8888888888889,354.7853185595568,1.978082191780822
363,2017,1,27,9,5,102.0,234.0,455.4181034482758,1.9068493150684933
364,2018,1,27,9,11,195.0,321.0,407.0417972831766,2.621917808219178
365,2013,1,27,13,2,435.0,435.0,435.0,1.1178082191780823
366,2014,1,27,13,4,402.5,402.5,411.1845730027548,1.989041095890411
367,2015,1,27,13,4,326.5,326.5,339.56198347107437,1.989041095890411
368,2016,1,27,13,11,108.0,160.9090909090909,171.95947556615025,2.298630136986301
369,2017,1,27,13,3,214.0,317.0,371.880658436214,1.9972602739726026
370,2018,1,27,13,5,534.0,555.6,726.9503448275862,1.9863013698630136
371,2010,1,28,1,9,1325.0,1205.5555555555557,1229.9536042944785,7.145205479452055
372,2011,1,28,1,14,1104.0,1098.642857142857,1247.9308783579836,9.076712328767123
373,2012,1,28,1,15,1038.0,953.9333333333333,1108.5956782713085,11.410958904109588
374,2013,1,28,1,15,825.0,937.2666666666667,1057.9377624104718,11.093150684931507
375,2014,1,28,1,24,724.5,821.2083333333334,885.3180283592166,12.172602739726027
376,2015,1,28,1,24,596.5,673.0833333333334,759.478824388463,15.008219178082193
377,2016,1,28,1,28,501.0,623.1785714285714,791.3990046336023,15.964383561643835
378,2017,1,28,1,29,496.0,651.4137931034483,827.4268179282128,14.731506849315068
379,2018,1,28,1,22,927.5,816.9090909090909,1014.918610185626,11.512328767123288
380,2010,1,28,11,2,940.0,940.0,1673.5209302325582,0.589041095890411
381,2011,1,28,11,2,1232.0,1232.0,1416.6379928315412,1.5287671232876714
382,2012,1,28,11,2,1232.0,1232.0,1232.0,2.0
383,2013,1,28,11,2,1232.0,1232.0,1631.3333333333333,1.2
384,2014,1,28,11,3,55.0,637.3333333333334,1506.7623318385652,1.221917808219178
385,2015,1,28,11,5,59.0,470.0,954.8429319371728,1.0465753424657533
386,2016,1,28,11,5,298.0,289.4,336.86942675159236,2.580821917808219
387,2017,1,28,11,7,210.0,195.14285714285714,255.63049095607238,2.1205479452054794
388,2018,1,28,11,3,284.0,435.0,618.2032967032967,0.9972602739726026
389,2010,1,28,12,2,2094.0,2094.0,2172.926916221034,1.536986301369863
390,2011,1,28,12,2,2094.0,2094.0,2094.0,2.0
391,2012,1,28,12,2,2094.0,2094.0,2094.0,2.0
392,2013,1,28,12,2,2094.0,2094.0,2094.0,2.0
393,2014,1,28,12,2,2094.0,2094.0,2094.0,2.0
394,2015,1,28,12,5,98.0,871.8,1380.6267748478704,1.3506849315068492
395,2016,1,28,12,4,136.5,143.75,257.1094224924012,0.9013698630136986
396,2017,1,28,12,9,68.0,102.88888888888889,152.17224880382776,1.7178082191780821
397,2010,1,28,13,1,1831.0,1831.0,1831.0,0.536986301369863
398,2011,1,28,13,1,1831.0,1831.0,1831.0,1.0
399,2012,1,28,13,1,1831.0,1831.0,1831.0,1.0
400,2013,1,28,13,1,1831.0,1831.0,1831.0,1.0
401,2014,1,28,13,1,1831.0,1831.0,1831.0,1.0
402,2015,1,28,13,4,33.5,479.5,1228.5384615384614,0.7123287671232876
403,2017,1,28,13,1,7.0,7.0,7.0,0.019178082191780823
404,2010,1,29,1,11,728.0,696.9090909090909,748.4631320224719,7.802739726027398
405,2011,1,29,1,13,840.0,868.0,820.5361635220124,8.712328767123289
406,2012,1,29,1,14,784.0,829.9285714285714,893.2774656679151,8.778082191780822
407,2013,1,29,1,11,925.0,872.0,945.2983301220297,8.531506849315068
408,2014,1,29,1,18,706.5,710.3888888888889,838.8053624627606,11.035616438356165
409,2015,1,29,1,27,641.0,645.8888888888889,757.2187044365755,13.153424657534249
410,2016,1,29,1,23,708.0,747.1739130434783,871.0622697126013,14.871232876712329
411,2017,1,29,1,21,708.0,723.0,891.7962655601661,13.205479452054794
412,2018,1,29,1,22,873.0,758.0909090909091,937.4882422104646,9.320547945205478
413,2010,1,29,6,2,388.5,388.5,407.44921875,0.7013698630136986
414,2011,1,29,6,2,875.0,875.0,815.542757417103,1.56986301369863
415,2012,1,29,6,3,1023.0,924.3333333333334,979.5836791147995,1.9808219178082191
416,2013,1,29,6,2,1057.5,1057.5,1057.5,2.0
417,2014,1,29,6,3,1092.0,1108.6666666666667,1108.7499999999998,2.323287671232877
418,2015,1,29,6,3,1023.0,987.3333333333334,1034.8939393939393,1.808219178082192
419,2016,1,29,6,3,728.0,734.6666666666666,872.9018912529551,2.317808219178082
420,2017,1,29,6,7,301.0,411.7142857142857,503.012658227848,2.3808219178082193
421,2018,1,29,6,6,215.0,185.66666666666666,235.91758241758242,1.9945205479452055
422,2011,1,29,15,1,306.0,306.0,306.0,0.32602739726027397
423,2012,1,29,15,3,306.0,408.0,644.3626943005181,1.5863013698630137
424,2013,1,29,15,1,882.0,882.0,882.0,1.0
425,2014,1,29,15,4,236.0,340.75,472.47010309278346,1.3287671232876712
426,2015,1,29,15,1,367.0,367.0,367.0,0.42191780821917807
427,2017,1,29,15,2,124.5,124.5,183.10887096774192,0.6794520547945205
428,2018,1,29,15,2,516.0,516.0,822.0,0.2493150684931507
429,2010,1,30,1,9,1099.0,1298.0,1353.2779240315908,7.284931506849315
430,2011,1,30,1,13,1084.0,1157.4615384615386,1220.6469261139314,9.715068493150685
431,2012,1,30,1,15,977.0,969.7333333333333,1129.8070599613154,11.331506849315067
432,2013,1,30,1,22,858.5,843.6818181818181,980.7399714925679,13.454794520547946
433,2014,1,30,1,35,607.0,591.2285714285714,727.4156003505698,15.630136986301368
434,2015,1,30,1,27,688.0,717.2962962962963,780.835223880597,18.356164383561644
435,2016,1,30,1,28,709.0,801.9642857142857,887.9587748344369,16.547945205479454
436,2017,1,30,1,24,727.0,796.75,962.6235976065818,14.652054794520549
437,2018,1,30,1,29,727.0,699.3448275862069,995.4188392007611,14.397260273972602
438,2010,1,30,12,3,2291.0,2006.6666666666667,2010.7864344637946,2.989041095890411
439,2011,1,30,12,4,1587.0,1595.25,1968.49776984835,3.0712328767123287
440,2012,1,30,12,4,1587.0,1595.25,1748.6286885245902,3.3424657534246576
441,2013,1,30,12,4,1335.0,1472.0,1773.6786026200878,3.1369863013698627
442,2014,1,30,12,7,379.0,948.4285714285714,1181.1551891367606,2.824657534246575
443,2015,1,30,12,3,820.0,1239.0,1054.1627906976744,2.356164383561644
444,2016,1,30,12,5,554.0,477.2,596.140081799591,2.6794520547945204
445,2017,1,30,12,11,337.0,434.27272727272725,590.0888183980967,3.4547945205479453
446,2018,1,30,12,11,228.0,409.09090909090907,660.9921968787515,4.564383561643836
447,2010,1,30,17,1,1813.0,1813.0,1813.0,1.0
448,2011,1,30,17,1,1813.0,1813.0,1813.0,1.0
449,2012,1,30,17,2,1154.5,1154.5,1316.6679104477612,1.4684931506849315
450,2013,1,30,17,2,393.0,393.0,459.07002801120444,0.978082191780822
451,2014,1,30,17,6,121.5,208.33333333333334,334.04296875,1.4027397260273973
452,2015,1,30,17,3,308.0,393.0,477.7679640718563,1.83013698630137
453,2016,1,30,17,3,362.0,442.6666666666667,434.4131274131274,1.4191780821917808
454,2017,1,30,17,1,362.0,362.0,362.0,0.4191780821917808
455,2018,1,30,17,2,113.5,113.5,159.13270142180096,0.5780821917808219
456,2010,1,31,1,10,2855.0,2818.6,2818.6,10.0
457,2011,1,31,1,14,2194.5,2325.3571428571427,2618.999277978339,11.383561643835618
458,2012,1,31,1,17,1819.0,2040.5882352941176,2203.810180687779,14.1013698630137
459,2013,1,31,1,17,1090.0,1861.1764705882354,1982.6947331336974,15.553424657534245
460,2014,1,31,1,29,684.0,1254.0,1324.5195220464493,16.27945205479452
461,2015,1,31,1,33,425.0,773.6363636363636,952.9259433962262,17.424657534246577
462,2016,1,31,1,30,443.0,794.7,912.0827202877229,16.75890410958904
463,2017,1,31,1,28,443.0,624.9285714285714,839.4418007531667,16.005479452054796
464,2018,1,31,1,24,735.0,712.9583333333334,883.1717948717949,11.753424657534246
465,2010,1,31,7,2,3748.0,3748.0,3748.0,2.0
466,2011,1,31,7,2,3748.0,3748.0,3748.0,2.0
467,2012,1,31,7,4,2365.5,2375.0,2835.1462522851916,2.9972602739726026
468,2013,1,31,7,5,1023.0,2017.0,2365.245231607629,4.021917808219178
469,2014,1,31,7,5,1023.0,2017.0,2017.0,5.0
470,2015,1,31,7,13,140.0,825.0,1358.4850948509486,3.032876712328767
471,2016,1,31,7,9,140.0,154.11111111111111,239.65020576131687,2.663013698630137
472,2017,1,31,7,7,220.0,263.0,326.18464730290447,2.641095890410959
473,2018,1,31,7,4,310.5,310.5,302.25619834710744,1.989041095890411
474,2010,1,31,17,2,1565.0,1565.0,1628.5856573705182,1.3753424657534246
475,2011,1,31,17,2,1565.0,1565.0,1565.0,2.0
476,2012,1,31,17,2,1565.0,1565.0,1565.0,2.0
477,2013,1,31,17,2,1565.0,1565.0,1565.0,2.0
478,2014,1,31,17,4,888.0,958.0,993.3102493074791,1.978082191780822
479,2015,1,31,17,4,255.0,222.75,277.8524590163935,1.5041095890410956
480,2016,1,31,17,10,30.0,61.4,152.77142857142857,1.3424657534246576
481,2017,1,31,17,6,220.0,224.66666666666666,270.2714681440443,1.978082191780822
482,2018,1,31,17,4,211.5,211.5,340.9636363636364,0.9041095890410958
483,2010,1,32,1,17,722.0,672.1176470588235,729.4846540178572,9.81917808219178
484,2011,1,32,1,14,834.0,817.0714285714286,858.9259584430787,9.361643835616439
485,2012,1,32,1,12,841.5,852.0,933.3966635773864,8.868493150684932
486,2013,1,32,1,12,841.5,783.4166666666666,787.7516099356027,8.934246575342465
487,2014,1,32,1,22,680.0,596.0909090909091,683.1433672068116,9.975342465753423
488,2015,1,32,1,15,695.0,657.2666666666667,762.1121401752191,10.945205479452055
489,2016,1,32,1,27,521.0,502.74074074074076,762.2107365792759,10.972602739726026
490,2017,1,32,1,25,448.0,562.88,781.8926695021266,10.95068493150685
491,2018,1,32,1,23,702.0,630.7391304347826,918.6192797183858,10.117808219178086
492,2010,1,32,8,3,1019.0,822.3333333333334,820.346405228758,1.2575342465753425
493,2011,1,32,8,2,1109.5,1109.5,1109.5,2.0
494,2012,1,32,8,2,1109.5,1109.5,1109.5,2.0
495,2013,1,32,8,3,1019.0,799.0,1027.5438596491226,1.4054794520547946
496,2014,1,32,8,3,178.0,300.6666666666667,423.9614325068871,0.9945205479452055
497,2015,1,32,8,1,672.0,672.0,672.0,1.0
498,2016,1,32,8,4,353.5,595.25,1176.8500000000001,0.9863013698630136
499,2017,1,32,8,5,121.0,434.8,925.2726008344922,1.9698630136986301
500,2018,1,32,8,3,275.0,658.3333333333334,1237.216730038023,1.4410958904109588
501,2010,1,33,1,12,1034.5,812.3333333333334,916.5624347826089,7.876712328767123
502,2011,1,33,1,13,1083.0,956.0769230769231,998.8788075178222,8.454794520547946
503,2012,1,33,1,10,1090.0,914.9,982.1331099604022,8.994520547945205
504,2013,1,33,1,12,1038.5,943.9166666666666,959.5190730837791,7.684931506849315
505,2014,1,33,1,11,970.0,866.8181818181819,851.6322067594433,6.89041095890411
506,2015,1,33,1,14,776.0,734.0714285714286,826.8246478873237,7.78082191780822
507,2016,1,33,1,12,842.5,797.5,928.4660227664712,7.942465753424658
508,2017,1,33,1,13,1091.0,1053.0,1173.0844677137868,7.849315068493151
509,2018,1,33,1,9,1305.0,1241.2222222222222,1283.2208504801097,7.989041095890411
510,2010,1,34,1,9,1827.0,1827.6666666666667,1982.5669151579696,7.717808219178083
511,2011,1,34,1,11,1509.0,1690.8181818181818,1805.4041076077522,9.471232876712328
512,2012,1,34,1,14,1300.5,1486.357142857143,1743.062597402597,10.547945205479454
513,2013,1,34,1,15,1092.0,1357.1333333333334,1701.569142285571,10.956164383561648
514,2014,1,34,1,22,389.5,938.1818181818181,1374.2114600815155,11.42739726027397
515,2015,1,34,1,24,391.0,835.4166666666666,923.8821147892355,11.504109589041096
516,2016,1,34,1,24,596.5,756.75,894.2680373831776,14.657534246575342
517,2017,1,34,1,26,720.5,802.1923076923077,976.3285525881963,16.619178082191784
518,2018,1,34,1,30,744.5,738.2333333333333,938.7286345304399,14.265753424657534
519,2010,1,34,7,2,2919.5,2919.5,2919.5,2.0
520,2011,1,34,7,2,2919.5,2919.5,2919.5,2.0
521,2012,1,34,7,2,2919.5,2919.5,2919.5,2.0
522,2013,1,34,7,2,2919.5,2919.5,2919.5,2.0
523,2014,1,34,7,4,1727.0,1758.5,2271.1160115052735,2.857534246575342
524,2015,1,34,7,11,122.0,698.8181818181819,1468.078376487054,3.915068493150685
525,2016,1,34,7,9,408.0,774.5555555555555,849.6848018923713,4.632876712328768
526,2017,1,34,7,10,388.0,499.9,615.690625,4.383561643835616
527,2018,1,34,7,12,130.0,311.5,588.7732793522268,3.383561643835616
528,2010,1,34,11,3,1046.0,1380.6666666666667,1613.3431952662722,1.8520547945205479
529,2011,1,34,11,2,1548.0,1548.0,1548.0,2.0
530,2012,1,34,11,2,1548.0,1548.0,1548.0,2.0
531,2013,1,34,11,1,2158.0,2158.0,2158.0,1.0
532,2014,1,34,11,2,1250.0,1250.0,1199.8342541436464,0.9917808219178081
533,2015,1,34,11,2,218.5,218.5,246.22448979591834,0.6712328767123288
534,2018,1,34,11,1,18.0,18.0,18.0,0.038356164383561646
535,2010,1,34,12,2,1404.5,1404.5,1306.8548951048951,1.5671232876712329
536,2011,1,34,12,3,1141.0,1316.6666666666667,1438.747175141243,1.9397260273972603
537,2012,1,34,12,2,1449.5,1449.5,1449.5,2.0
538,2013,1,34,12,2,1449.5,1449.5,1449.5,2.0
539,2014,1,34,12,3,1141.0,1067.6666666666667,1292.835164835165,1.9945205479452053
540,2015,1,34,12,3,717.0,926.3333333333334,770.4168514412415,1.2356164383561645
541,2016,1,34,12,1,717.0,717.0,717.0,1.0
542,2017,1,34,12,2,434.0,434.0,436.7836065573771,0.8356164383561644
543,2018,1,34,12,1,18.0,18.0,18.0,0.038356164383561646
544,2010,1,36,1,1,1195.0,1195.0,1195.0,0.336986301369863
545,2011,1,36,1,3,1141.0,1369.3333333333333,1370.4363929146539,1.7013698630136986
546,2012,1,36,1,5,1094.0,1184.2,1244.143237841439,4.112328767123287
547,2013,1,36,1,8,906.5,813.625,1017.1184984170059,6.057534246575343
548,2014,1,36,1,16,279.0,548.1875,756.8945709281962,7.821917808219178
549,2015,1,36,1,16,341.5,552.6875,761.6191749427043,7.1726027397260275
550,2016,1,36,1,12,557.5,679.6666666666666,770.7536231884058,6.994520547945205
551,2017,1,36,1,14,414.0,545.7857142857143,702.2288537549408,6.931506849315069
552,2018,1,36,1,15,683.0,591.1333333333333,781.5099137931037,6.356164383561642
553,2010,2,2,1,9,1004.0,966.3333333333334,1113.2378263937896,3.882191780821918
554,2011,2,2,1,13,1004.0,956.2307692307693,967.7912665752173,11.983561643835616
555,2012,2,2,1,22,999.0,869.4090909090909,994.9445506692158,15.761643835616441
556,2013,2,2,1,26,999.0,889.5769230769231,954.1305610762881,17.92054794520548
557,2014,2,2,1,33,841.0,793.8181818181819,960.9114929252095,18.975342465753425
558,2015,2,2,1,38,772.5,746.078947368421,890.3504092949563,20.75068493150685
559,2016,2,2,1,29,785.0,821.7586206896551,919.3796445880452,22.046575342465758
560,2017,2,2,1,49,501.0,651.5102040816327,853.8890478668056,21.063013698630137
561,2018,2,2,1,39,663.0,677.3589743589744,891.6741914191418,20.753424657534246
562,2010,2,3,1,4,1058.0,1052.0,546.2066420664207,0.7424657534246574
563,2011,2,3,1,15,1068.0,1260.2,1223.5380940407342,10.895890410958904
564,2012,2,3,1,19,1070.0,1245.2631578947369,1263.4667587901122,17.843835616438355
565,2013,2,3,1,29,1064.0,1041.9655172413793,1212.6042498390213,21.273972602739722
566,2014,2,3,1,38,1043.0,853.5526315789474,1150.7333417465925,21.709589041095892
567,2015,2,3,1,36,982.5,904.3611111111111,1108.7376004433359,19.775342465753425
568,2016,2,3,1,26,982.5,958.5384615384615,1072.1217798594848,19.887671232876713
569,2017,2,3,1,43,702.0,779.6744186046511,1038.0970396920218,20.63835616438356
570,2018,2,3,1,39,749.0,801.5641025641025,999.1035841382818,21.556164383561644
571,2011,2,3,5,2,1064.0,1064.0,1064.006289308176,1.3068493150684932
572,2012,2,3,5,2,1064.0,1064.0,1064.0,2.0
573,2013,2,3,5,3,1061.0,785.6666666666666,864.6100104275288,2.6273972602739724
574,2014,2,3,5,6,766.0,697.1666666666666,698.4183486238533,2.9863013698630136
575,2015,2,3,5,5,520.0,607.0,674.9478021978022,2.9917808219178084
576,2016,2,3,5,5,523.0,804.4,697.5095890410959,3.0
577,2017,2,3,5,7,163.0,416.2857142857143,786.065055762082,2.9479452054794515
578,2018,2,3,5,7,523.0,594.8571428571429,887.0845454545456,3.0136986301369864
579,2010,2,4,1,5,1116.0,1139.8,1044.0833333333333,3.715068493150685
580,2011,2,4,1,10,1070.0,1139.8,1157.0918043202032,8.624657534246577
581,2012,2,4,1,19,941.0,892.6842105263158,960.5278688524593,14.205479452054792
582,2013,2,4,1,35,769.0,743.2,827.186132284239,22.284931506849315
583,2014,2,4,1,50,636.0,624.38,858.5370582716563,26.28219178082192
584,2015,2,4,1,55,702.0,642.9454545454546,830.9063241106719,27.72602739726027
585,2016,2,4,1,41,702.0,696.6829268292682,757.9245728311149,29.02191780821918
586,2017,2,4,1,71,386.0,570.5211267605633,740.4154624277456,30.334246575342462
587,2018,2,4,1,56,552.0,634.2142857142857,866.4138990780212,27.635616438356166
588,2010,2,4,3,4,1026.5,1213.5,1251.3358208955221,3.6712328767123292
589,2011,2,4,3,6,791.0,870.6666666666666,1063.9502633118784,4.682191780821918
590,2012,2,4,3,8,564.5,684.375,1040.0515320334262,3.934246575342466
591,2013,2,4,3,9,1262.0,1167.2222222222222,1314.177981651376,4.47945205479452
592,2014,2,4,3,8,1460.0,1527.875,1495.1527663088357,6.635616438356164
593,2015,2,4,3,11,1065.0,1221.2727272727273,1514.377496159754,7.134246575342466
594,2016,2,4,3,7,1460.0,1494.0,1494.0,7.0
595,2017,2,4,3,26,186.5,672.8461538461538,1222.5280308339172,7.8191780821917805
596,2018,2,4,3,14,1082.5,1013.3571428571429,1274.4309734513276,9.287671232876711
597,2012,2,4,6,2,1119.0,1119.0,1119.0,1.3205479452054794
598,2013,2,4,6,2,1119.0,1119.0,1119.0,2.0
599,2014,2,4,6,3,1119.0,1102.0,1107.4803817603395,2.5835616438356164
600,2015,2,4,6,5,1119.0,1281.4,1271.2617511520739,2.9726027397260273
601,2016,2,4,6,3,1068.0,1389.6666666666667,1389.6666666666667,3.0
602,2017,2,4,6,6,642.5,754.0,1201.623400365631,2.9972602739726026
603,2018,2,4,6,6,994.5,1031.0,1204.2956713132796,3.734246575342466
604,2010,2,5,1,11,951.0,898.4545454545455,982.7537473233402,5.117808219178083
605,2011,2,5,1,23,1053.0,934.695652173913,989.4218820351193,18.254794520547943
606,2012,2,5,1,35,951.0,928.2857142857143,1039.7161987041036,25.36986301369863
607,2013,2,5,1,46,935.0,915.5217391304348,1055.4853007282206,30.473972602739728
608,2014,2,5,1,51,916.0,895.7647058823529,1058.8152208706783,34.23561643835617
609,2015,2,5,1,59,889.0,867.6610169491526,993.9849395177437,34.2
610,2016,2,5,1,52,714.5,778.0192307692307,946.6347125710674,34.6958904109589
611,2017,2,5,1,77,440.0,660.0,850.0234671302147,34.67397260273973
612,2018,2,5,1,63,469.0,640.984126984127,954.8976803036695,32.479452054794514
613,2010,2,5,17,1,2019.0,2019.0,2018.9999999999998,0.663013698630137
614,2011,2,5,17,1,2019.0,2019.0,2019.0,1.0
615,2012,2,5,17,1,2019.0,2019.0,2019.0,1.0
616,2013,2,5,17,1,2019.0,2019.0,2019.0,1.0
617,2014,2,5,17,1,2019.0,2019.0,2019.0,1.0
618,2015,2,5,17,2,1947.0,1947.0,1999.9586776859503,0.9945205479452055
619,2016,2,5,17,1,1875.0,1875.0,1875.0,1.0
620,2017,2,5,17,1,1875.0,1875.0,1875.0,1.0
621,2018,2,5,17,1,1875.0,1875.0,1875.0,1.0
622,2010,2,5,23,1,1727.0,1727.0,1727.0,1.0
623,2011,2,5,23,1,1727.0,1727.0,1727.0,1.0
624,2012,2,5,23,1,1727.0,1727.0,1727.0,1.0
625,2013,2,5,23,1,1727.0,1727.0,1727.0,0.06301369863013699
626,2010,2,7,1,2,338.5,338.5,483.55555555555554,0.024657534246575342
627,2011,2,7,1,9,525.0,601.1111111111111,644.3539906103287,5.835616438356165
628,2012,2,7,1,14,650.5,772.2142857142857,926.1384796700058,9.298630136986302
629,2013,2,7,1,18,805.0,843.5555555555555,946.7188232231191,10.523287671232875
630,2014,2,7,1,25,861.0,806.32,969.0380628441854,16.915068493150685
631,2015,2,7,1,33,758.0,775.060606060606,880.3925030558196,20.172602739726027
632,2016,2,7,1,31,511.0,735.741935483871,937.3074908328967,20.92054794520548
633,2017,2,7,1,43,377.0,627.5348837209302,905.0730864197529,16.643835616438356
634,2018,2,7,1,29,661.0,682.1034482758621,950.5012862918046,14.90958904109589
635,2010,2,10,1,5,709.0,775.2,865.7128603104212,2.471232876712329
636,2011,2,10,1,9,1029.0,956.7777777777778,975.233455882353,7.4520547945205475
637,2012,2,10,1,21,957.0,757.9047619047619,949.1945825049701,11.024657534246575
638,2013,2,10,1,20,988.5,825.65,941.1357933579335,14.849315068493151
639,2014,2,10,1,27,997.0,841.5925925925926,933.1367743911779,17.887671232876713
640,2015,2,10,1,54,382.5,545.4629629629629,780.9574382921949,20.534246575342465
641,2016,2,10,1,40,447.0,625.275,835.8122825956578,22.84109589041096
642,2017,2,10,1,66,176.5,468.09090909090907,867.7854490601067,23.610958904109587
643,2018,2,10,1,55,271.0,515.9818181818182,914.700330344502,23.221917808219175
644,2010,2,11,1,3,1506.0,1607.3333333333333,1214.6562500000002,0.7013698630136985
645,2011,2,11,1,13,1485.0,1480.6153846153845,1505.9742112482852,9.986301369863014
646,2012,2,11,1,19,1129.0,1279.6315789473683,1394.4590814917124,15.868493150684932
647,2013,2,11,1,24,1098.5,1125.375,1286.1169036334913,19.076712328767123
648,2014,2,11,1,29,1076.0,1044.1724137931035,1199.8606653620352,21.0
649,2015,2,11,1,38,722.5,887.1315789473684,1056.748917213216,22.13972602739726
650,2016,2,11,1,34,703.0,874.2352941176471,1044.257927117842,23.156164383561645
651,2017,2,11,1,47,473.0,762.7021276595744,926.9945198654875,21.997260273972604
