,state_code,dist_code,court_no,total_cases,total_valid_cases,median_decision_days,mean_decision_days
1000,1.0,30.0,21.0,4198.0,4169.0,164.0,325.9575437754857
1001,6.0,25.0,1.0,691.0,690.0,552.5,567.5
1002,9.0,6.0,25.0,139.0,116.0,2.0,94.04310344827586
1003,9.0,21.0,15.0,60.0,47.0,107.0,299.3829787234043
1004,9.0,27.0,22.0,104.0,104.0,476.0,612.3269230769231
1005,9.0,33.0,27.0,102.0,96.0,23.5,80.76041666666667
1006,10.0,32.0,31.0,120.0,119.0,372.0,421.05882352941177
1007,11.0,27.0,13.0,179.0,179.0,246.0,291.10614525139664
1008,16.0,6.0,17.0,128.0,128.0,215.0,391.828125
1009,16.0,22.0,9.0,1092.0,1087.0,187.0,216.87396504139835
1010,17.0,19.0,19.0,5854.0,5845.0,116.0,378.29324208725404
1011,17.0,43.0,1.0,2801.0,2785.0,153.0,142.8061041292639
1012,21.0,7.0,1.0,6.0,6.0,1643.0,1688.1666666666667
1013,24.0,2.0,4.0,274.0,255.0,38.0,98.63529411764706
1014,25.0,5.0,1.0,518.0,363.0,88.0,229.22865013774106
1015,4.0,15.0,21.0,3557.0,3552.0,465.5,549.6903153153153
1016,9.0,13.0,32.0,170.0,159.0,11.0,88.68553459119497
1017,9.0,38.0,27.0,6.0,6.0,644.0,841.6666666666666
1018,22.0,13.0,1.0,22500.0,22153.0,57.0,246.70821107750643
1019,9.0,5.0,28.0,99.0,92.0,8.5,146.27173913043478
1020,9.0,11.0,26.0,169.0,156.0,7.5,74.22435897435898
1021,10.0,7.0,22.0,1.0,1.0,1118.0,1118.0
1022,3.0,7.0,11.0,1.0,1.0,912.0,912.0
1023,11.0,23.0,9.0,298.0,294.0,31.0,133.12585034013605
1024,14.0,11.0,1.0,32554.0,31687.0,187.0,358.034809227759
1025,23.0,20.0,5.0,7402.0,4096.0,766.5,896.560546875
1026,6.0,24.0,4.0,0.0,0.0,-1.0,-1.0
1027,9.0,1.0,32.0,32.0,32.0,84.0,112.375
1028,9.0,8.0,42.0,76.0,45.0,65.0,94.71111111111111
1029,9.0,9.0,49.0,258.0,174.0,14.5,84.93103448275862
1030,9.0,12.0,28.0,118.0,107.0,68.0,142.19626168224298
1031,9.0,14.0,45.0,86.0,82.0,117.5,148.40243902439025
1032,9.0,22.0,29.0,197.0,170.0,99.0,142.81176470588235
1033,9.0,23.0,14.0,136.0,122.0,40.0,116.38524590163935
1034,9.0,24.0,17.0,129.0,108.0,62.0,98.25925925925925
1035,9.0,26.0,25.0,50.0,46.0,30.0,59.82608695652174
1036,9.0,30.0,38.0,94.0,86.0,37.0,70.87209302325581
1037,9.0,31.0,42.0,153.0,118.0,118.0,152.25423728813558
1038,9.0,34.0,16.0,1.0,1.0,385.0,385.0
1039,9.0,38.0,38.0,117.0,116.0,215.0,210.3793103448276
1040,9.0,39.0,25.0,101.0,52.0,90.0,115.28846153846153
1041,10.0,31.0,15.0,1761.0,1760.0,586.5,746.1960227272727
1042,15.0,7.0,10.0,4.0,4.0,192.0,204.75
1043,17.0,19.0,23.0,241.0,241.0,38.0,90.9253112033195
