state_code,dist_code,court_no,mean_days,median_days
2.0,11.0,19.0,118.81166503747149,57.0
2.0,11.0,23.0,105.41052631578947,56.0
2.0,15.0,10.0,460.6162790697674,166.5
2.0,17.0,22.0,123.09309718437784,51.0
2.0,19.0,13.0,416.62389380530976,157.0
2.0,20.0,6.0,246.67700729927006,117.0
2.0,20.0,10.0,242.72335920959773,87.0
2.0,20.0,24.0,373.8961038961039,244.5
2.0,21.0,17.0,268.92223950233284,86.0
2.0,23.0,6.0,160.9558823529412,53.0
2.0,23.0,13.0,263.6855123674912,91.0
2.0,23.0,20.0,176.5609951845907,41.0
2.0,23.0,23.0,406.4866894197952,126.0
2.0,3.0,23.0,215.52189781021897,58.0
2.0,11.0,28.0,51.31342125678821,36.0
2.0,4.0,31.0,77.37363919129082,40.0
2.0,11.0,5.0,116.72626740693546,81.0
2.0,20.0,11.0,207.4015341701534,117.0
3.0,1.0,1.0,18.501643629450673,5.0
3.0,2.0,1.0,14.115621301775148,5.0
3.0,3.0,1.0,19.898933183604715,3.0
3.0,4.0,1.0,18.909204736522017,5.0
3.0,5.0,1.0,40.033832421537575,7.0
3.0,6.0,1.0,23.797094216159262,6.0
3.0,7.0,1.0,48.29710074663047,28.0
3.0,8.0,1.0,10.745812202243737,2.0
3.0,9.0,1.0,24.116472791798106,6.0
3.0,10.0,1.0,16.37105465742879,5.0
3.0,11.0,1.0,14.088755139236214,4.0
3.0,12.0,1.0,12.424842318493624,3.0
3.0,13.0,1.0,9.823129795396419,2.0
3.0,14.0,1.0,5.636861313868613,1.0
3.0,15.0,1.0,15.818524156718212,4.0
3.0,16.0,1.0,17.635325522764347,7.0
3.0,17.0,1.0,2.9904580152671754,1.0
3.0,18.0,1.0,17.152649641217632,3.0
3.0,19.0,1.0,20.72037037037037,2.0
3.0,21.0,1.0,23.338910905621606,5.0
3.0,22.0,1.0,16.867070957460935,2.0
3.0,23.0,1.0,11.518616556374079,3.0
3.0,24.0,17.0,16.163383011119826,7.0
3.0,25.0,1.0,4.3697505525734135,2.0
3.0,26.0,3.0,13.870369837386674,3.0
3.0,28.0,1.0,16.1043994764925,5.0
3.0,29.0,1.0,12.187382975658936,1.0
3.0,30.0,1.0,18.707343412527,7.0
3.0,27.0,1.0,22.173554615468056,6.0
3.0,20.0,3.0,15.895403440882706,2.0
3.0,20.0,7.0,24.74291270850475,3.0
3.0,10.0,18.0,19.06287170773152,8.0
3.0,11.0,13.0,335.2473757872638,158.0
3.0,12.0,16.0,13.53103448275862,3.0
3.0,16.0,7.0,96.87680079483358,58.0
3.0,18.0,22.0,11.757688032604669,2.0
3.0,18.0,23.0,90.24965421853389,3.0
3.0,21.0,5.0,40.315831344470965,8.0
3.0,21.0,13.0,60.08750492707923,14.0
3.0,21.0,18.0,154.5571227080395,2.0
3.0,22.0,18.0,34.536121673003805,5.0
3.0,24.0,9.0,116.41405082212258,6.5
3.0,25.0,8.0,391.05753424657536,195.0
3.0,27.0,8.0,34.81765195670275,6.0
3.0,29.0,7.0,243.59749144811857,30.0
3.0,7.0,11.0,758.0,758.0
3.0,15.0,13.0,129.85931899641577,4.0
3.0,15.0,18.0,56.635928143712576,2.0
3.0,28.0,7.0,182.69396551724137,16.0
3.0,21.0,14.0,57.708330604492765,28.0
3.0,20.0,2.0,57.44360073119362,35.0
3.0,20.0,8.0,171.99246575342465,93.0
4.0,1.0,1.0,67.5127891668234,49.0
4.0,2.0,1.0,12.646918821561817,3.0
4.0,3.0,1.0,120.79038613081167,63.0
4.0,4.0,1.0,26.86585577758471,2.0
4.0,5.0,1.0,54.85064297195928,13.0
4.0,6.0,1.0,35.990978228452136,3.0
4.0,7.0,1.0,10.688710927408938,2.0
4.0,8.0,1.0,189.27863945578233,78.0
4.0,9.0,1.0,72.21030939016785,10.0
4.0,10.0,1.0,23.636246251249585,4.0
4.0,11.0,1.0,31.251163930409213,4.0
4.0,12.0,1.0,5.928729573010016,2.0
4.0,13.0,1.0,152.50641025641025,56.0
4.0,16.0,1.0,36.40125976904234,26.0
4.0,15.0,19.0,60.54061135371179,3.0
4.0,2.0,32.0,165.2348911181796,107.0
4.0,2.0,38.0,83.0487601003065,29.0
4.0,2.0,52.0,92.24569855471438,74.0
4.0,4.0,10.0,236.1924207269915,179.0
4.0,5.0,12.0,178.12755102040816,77.5
4.0,5.0,24.0,114.39916101968377,30.0
4.0,6.0,21.0,18.07399299474606,5.0
4.0,8.0,17.0,188.7749928795215,76.0
4.0,9.0,22.0,483.5224438902743,238.5
4.0,10.0,19.0,91.55480653799981,81.0
4.0,2.0,47.0,190.37601078167117,63.0
4.0,5.0,38.0,350.58657718120804,228.0
4.0,15.0,21.0,57.80527472527473,14.0
4.0,1.0,4.0,63.46659761781461,61.0
4.0,2.0,4.0,137.27479452054794,63.0
4.0,3.0,4.0,74.6862684411431,40.0
4.0,4.0,4.0,103.22804907385134,56.0
4.0,5.0,11.0,89.06391242937853,42.0
4.0,6.0,5.0,48.57188612099644,33.0
4.0,7.0,5.0,60.80720745409701,59.0
4.0,8.0,4.0,83.94403931515536,70.0
4.0,9.0,4.0,207.0594911220941,67.0
4.0,10.0,7.0,58.05419695968275,49.0
4.0,11.0,6.0,69.7054945054945,64.0
4.0,12.0,4.0,43.5717011995638,38.0
4.0,15.0,4.0,90.76868285847735,84.0
4.0,15.0,14.0,213.3307504158106,184.0
4.0,16.0,2.0,73.70878136200717,66.0
4.0,2.0,5.0,111.02990953289434,81.0
4.0,3.0,5.0,57.58874056877539,49.0
4.0,9.0,5.0,764.8974836905871,551.0
5.0,1.0,1.0,52.92796358598852,44.0
5.0,2.0,1.0,91.26518166313505,20.0
5.0,4.0,1.0,48.12537195000992,9.0
5.0,5.0,1.0,37.13016587011526,10.0
5.0,5.0,11.0,44.07077625570776,5.0
5.0,6.0,17.0,52.14756003098373,6.0
5.0,7.0,1.0,42.0868085106383,11.0
5.0,8.0,1.0,10.594545454545454,3.0
5.0,9.0,2.0,68.08428378117146,38.0
5.0,10.0,1.0,35.15984025262376,20.0
5.0,11.0,9.0,215.81211180124222,59.0
5.0,11.0,10.0,248.4095931366177,27.0
5.0,7.0,2.0,91.8874269005848,29.0
5.0,1.0,4.0,42.261868545352655,26.0
5.0,2.0,8.0,31.587621756745108,11.0
5.0,4.0,2.0,86.50906873952141,46.0
5.0,4.0,3.0,64.32699943278503,18.0
5.0,5.0,5.0,159.6048279541211,34.0
5.0,5.0,7.0,67.52356946104672,43.0
5.0,5.0,8.0,47.918691869186915,35.0
5.0,5.0,12.0,27.57640358014646,10.0
5.0,6.0,2.0,34.30475448168355,15.0
5.0,6.0,4.0,62.83036039315617,45.0
5.0,6.0,5.0,58.56219512195122,57.0
5.0,6.0,7.0,55.465931863727455,35.0
5.0,6.0,9.0,45.855749334909845,44.0
5.0,6.0,19.0,59.2158396260338,3.0
5.0,8.0,4.0,17.37841756420878,5.0
5.0,9.0,4.0,65.27891595418616,55.0
5.0,9.0,6.0,118.89734017732151,54.0
5.0,9.0,8.0,134.93666666666667,106.5
5.0,10.0,3.0,61.70040413909491,36.0
5.0,11.0,11.0,311.23233289489417,29.0
5.0,10.0,2.0,69.8629947063272,37.0
5.0,1.0,6.0,580.7727272727273,194.0
5.0,2.0,4.0,154.6633475580844,70.0
5.0,2.0,12.0,71.55734806629835,55.0
5.0,2.0,14.0,26.403531815528314,13.0
5.0,2.0,16.0,577.4950952106175,254.0
5.0,11.0,1.0,83.40185471406491,47.0
5.0,11.0,8.0,37.11242726517041,26.0
6.0,2.0,2.0,47.8902627511592,2.0
6.0,3.0,2.0,25.824944167668786,9.0
6.0,4.0,2.0,64.55818022747157,13.0
6.0,5.0,2.0,46.55075417855687,22.0
6.0,6.0,2.0,77.48617594254937,30.0
6.0,7.0,2.0,42.77819726285984,16.0
6.0,8.0,2.0,158.72378804960542,54.0
6.0,9.0,3.0,130.22055137844612,42.0
6.0,10.0,2.0,45.0752121262048,3.0
6.0,11.0,2.0,32.30658591975776,3.0
6.0,12.0,1.0,90.56933235509905,30.0
6.0,13.0,1.0,131.42656162070907,30.0
6.0,15.0,1.0,25.499401675309134,2.0
6.0,16.0,1.0,88.65385550960836,2.0
6.0,17.0,1.0,53.421354764638345,19.0
6.0,18.0,1.0,84.70639199075856,23.0
6.0,20.0,1.0,25.075693645313898,1.0
6.0,21.0,1.0,57.08881527054741,11.0
6.0,22.0,1.0,75.31154156577885,15.0
6.0,23.0,2.0,465.1110277569392,296.0
6.0,24.0,3.0,140.7680817610063,13.5
6.0,26.0,1.0,1027.2402280130293,871.5
6.0,27.0,1.0,185.84310618066561,162.0
6.0,28.0,1.0,41.39543726235741,13.0
6.0,25.0,1.0,351.14621676891613,260.0
6.0,1.0,4.0,30.03960920204062,1.0
6.0,19.0,1.0,49.853134841110794,1.0
6.0,3.0,8.0,630.1528545119705,371.0
6.0,6.0,7.0,108.19407471017604,52.0
6.0,16.0,8.0,550.2308970099667,280.5
6.0,20.0,8.0,194.27848101265823,36.0
6.0,23.0,6.0,164.95632183908046,31.0
6.0,25.0,6.0,614.8710359408034,453.0
6.0,2.0,9.0,40.209713024282564,32.0
6.0,9.0,10.0,382.08722741433024,329.0
6.0,1.0,8.0,293.00994929260975,86.0
6.0,2.0,5.0,158.13100314575323,65.0
6.0,3.0,4.0,128.03810847020296,85.0
6.0,4.0,5.0,147.4065934065934,54.0
6.0,5.0,4.0,124.59941910294258,58.0
6.0,6.0,4.0,106.47750374491761,37.0
6.0,7.0,4.0,96.46346650463315,30.0
6.0,8.0,5.0,179.77187799425104,96.0
6.0,9.0,6.0,196.9631635969664,78.0
6.0,10.0,4.0,107.74220178076537,49.0
6.0,11.0,4.0,338.3624948368443,307.0
6.0,12.0,4.0,322.81756756756755,231.0
6.0,13.0,4.0,189.61955884078375,32.0
6.0,15.0,3.0,90.01983298538622,32.0
6.0,16.0,3.0,287.4861939632077,121.0
6.0,17.0,2.0,131.0233795856301,44.0
6.0,18.0,3.0,156.35164243403338,32.0
6.0,20.0,3.0,309.10355363183356,183.0
6.0,21.0,2.0,266.56578870864587,158.0
6.0,22.0,3.0,297.52614289624967,165.0
6.0,23.0,4.0,447.01915304867333,236.0
6.0,24.0,2.0,140.95016669591158,51.0
6.0,25.0,2.0,407.47607655502395,287.5
6.0,26.0,3.0,389.3253968253968,40.5
6.0,28.0,3.0,398.2349570200573,43.0
6.0,27.0,3.0,150.75205640423033,170.0
6.0,19.0,3.0,224.29081282478674,133.0
7.0,1.0,2.0,14.249514391665196,1.0
7.0,2.0,2.0,102.64930827460194,5.0
7.0,3.0,1.0,49.38372261714783,1.0
7.0,4.0,2.0,73.52333039869198,2.0
7.0,5.0,1.0,180.79580611894121,30.0
7.0,6.0,2.0,247.7659649122807,119.0
7.0,7.0,2.0,46.43194413655509,1.0
7.0,8.0,4.0,30.852584556477346,2.0
7.0,9.0,4.0,29.142129893125908,1.0
7.0,10.0,1.0,21.866734164399166,1.0
7.0,11.0,1.0,121.03076158391782,1.0
7.0,12.0,1.0,92.57725490196079,13.0
7.0,14.0,1.0,60.495049504950494,2.0
7.0,15.0,1.0,94.41452442159382,1.0
7.0,17.0,1.0,75.27212596160759,1.0
7.0,18.0,1.0,41.776815642458104,2.0
7.0,19.0,1.0,77.77585139318886,4.0
7.0,20.0,1.0,68.09279179652157,2.0
7.0,21.0,1.0,40.48375550660793,2.0
7.0,23.0,1.0,363.07401315789474,2.0
7.0,24.0,1.0,992.1495726495726,893.5
7.0,13.0,1.0,41.491028998157304,1.0
7.0,16.0,1.0,48.97264866772543,1.0
7.0,1.0,3.0,216.98545031281827,14.0
7.0,3.0,5.0,112.95186119873817,2.0
7.0,4.0,4.0,138.67956926658906,34.0
7.0,6.0,5.0,506.3261210410787,374.0
7.0,7.0,3.0,462.8201655699427,134.0
7.0,8.0,5.0,159.55255164034023,41.0
7.0,9.0,5.0,283.6734136734137,87.0
7.0,10.0,4.0,759.6006689401888,591.0
7.0,11.0,2.0,891.2783738328598,782.0
7.0,14.0,3.0,526.7232182877633,397.0
7.0,15.0,2.0,272.66745693061483,69.0
7.0,17.0,3.0,356.239069301591,89.0
7.0,18.0,2.0,129.24122693007538,47.0
7.0,19.0,5.0,236.13099341899093,70.0
7.0,20.0,2.0,557.3769893331812,358.0
7.0,22.0,4.0,307.2390117156504,68.0
7.0,24.0,3.0,826.0443143812709,685.0
8.0,3.0,2.0,29.252122628069976,3.0
8.0,17.0,5.0,27.629541676561388,1.0
8.0,18.0,4.0,247.74792337684354,8.0
8.0,31.0,1.0,76.93518438428049,1.0
8.0,33.0,1.0,838.5442213781878,573.0
8.0,34.0,4.0,861.0259664356684,543.0
8.0,35.0,1.0,733.5871559633027,398.0
8.0,36.0,1.0,609.0668068910256,321.0
8.0,1.0,11.0,1541.2133333333334,1600.0
8.0,2.0,2.0,26.45485065415947,4.0
8.0,4.0,2.0,105.08145844638311,2.0
8.0,5.0,3.0,80.83052301502781,1.0
8.0,6.0,2.0,99.91244483671669,2.0
8.0,6.0,5.0,269.2597402597403,7.0
8.0,7.0,2.0,166.28441240478782,1.0
8.0,9.0,2.0,262.83897950648264,76.0
8.0,10.0,1.0,167.56113506467463,2.0
8.0,11.0,1.0,80.20850856611625,2.0
8.0,12.0,2.0,92.98188108361674,1.0
8.0,13.0,1.0,184.77652220953297,22.0
8.0,14.0,1.0,96.09107903209056,2.0
8.0,15.0,3.0,210.45198314688363,9.0
8.0,19.0,2.0,113.27748507200562,2.0
8.0,20.0,1.0,93.46516791562587,2.0
8.0,21.0,2.0,133.76816816816816,3.0
8.0,22.0,2.0,186.42239389096076,13.0
8.0,23.0,2.0,99.29758541537919,1.0
8.0,24.0,1.0,128.9889248657002,3.0
8.0,25.0,1.0,103.57048596564725,2.0
8.0,26.0,1.0,231.56173929645362,3.0
8.0,27.0,1.0,82.97978651725238,4.0
8.0,28.0,2.0,82.05920866030065,1.0
8.0,29.0,1.0,190.26077968103957,1.0
8.0,30.0,1.0,110.33902561526871,3.0
8.0,30.0,4.0,891.6782151763449,585.5
8.0,37.0,1.0,625.7527114967462,414.0
8.0,38.0,1.0,796.4859306840516,429.0
8.0,39.0,1.0,772.4775653161681,364.0
8.0,13.0,5.0,197.2871287128713,21.0
8.0,1.0,9.0,840.9739642780023,98.0
8.0,2.0,3.0,120.08658026755853,59.0
8.0,3.0,3.0,139.47462654563648,64.0
8.0,3.0,6.0,131.497813729777,46.0
8.0,3.0,9.0,307.02713178294573,85.0
8.0,4.0,4.0,358.1953039498557,61.0
8.0,5.0,4.0,171.96449443481836,14.0
8.0,6.0,3.0,298.82718913097506,91.0
8.0,6.0,6.0,309.2511086474501,40.0
8.0,6.0,8.0,752.3070175438596,39.0
8.0,7.0,3.0,350.5596886741814,85.0
8.0,9.0,1.0,910.5857461024499,513.0
8.0,9.0,3.0,423.7556973564266,210.0
8.0,9.0,8.0,1636.8858131487889,1779.0
8.0,10.0,3.0,513.2911123459616,59.0
8.0,11.0,3.0,336.17352068078367,81.0
8.0,12.0,3.0,387.56972111553785,85.0
8.0,13.0,3.0,204.0144810493191,66.0
8.0,13.0,6.0,555.4207612456747,221.0
8.0,14.0,3.0,415.82785120128364,119.0
8.0,15.0,4.0,181.55006726080376,61.0
8.0,16.0,2.0,486.71572188899216,279.0
8.0,16.0,4.0,447.58374142997064,190.5
8.0,17.0,4.0,238.1962944416625,91.0
8.0,17.0,7.0,370.11056989771066,132.0
8.0,18.0,3.0,641.5348469607702,509.0
8.0,18.0,5.0,455.29670161084124,92.0
8.0,19.0,3.0,477.74554679313957,113.0
8.0,20.0,3.0,259.7321750902527,60.0
8.0,21.0,3.0,481.500736377025,90.0
8.0,22.0,3.0,431.66122110601776,128.0
8.0,23.0,3.0,431.33562289318206,92.0
8.0,24.0,3.0,559.9325810878515,316.0
8.0,25.0,3.0,311.76072464505626,71.0
8.0,26.0,2.0,425.5122021246052,198.0
8.0,27.0,2.0,303.33847807724794,53.0
8.0,28.0,1.0,581.9831539675706,386.0
8.0,29.0,3.0,772.6997946167982,642.0
8.0,30.0,3.0,366.9548215325734,106.0
8.0,30.0,5.0,1447.9356113627007,1400.0
8.0,33.0,2.0,1299.998039792218,1166.0
8.0,34.0,5.0,1152.4465160266154,912.0
8.0,35.0,2.0,1249.463554209068,1182.0
8.0,35.0,4.0,785.1501305483029,395.0
8.0,36.0,2.0,1229.0465316673847,1053.0
8.0,38.0,2.0,1302.7654358605025,1200.0
8.0,38.0,5.0,1355.5376067700095,1270.0
8.0,39.0,2.0,1687.0145001864976,1716.0
8.0,1.0,12.0,1339.4703862660945,1266.0
8.0,1.0,15.0,1939.4615384615386,2103.0
8.0,1.0,17.0,1894.3728813559321,2036.0
8.0,3.0,13.0,2796.0,2796.0
8.0,5.0,2.0,1736.525,1856.5
8.0,6.0,11.0,1848.4414893617022,1701.5
8.0,6.0,13.0,305.59150326797385,49.0
8.0,10.0,4.0,1092.0611664295875,882.0
8.0,12.0,5.0,1237.7000164826109,1084.0
8.0,14.0,5.0,2227.811279826464,2206.0
8.0,17.0,9.0,1376.6662999633297,1394.5
8.0,18.0,8.0,1272.439,1156.0
8.0,22.0,5.0,1263.973063973064,1111.0
8.0,31.0,4.0,1016.2068438381938,1158.0
8.0,34.0,2.0,658.1729876599117,530.0
8.0,36.0,5.0,1304.681446731235,1154.5
8.0,37.0,2.0,1052.5760724753532,887.0
9.0,1.0,11.0,58.06057417706298,10.0
9.0,2.0,11.0,106.61963800304979,36.0
9.0,6.0,8.0,61.8312752644111,15.0
9.0,7.0,11.0,59.64227737913187,16.0
9.0,8.0,11.0,67.44450850389161,30.0
9.0,9.0,12.0,50.8580254391278,14.0
9.0,11.0,2.0,27.46467331118494,7.0
9.0,13.0,13.0,100.05511022044088,19.0
9.0,14.0,9.0,54.0676009342676,6.0
9.0,18.0,2.0,172.4905375318066,38.0
9.0,21.0,2.0,132.94447949526813,76.0
9.0,22.0,7.0,126.24640710739483,28.0
9.0,23.0,3.0,67.47724292938753,28.0
9.0,24.0,5.0,49.49874013102637,7.0
9.0,25.0,6.0,57.739343563512364,32.0
9.0,26.0,7.0,50.149523072956946,30.0
9.0,27.0,4.0,74.08444444444444,47.0
9.0,29.0,5.0,52.34752267969295,36.0
9.0,30.0,6.0,96.92348823643788,37.0
9.0,31.0,11.0,97.349388841825,31.0
9.0,32.0,4.0,83.76047904191617,32.0
9.0,33.0,22.0,69.87867988844128,35.0
9.0,34.0,2.0,245.93071535767885,56.0
9.0,35.0,8.0,91.30107223476298,29.0
9.0,38.0,9.0,275.7866376706536,54.0
9.0,39.0,1.0,71.60735566057119,35.0
9.0,3.0,4.0,77.138127090301,28.0
9.0,4.0,14.0,57.495804945359566,7.0
9.0,5.0,7.0,85.36908472655143,29.0
9.0,10.0,5.0,47.25333027101516,4.0
9.0,12.0,8.0,115.56669650850492,64.0
9.0,19.0,9.0,48.48536531690141,15.0
9.0,20.0,8.0,33.557573907291506,2.0
9.0,28.0,10.0,99.37374313940724,17.0
9.0,36.0,6.0,33.18196555217832,3.0
9.0,40.0,6.0,60.269209272615974,9.0
9.0,31.0,32.0,83.9188921859545,57.0
9.0,1.0,26.0,55.03027823240589,42.0
9.0,2.0,20.0,108.22677024200777,59.0
9.0,2.0,26.0,206.33926453143536,81.0
9.0,2.0,30.0,121.94905897114178,55.0
9.0,2.0,38.0,205.00521262002744,68.0
9.0,2.0,44.0,177.35182795698924,50.0
9.0,2.0,50.0,899.474025974026,758.5
9.0,2.0,61.0,1262.8223684210527,1101.0
9.0,3.0,12.0,126.57076483202287,53.0
9.0,3.0,16.0,55.27620150550087,35.0
9.0,3.0,21.0,80.89562289562289,42.0
9.0,5.0,14.0,75.43159609120521,42.0
9.0,6.0,28.0,656.5655172413793,441.0
9.0,7.0,23.0,99.5027989821883,44.0
9.0,7.0,26.0,96.1376734258271,67.0
9.0,7.0,32.0,212.2413407821229,100.0
9.0,7.0,38.0,89.23374827109267,53.0
9.0,8.0,18.0,88.0708162504659,62.0
9.0,8.0,26.0,69.73427119968738,64.0
9.0,8.0,39.0,137.00663385405522,66.0
9.0,9.0,25.0,111.52290950744559,73.0
9.0,9.0,48.0,154.3337969401947,16.0
9.0,11.0,13.0,53.865689865689866,28.0
9.0,11.0,18.0,67.36631205673758,29.5
9.0,11.0,22.0,54.4030410331181,29.0
9.0,12.0,25.0,85.19479733817302,55.5
9.0,13.0,9.0,171.25177391729875,79.0
9.0,13.0,26.0,84.88629830725009,34.0
9.0,14.0,14.0,128.81350954478708,70.0
9.0,14.0,20.0,124.22512919896641,71.0
9.0,14.0,27.0,116.4042330807421,98.0
9.0,18.0,13.0,77.43985637342908,60.0
9.0,18.0,19.0,412.4902186421174,49.0
9.0,19.0,13.0,31.971524288107204,30.0
9.0,19.0,17.0,35.369417475728156,30.0
9.0,19.0,21.0,138.83878988810608,70.0
9.0,19.0,34.0,67.48024646611091,41.0
9.0,20.0,27.0,60.75569921742089,44.0
9.0,21.0,6.0,126.3499442171811,69.0
9.0,22.0,17.0,136.57568113017155,56.0
9.0,22.0,23.0,222.83585858585857,75.0
9.0,26.0,12.0,134.30125523012552,66.0
9.0,27.0,8.0,118.89368505195843,72.0
9.0,29.0,10.0,64.39720107017905,61.0
9.0,30.0,18.0,61.31473170731707,36.0
9.0,31.0,37.0,113.98854262144822,60.0
9.0,32.0,12.0,174.54464285714286,235.0
9.0,33.0,7.0,186.3492597577389,101.0
9.0,33.0,11.0,74.12008895478132,43.0
9.0,33.0,16.0,83.4024045261669,35.0
9.0,35.0,12.0,169.2660033167496,75.0
9.0,35.0,24.0,155.38226705601275,71.0
9.0,35.0,32.0,586.2097649186256,288.0
9.0,36.0,11.0,56.173481085212075,51.0
9.0,38.0,14.0,165.17686342093924,103.5
9.0,38.0,20.0,215.79427549194992,98.0
9.0,38.0,34.0,1287.2052083333333,1054.0
9.0,39.0,14.0,62.90985915492958,50.0
9.0,34.0,15.0,1349.6455696202531,1085.0
9.0,24.0,18.0,775.8132530120482,432.0
9.0,38.0,27.0,855.6,553.0
9.0,13.0,42.0,1005.8333333333334,959.5
9.0,32.0,11.0,117.21668311944718,96.0
9.0,7.0,47.0,43.792402826855124,45.0
9.0,38.0,38.0,7.392857142857143,1.0
