,state_code,dist_code,court_no,state_name,district_name,court_name
369,10,11,11,Tamil Nadu,Vellore,Distrcit Munsif
370,10,11,12,Tamil Nadu,Vellore,Principal District Court
371,10,11,15,Tamil Nadu,Vellore,Principal District Munsif Court
372,10,11,19,Tamil Nadu,Vellore,District Munsif
373,10,11,23,Tamil Nadu,Vellore,Principal District Munsif Court
374,10,11,27,Tamil Nadu,Vellore,DISTRICT MUNSIF
375,10,11,36,Tamil Nadu,Vellore,District Munsif
376,10,12,9,Tamil Nadu,Salem,District Munsif Court
377,10,12,16,Tamil Nadu,Salem,Special District MCOP Court
378,10,12,18,Tamil Nadu,Salem,District Munsif
379,10,12,21,Tamil Nadu,Salem,Additional District Court (Fast Track)
380,10,12,24,Tamil Nadu,Salem,District Munsif
381,10,14,5,Tamil Nadu,Virudhunagar,Additional District Court
382,10,14,8,Tamil Nadu,Virudhunagar,Principal District Court
383,10,14,11,Tamil Nadu,Virudhunagar,Principal District Munsif Court
384,10,14,13,Tamil Nadu,Virudhunagar,District Musif Court
385,10,14,15,Tamil Nadu,Virudhunagar,District Munsif Court
386,10,14,18,Tamil Nadu,Virudhunagar,Principal District Munisf Court
387,10,15,3,Tamil Nadu,Madurai,Principal District Judge
388,10,15,4,Tamil Nadu,Madurai,II Addl District Judge for CBI
389,10,15,7,Tamil Nadu,Madurai,District Munsif Taluk
390,10,15,10,Tamil Nadu,Madurai,III Addl District Judge forPCR
391,10,15,12,Tamil Nadu,Madurai,Principal District Munsif
392,10,15,14,Tamil Nadu,Madurai,District Munsif Court Thirumangalam
393,10,15,15,Tamil Nadu,Madurai,District Munsif Court Complex
394,10,15,19,Tamil Nadu,Madurai,District Munsif Court
395,10,15,22,Tamil Nadu,Madurai,Spl District Judge for MCOP cases
396,10,16,1,Tamil Nadu,The Nilgiris,District court
397,10,16,2,Tamil Nadu,The Nilgiris,District Munsif Court
398,10,16,7,Tamil Nadu,The Nilgiris,District Munsif Cum Judicial
399,10,16,10,Tamil Nadu,The Nilgiris,District Munsif Court
400,10,17,3,Tamil Nadu,Thanjavur,I ADD DISTRICT COURT(PCR)
401,10,17,4,Tamil Nadu,Thanjavur,III ADDL. DISTRICT COURT
402,10,17,8,Tamil Nadu,Thanjavur,DISTRICT MUNSIF COURT
403,10,17,12,Tamil Nadu,Thanjavur,DISTRICT MUNSIF COURT
404,10,17,13,Tamil Nadu,Thanjavur,SPL DISTRICT COURT MCOP TRIPUNAL 
405,10,17,18,Tamil Nadu,Thanjavur,Additional District Court
406,10,17,22,Tamil Nadu,Thanjavur,Principal District Munsif court
407,10,17,23,Tamil Nadu,Thanjavur,District Munsif Court
408,10,18,17,Tamil Nadu,Coimbatore,PRINCIPAL DISTRICT MUNSIF COURT
409,10,18,20,Tamil Nadu,Coimbatore,DISTRICT MUNSIF
410,10,18,23,Tamil Nadu,Coimbatore,DISTRICT MUNSIF
411,10,19,2,Tamil Nadu,Karur,The Principal District Court
412,10,19,5,Tamil Nadu,Karur,The Principal District Munsif Court
413,10,19,9,Tamil Nadu,Karur,District Munsif Court
414,10,20,1,Tamil Nadu,Cuddalore,Principal District Judge Cuddalore.
415,10,20,7,Tamil Nadu,Cuddalore,Additional District Judge III
416,10,20,12,Tamil Nadu,Cuddalore,District Munsif Court
417,10,20,16,Tamil Nadu,Cuddalore,Principal District Munsif
418,10,20,18,Tamil Nadu,Cuddalore,Additional District Judge-II
419,10,20,19,Tamil Nadu,Cuddalore,Principal  District Munsif
420,10,20,24,Tamil Nadu,Cuddalore,Principal District Munsif Court
421,10,21,3,Tamil Nadu,Ramanathapuram,District Munsif Cum Judicial
422,10,21,5,Tamil Nadu,Ramanathapuram,District Munsif Court
423,10,21,9,Tamil Nadu,Ramanathapuram,District Munsif
424,10,21,13,Tamil Nadu,Ramanathapuram,District Munsif Court
425,10,21,15,Tamil Nadu,Ramanathapuram,Additional District Court
426,10,22,1,Tamil Nadu,Tiruvannamalai,Principal District and Sessions Court
427,10,22,8,Tamil Nadu,Tiruvannamalai,District Munsif Court
428,10,22,9,Tamil Nadu,Tiruvannamalai,Principal District Munsif Court
429,10,22,11,Tamil Nadu,Tiruvannamalai,District Munsif Court
430,10,22,15,Tamil Nadu,Tiruvannamalai,District Munsif Court
431,10,22,17,Tamil Nadu,Tiruvannamalai,Principal District Munsif
432,10,22,21,Tamil Nadu,Tiruvannamalai,Additional District Court
433,10,22,22,Tamil Nadu,Tiruvannamalai,District Munsif Court
434,10,23,2,Tamil Nadu,Perambalur,Prl. DISTRICT AND SESSIONS COURT AND MAHILA
435,10,24,2,Tamil Nadu,Erode,District Munsif
436,10,24,3,Tamil Nadu,Erode,Principal District Court
437,10,24,6,Tamil Nadu,Erode,Principal District Munsif
438,10,24,14,Tamil Nadu,Erode,Additional District Court
439,10,24,16,Tamil Nadu,Erode,District Munsif
440,10,24,20,Tamil Nadu,Erode,IV-ADDITIONAL DISTRICT COURT
441,10,24,22,Tamil Nadu,Erode,Principal District Munsif
442,10,24,24,Tamil Nadu,Erode,1 Additional District Munsif Court
443,10,24,25,Tamil Nadu,Erode,Special District Court MCOP Establishment
444,10,25,6,Tamil Nadu,Tiruvarur,District Munsif Court
445,10,25,9,Tamil Nadu,Tiruvarur,Principal District Court
446,10,25,12,Tamil Nadu,Tiruvarur,District Munsif Court
447,10,25,14,Tamil Nadu,Tiruvarur,District  Munsif
448,10,26,2,Tamil Nadu,Krishnagiri,Principal District Judge
449,10,26,4,Tamil Nadu,Krishnagiri,District Munsif
450,10,26,10,Tamil Nadu,Krishnagiri,District Munsif cum Judicial
451,10,26,15,Tamil Nadu,Krishnagiri,Additional District Court
452,10,26,18,Tamil Nadu,Krishnagiri,District Munsif cum Judicial
453,10,26,19,Tamil Nadu,Krishnagiri,District Munsif Court
454,10,27,2,Tamil Nadu,Dindigul,Principal District and Sessions Court
455,10,27,5,Tamil Nadu,Dindigul,Principal District munsif Court
456,10,27,6,Tamil Nadu,Dindigul,District Munsiff Court
457,10,27,9,Tamil Nadu,Dindigul,District Munsif
458,10,27,10,Tamil Nadu,Dindigul,District Munsif cum Judicial
459,10,27,12,Tamil Nadu,Dindigul,District Munsif court
460,10,27,19,Tamil Nadu,Dindigul,Additional District Court(FTC)
461,10,27,22,Tamil Nadu,Dindigul,Principal District Munsif Court
462,10,28,2,Tamil Nadu,Puducherry,Principal District Court Establishment
463,10,28,5,Tamil Nadu,Puducherry,Principal District Munsif Establishment
464,10,28,7,Tamil Nadu,Puducherry,District and  Sessions Court
465,10,29,3,Tamil Nadu,Sivagangai,District Munsif Court
466,3,7,1,Karnataka,KOPPAL,Prl.District and Sessions Court Koppal
468,10,29,12,Tamil Nadu,Sivagangai,DISTRICT MUNSIF COURT
469,10,30,4,Tamil Nadu,Ariyalur,Principal_District_Court_ Establisment_Ariyalur
470,10,30,7,Tamil Nadu,Ariyalur,Principal_District_Munsif_Court_Ariyalur
471,10,30,8,Tamil Nadu,Ariyalur,District_Munsif_Court_Jayankondam
472,10,31,4,Tamil Nadu,Kancheepuram,District and Sessions Judge
473,10,31,7,Tamil Nadu,Kancheepuram,Principal District Munsif
474,10,31,8,Tamil Nadu,Kancheepuram,Principal District Court
475,10,31,11,Tamil Nadu,Kancheepuram,District Munsif Court
476,10,31,13,Tamil Nadu,Kancheepuram,Principal District Munsif
477,10,31,18,Tamil Nadu,Kancheepuram,District Munsif Court
478,10,32,5,Tamil Nadu,Tiruvallur,District Munsif Court
479,10,32,8,Tamil Nadu,Tiruvallur,District Munsif Court
480,10,32,12,Tamil Nadu,Tiruvallur,District Munsif Court
481,10,32,15,Tamil Nadu,Tiruvallur,District Munsif cum Judicial
482,10,32,19,Tamil Nadu,Tiruvallur,Principal District and Sessions Court
483,10,32,21,Tamil Nadu,Tiruvallur,Additional District and Sessions Court-II
484,10,32,24,Tamil Nadu,Tiruvallur,Principal District Munsif
485,10,33,1,Tamil Nadu,Tiruppur,District Munsif Court
486,10,33,2,Tamil Nadu,Tiruppur,District Munsif Court
487,10,33,6,Tamil Nadu,Tiruppur,District Munsif Court
488,10,33,9,Tamil Nadu,Tiruppur,District Munsif Court
489,10,33,14,Tamil Nadu,Tiruppur,District Munsif Court
490,10,33,17,Tamil Nadu,Tiruppur,III Additional District Judge
491,10,33,19,Tamil Nadu,Tiruppur,District Munsif Court
492,10,33,20,Tamil Nadu,Tiruppur,Principal District court
493,11,1,4,Orissa,Cuttack,District and Sessions Court
494,11,1,7,Orissa,Cuttack,Addl. District and Sessions Judge
495,11,2,2,Orissa,Kendrapada,District and Sessions Judge
496,11,3,2,Orissa,Nuapada,District and  Sessions Judge Court Nuapada
497,11,4,2,Orissa,Ganjam,District Civil and  Sessions Court
498,11,4,16,Orissa,Ganjam,Additional District Judge
499,11,4,19,Orissa,Ganjam,Additional District Judge
500,11,5,2,Orissa,Balasore,District  and Sessions Judge
501,11,6,3,Orissa,Koraput,District and Sessions Judge
502,11,6,6,Orissa,Koraput,Addl District and Sessions Jugde
503,11,7,2,Orissa,Dhenkanal,District and Sessions Judge Dhenkanal
504,11,7,5,Orissa,Dhenkanal,Additional District and Sessions Judge
505,11,8,2,Orissa,Khurda,District and Sessions Court
506,11,8,5,Orissa,Khurda,Addl. District and Sessions Court
507,11,9,2,Orissa,Gajapati,District and Session Judge
508,11,10,4,Orissa,Kalahandi,District and Sessions Judge
509,11,10,8,Orissa,Kalahandi,Additional District  and Sessions Judge
510,11,11,2,Orissa,Sambalpur,District and Sessions Judge 
511,11,11,8,Orissa,Sambalpur,Additional District & Session Judge
512,11,11,11,Orissa,Sambalpur,Additional District Judge
513,11,12,3,Orissa,Jharsuguda,District And Sessions Judge
514,11,13,2,Orissa,Keonjhar,District and Sessions Judge
515,11,13,8,Orissa,Keonjhar,Additional District and Session Judge
516,11,13,11,Orissa,Keonjhar,Addl. District and Sessions Judge
517,11,14,3,Orissa,Jagatsinghpur,Dist and Sessions Judge court Jagatsinghpur
518,11,15,3,Orissa,Puri,District and Sessions Judge Puri
519,11,15,14,Orissa,Puri,Additional District and Sessions Judge
520,11,16,2,Orissa,Sundargarh,District and Sessions Judge Court Sundargarh
521,11,17,2,Orissa,Balangir,District & Sessions Judge
522,11,17,6,Orissa,Balangir,Additional District Judge Patnagarh
523,11,17,8,Orissa,Balangir,Additional District Judge
524,11,17,11,Orissa,Balangir,Additional District Judge
525,11,18,2,Orissa,Bhadrak,District and Sessions Judge
526,11,19,2,Orissa,Jajpur,District and Sessions Judge
527,11,20,2,Orissa,Sonepur,District and  Sessions Judge
528,11,21,2,Orissa,Rayagada,District and Sessions Court
529,11,22,4,Orissa,Nayagarh,District & Sessions Judge Court
530,11,26,2,Orissa,Mayurbhanj,District and Sessions Judge Court
531,11,26,5,Orissa,Mayurbhanj,Addl. District and Sessions Judge
532,11,26,12,Orissa,Mayurbhanj,Additional District and Sessions Judge
533,11,27,2,Orissa,Anugul,District and Sessions Judge
534,11,27,5,Orissa,Anugul,Additional District and Sessions Judge
535,11,29,1,Orissa,Bargarh,District and Sessions Judge Court
536,11,29,9,Orissa,Bargarh,Addl. District and Sessions Judge Padampur
537,11,30,1,Orissa,Deogarh,District and Sessions Judge
538,11,31,1,Orissa,Malkangiri,Additional District and Sessions Judge Malkangiri
539,11,32,1,Orissa,Nabarangpur,District and Sessions Court 
540,12,1,2,Jammu and Kashmir,Kathua,Principal District Judge
541,12,2,2,Jammu and Kashmir,Udhampur,Pr. District Judge 
542,12,3,3,Jammu and Kashmir,Baramulla,Principal District Judge
543,12,3,6,Jammu and Kashmir,Baramulla,Additional District Judge
544,12,4,2,Jammu and Kashmir,Anantnag,Principal District Judge
545,12,6,2,Jammu and Kashmir,Pulwama,Principal District Judge
546,12,7,3,Jammu and Kashmir,Ganderbal,Principal District Judge
547,12,8,2,Jammu and Kashmir,Budgam,Principal District Judge
548,12,9,2,Jammu and Kashmir,Reasi,Principal District Judge
549,12,10,2,Jammu and Kashmir,Shopian,Principal District Judge Shopian
550,12,11,2,Jammu and Kashmir,Kupwara,Principal District Judge
551,12,11,5,Jammu and Kashmir,Kupwara,Principal District Judge
552,12,12,2,Jammu and Kashmir,Poonch,Pr Distt judge
553,12,13,2,Jammu and Kashmir,Rajouri,Principal District Judge
554,12,14,2,Jammu and Kashmir,Ramban,Principal District Judge
555,12,15,2,Jammu and Kashmir,Doda,Principal District Judge
556,12,15,7,Jammu and Kashmir,Doda,Principal District Judge
557,12,18,2,Jammu and Kashmir,Bandipora,Principal District Judge
558,12,19,2,Jammu and Kashmir,Jammu,Principal District Judge
559,12,20,2,Jammu and Kashmir,Kulgam,Principal District Judge
560,12,22,2,Jammu and Kashmir,Kishtwar,Principal District Judge
561,13,1,2,Uttar Pradesh,Allahabad,District and Sessions Judge
562,13,2,2,Uttar Pradesh,Bareilly,District and  Sessions Judge
563,13,3,2,Uttar Pradesh,Gorakhpur,District and Sessions Judge
564,13,4,2,Uttar Pradesh,Hardoi,District and Session Judge
565,13,5,2,Uttar Pradesh,Chitrakoot,District and Sessions Judge
566,13,6,2,Uttar Pradesh,Meerut,District and Sessions Judge
567,13,7,2,Uttar Pradesh,Bahraich,District and Sessions Judge Bahraich
568,13,8,2,Uttar Pradesh,Ghaziabad,District Sessions Judge
569,13,9,2,Uttar Pradesh,Fatehpur,District and Session Court
570,13,10,2,Uttar Pradesh,Lakhimpur,District and Sessions Judge
571,13,10,9,Uttar Pradesh,Lakhimpur,District and Sessions Judge
572,13,11,2,Uttar Pradesh,Shravasti,District and Sessions Judge
573,13,12,2,Uttar Pradesh,Jaunpur,District  and Sessions Judge
574,13,13,2,Uttar Pradesh,Pilibhit,District and Sessions Judge
575,13,14,2,Uttar Pradesh,Mainpuri,District  Session Judge
576,3,27,1,Karnataka,CHAMRAJNAGAR,Prl. District and Sessions Judge
578,13,15,2,Uttar Pradesh,Ambedkar Nagar,District and  Sessions Judge
579,13,16,2,Uttar Pradesh,Sitapur,District and Sessions Judge
580,13,17,2,Uttar Pradesh,Auraiya,District and Sessions Judge
581,13,18,2,Uttar Pradesh,Budaun,District and Session Judge
582,13,19,2,Uttar Pradesh,Kanpur Nagar,District and Sessions Judge
583,13,20,2,Uttar Pradesh,Gautam Buddha Nagar,District and Session Judge
584,13,21,2,Uttar Pradesh,Ballia,District and Sessions Judge
585,13,23,2,Uttar Pradesh,Lalitpur,District and Sessions Judge
586,13,24,2,Uttar Pradesh,Lucknow,District and Sessions Judge Lucknow
587,13,25,2,Uttar Pradesh,Etah,District And Sessions Judge
588,13,26,2,Uttar Pradesh,Muzaffarnagar,District and Session judge
589,13,27,2,Uttar Pradesh,Varanasi,District and Sessions Judge
590,13,28,2,Uttar Pradesh,Ghazipur,District and Sessions Judge
591,13,29,2,Uttar Pradesh,Firozabad,District And Sessions Judge
592,13,30,2,Uttar Pradesh,Agra,District Judge
593,13,31,2,Uttar Pradesh,Pratapgarh,District and session judge
594,3,28,1,Karnataka,RAMANAGARAM,PRL.DISTRICT AND SESSIONS JUDGE
596,13,33,2,Uttar Pradesh,Etawah,District and Sessions Judge
597,13,34,2,Uttar Pradesh,Kushinagar,District and Sessions Court
598,13,35,2,Uttar Pradesh,Jyotiba Phule Nagar,District and Sessions Judge
599,13,36,2,Uttar Pradesh,Barabanki,District and Sessions Judge
600,13,38,2,Uttar Pradesh,Mahoba,District Session Judge
601,13,39,2,Uttar Pradesh,Banda,District and Sessions Judge
602,13,40,2,Uttar Pradesh,Kanshi Ram Nagar,District and Sessions Judge
603,13,41,2,Uttar Pradesh,Deoria,District and Sessions Judge
604,13,42,2,Uttar Pradesh,Mau,District and Sessions Judge
605,13,43,2,Uttar Pradesh,Aligarh,District and Session Judge
606,13,44,2,Uttar Pradesh,Azamgarh,District and Sessions Judge
607,13,45,2,Uttar Pradesh,Baghpat,District and Session Judge
608,13,46,2,Uttar Pradesh,Basti,District and Session Judge
609,13,47,2,Uttar Pradesh,Bijnor,District and Session Judge
610,13,47,8,Uttar Pradesh,Bijnor,Additional District and Session Judge
611,13,48,2,Uttar Pradesh,Bulandshahr,District and Sessions Court
612,13,48,9,Uttar Pradesh,Bulandshahr,Addl. District and Sessions Judge
613,13,48,11,Uttar Pradesh,Bulandshahr,Addl. District and Sessions Judge
614,13,49,2,Uttar Pradesh,Faizabad,District and session Judge Faizabad
615,13,50,2,Uttar Pradesh,Gonda,District Judge Establishment
616,3,30,1,Karnataka,YADGIR.,District and Sessions Judge
618,13,52,2,Uttar Pradesh,Maharajganj,District and Sessions Judge
619,13,53,2,Uttar Pradesh,Mathura,District and Session Judge
620,13,55,2,Uttar Pradesh,Raebareli,District and Session Judge
621,13,56,2,Uttar Pradesh,Rampur,District and Sessions Judge
622,13,57,2,Uttar Pradesh,Saharanpur,District and Sessions Judge
623,13,57,8,Uttar Pradesh,Saharanpur,Addl. District Sessions Judge
624,13,58,2,Uttar Pradesh,Shahjahanpur,District and Sessions Judge
625,13,59,2,Uttar Pradesh,Siddharthnagar,District and Session Judge
626,13,59,7,Uttar Pradesh,Siddharthnagar,Additional District and Session Judge
627,13,60,2,Uttar Pradesh,Sonbhadra,District & Session Judge
628,13,60,7,Uttar Pradesh,Sonbhadra,Additional District  and Session  Judge  Obra
629,13,61,2,Uttar Pradesh,Sultanpur,District  Sessions Judge
630,13,62,2,Uttar Pradesh,Unnao,District & session Judge
631,13,63,2,Uttar Pradesh,Farrukhabad,District & Sessions Judge
632,13,64,2,Uttar Pradesh,Hamirpur,District and Sessions Judge
633,13,65,2,Uttar Pradesh,Hathras,District and Sessions Judge
634,13,67,2,Uttar Pradesh,Balrampur,District and  Session Judge
635,13,68,2,Uttar Pradesh,Mirzapur,District and Sessions Judge
636,13,69,2,Uttar Pradesh,Kannauj,District and Sessions Judge
637,13,70,2,Uttar Pradesh,Jalaun,District and Sessions Court
638,13,71,2,Uttar Pradesh,Santkabir Nagar,District and Sessions Judge
639,13,73,1,Uttar Pradesh,Hapur,District and Session Court Hapur
640,13,74,1,Uttar Pradesh,Sambhal at Chandausi,Addl. District and Sessions Court
641,13,74,7,Uttar Pradesh,Sambhal at Chandausi,District and Sessions Court
642,13,75,1,Uttar Pradesh,Chandauli,District and Sessions Judge
643,13,76,1,Uttar Pradesh,Shamli,District and session judge
644,13,76,8,Uttar Pradesh,Shamli,Additional district and session judge
645,14,2,1,Haryana,Sirsa,District and Sessions Courts
646,14,3,1,Haryana,Ambala,District and Sessions Court
647,14,6,1,Haryana,Gurugram,District and Sessions Court
648,14,9,1,Haryana,Jind,District and Sessions Court
649,14,10,1,Haryana,Kurukshetra,District  and Sessions Court
650,14,12,1,Haryana,Rohtak,District and Sessions Court Rohtak
651,14,16,1,Haryana,Kaithal,District & Session Judge
652,14,18,1,Haryana,Panipat,District and Sessions Court Panipat
653,15,2,2,Uttarakhand,Pauri Garhwal,District and Sessions Judge
654,15,2,6,Uttarakhand,Pauri Garhwal,Addl. District and Sessions Judge
655,15,3,2,Uttarakhand,Tehri Garhwal,District and Sessions Judge
656,15,6,2,Uttarakhand,Uttarkashi,District and  Sessions Judge Uttarkashi
657,15,7,2,Uttarakhand,Almora,District and Session Judge
658,15,8,2,Uttarakhand,Chamoli,District and Sessions Judge
659,15,9,1,Uttarakhand,Haridwar,District and Sessions Judge
660,15,9,6,Uttarakhand,Haridwar,Additional District and Session Judge
661,15,13,2,Uttarakhand,Champawat,District and Sessions Judge
662,15,14,2,Uttarakhand,Bageshwar,District and Session Judge
663,15,15,2,Uttarakhand,Pithoragarh,District And Sessions Judge
664,16,1,2,West Bengal,Malda,District and Sessions Judge
665,4,10,1,Kerala,Kottayam,District and Sessions Court
667,16,2,10,West Bengal,Hooghly,ADDITIONAL DISTRICT AND SESSIONS JUDGE
668,16,2,14,West Bengal,Hooghly,ADDL. DISTRICT & SESSIONS JUDGE
669,16,4,6,West Bengal,Jalpaiguri,Additional District  and Sessions Judge
670,16,4,8,West Bengal,Jalpaiguri,Addl Dist  and Sessions Judge Court
671,16,6,2,West Bengal,Coochbehar,District and Sessions Judge 
672,16,6,13,West Bengal,Coochbehar,Additional District & Sessions Judge 
673,16,7,2,West Bengal,Paschim Medinpur,district and session judge
674,16,8,2,West Bengal,Birbhum,District and Sessions Judges
675,16,9,2,West Bengal,Purba Medinipur,District and Sessions Judge
676,16,9,6,West Bengal,Purba Medinipur,Addl. District & Session Judge
677,16,9,10,West Bengal,Purba Medinipur,Addl District and Seesion Judge
678,16,10,2,West Bengal,Purulia,District and Session Judge Purulia
679,16,11,2,West Bengal,Howrah,District and Sessions Judge
680,16,11,6,West Bengal,Howrah,Additional District And Sessions Judge
681,16,11,9,West Bengal,Howrah,Additional District Judge Uluberia
682,16,12,2,West Bengal,Murshidabad,District and Session Judge
683,16,12,6,West Bengal,Murshidabad,Addl District and Session Judge
684,4,15,19,Kerala,Kollam,District and sessions court
686,16,12,11,West Bengal,Murshidabad,Additional District and Sessions Judge
687,16,12,15,West Bengal,Murshidabad,Additional District and sessions Judge
688,16,14,3,West Bengal,North  Twenty Four Parganas,Barasat District Judge
689,16,14,13,West Bengal,North  Twenty Four Parganas,Barrackpore Addl. District &
690,16,17,2,West Bengal,Darjeeling,District and Sessions Judge Court
691,16,17,6,West Bengal,Darjeeling,Additional District  Sessions Judge 1 st Court
692,16,17,18,West Bengal,Darjeeling,Additional District and Sessions Judge
693,16,18,2,West Bengal,Purba Bardhaman,District and Sessions Judge
694,16,18,18,West Bengal,Purba Bardhaman,Additional district and Sessions Judge
695,16,19,1,West Bengal,Bankura,District and Sessions Judge 
696,16,19,5,West Bengal,Bankura,Addl. District Judge
697,16,19,9,West Bengal,Bankura,Addl. District Judge
698,16,20,1,West Bengal,South Twenty Four Parganas,District and Sessions Judge
699,16,20,5,West Bengal,South Twenty Four Parganas,Additional District Judge
700,16,20,7,West Bengal,South Twenty Four Parganas,Additional District Judge
701,16,20,11,West Bengal,South Twenty Four Parganas,Additional District and
702,16,20,16,West Bengal,South Twenty Four Parganas,Additional District Judge
703,16,20,19,West Bengal,South Twenty Four Parganas,Additional District Judge
704,16,21,1,West Bengal,North Dinajpur,District and Sessions Judge Raiganj
705,16,21,5,West Bengal,North Dinajpur,Additional District Judge Islampur
706,16,22,1,West Bengal,Nadia,Addl.District Judge
707,16,22,5,West Bengal,Nadia,District and Sessions Judge
708,16,22,15,West Bengal,Nadia,Addl.District Judge
709,16,22,16,West Bengal,Nadia,Addl. District and Sessions Judge Ranaghat
710,16,22,17,West Bengal,Nadia,Fast Track Court addl. District and Sessions judge
711,16,23,4,West Bengal,kalimpong,District and sessions Judge court
712,16,24,2,West Bengal,Paschim Bardhaman,Additional District And Session Judge
713,16,24,8,West Bengal,Paschim Bardhaman,District and Sessions Judge Court
714,17,11,1,Gujarat,GANDHINAGAR,Gandhinagar District
715,17,11,7,Gujarat,GANDHINAGAR,Kalol Additional District Court
716,17,13,1,Gujarat,Ahmedabad,AHMEDABAD DISTRICT COURT
717,17,13,18,Gujarat,Ahmedabad,ADDL DISTRICT COURT
718,17,14,1,Gujarat,SURAT,District Court
719,17,15,1,Gujarat,Mahesana,DISTRICT COURT
720,17,16,1,Gujarat,RAJKOT,DISTRICT COURT - RAJKOT
721,17,16,19,Gujarat,RAJKOT,Addl. District Court - Gondal
722,17,16,21,Gujarat,RAJKOT,Jetpur Additional Dist. Court
723,17,16,22,Gujarat,RAJKOT,Addl. District Court - Dhoraji
724,17,17,1,Gujarat,Amreli,DISTRICT AND SESSIONS COURT AMRELI
725,17,17,14,Gujarat,Amreli,ADDI DISTRICT COURT RAJULA
726,17,18,1,Gujarat,Anand,DISTRICT COURT
727,17,18,12,Gujarat,Anand,PETLAD DISTRICT COURT
728,17,19,1,Gujarat,Banaskanth at Palanpur,DISTRICT AND SESSION COURT PALANPUR
729,17,19,18,Gujarat,Banaskanth at Palanpur,ADDITIONAL DISTRICT COURT DEESA
730,17,20,1,Gujarat,Bharuch,DISTRICT COURT
731,17,20,11,Gujarat,Bharuch,Additional District Court
732,17,21,1,Gujarat,Bhavnagar,bhavnagar_district Court
733,17,22,1,Gujarat,Dahod,dahod_district
734,17,23,1,Gujarat,Jamnagar,DISTRICT AND SESSIONS COURT
735,17,24,1,Gujarat,Junagadh,DISTRICT COURT
736,17,24,19,Gujarat,Junagadh,Additional District Court Keshod
737,17,25,1,Gujarat,Kheda at Nadiad,DISTRICT COURT
738,17,26,1,Gujarat,kachchh at Bhuj,District and Sessions Court Bhuj
739,17,27,1,Gujarat,Panchmahal at Godhra,District Court
740,17,27,17,Gujarat,Panchmahal at Godhra,Addl District Court
741,17,28,1,Gujarat,Patan,DISTRICT AND SESSIONS COURT PATAN
742,17,28,13,Gujarat,Patan,ADDL. DISTRICT COURT RADHANPUR
743,17,29,1,Gujarat,Sabarkantha at Himmatnagar,DISTRICT AND SESSIONS COURT
744,17,29,18,Gujarat,Sabarkantha at Himmatnagar,ADDITIONAL DISTRICT AND SESSIONS
745,17,30,1,Gujarat,Surendranagar,District Court
746,17,30,15,Gujarat,Surendranagar,Additional District Court
747,17,31,1,Gujarat,Vadodara,vadodara_district Court
748,17,31,20,Gujarat,Vadodara,Addl District Court - Savli
749,17,32,1,Gujarat,Navsari,navsari_district Court
750,17,33,1,Gujarat,Narmada,DISTRICT COURT
751,17,34,1,Gujarat,Tapi,tapi_district Court
752,17,35,1,Gujarat,Valsad,valsad_district Court
753,17,36,1,Gujarat,Porbandar,DISTRICT AND SESSIONS COURT
754,17,37,1,Gujarat,Gir Somnath at Veraval,District Court Veraval
755,17,37,3,Gujarat,Gir Somnath at Veraval,Additional District Court Una
756,17,38,7,Gujarat,Aravalli at Modasa,Principal District Court Arvalli
757,17,39,1,Gujarat,MORBI,District  Court - Morbi
758,17,40,1,Gujarat,Devbhumi Dwarka at Khambhaliya,DISTRICT COURT DEVBHUMI DWARKA
759,17,41,1,Gujarat,Chhota Udepur,DISTRICT COURT
760,17,42,3,Gujarat,Mahisagar at Lunawada,DISTRICT COURT
761,18,1,1,Chhattisgarh,Korba,District and Sessions Judge Korba
762,18,2,1,Chhattisgarh,Bilaspur,District and Sessions Judge
763,18,3,1,Chhattisgarh,Raipur,District and Sessions Court
764,18,3,7,Chhattisgarh,Raipur,2Additional district judge Gariyaband
765,18,4,1,Chhattisgarh,Surguja,District and Sessions Court Surguja CG
766,6,3,2,Assam,Sivasagar,District and Sessions Judge Court
768,18,5,1,Chhattisgarh,Dhamtari,District and Sessions Court Dhamtari
769,18,5,7,Chhattisgarh,Dhamtari,Additional District And Sessions Camp Court
770,18,6,1,Chhattisgarh,Raigarh,District and Sessions Court Raigarh
771,18,6,5,Chhattisgarh,Raigarh,Addl District and session court
772,18,6,10,Chhattisgarh,Raigarh,Addl. District and Sessions Judge
773,18,7,1,Chhattisgarh,Durg,District and Sessions Court
774,18,9,1,Chhattisgarh,Kawardha,District and Session Judge Kabirdham
775,18,10,1,Chhattisgarh,Rajnandgaon,District And Sessions Judge Rajnandgaon
776,18,10,4,Chhattisgarh,Rajnandgaon,Additional District And Sessions Court
777,18,10,6,Chhattisgarh,Rajnandgaon,Additional District And Sessions
778,18,11,1,Chhattisgarh,Koriya,District and Sessions judge
779,18,11,4,Chhattisgarh,Koriya,Add. District  And Sessions Judge Manendragarh
780,18,12,1,Chhattisgarh,Mahasamund,District and Sessions Court Mahasamund
781,18,12,4,Chhattisgarh,Mahasamund,Additional District and Sessions court
782,18,13,1,Chhattisgarh,Kanker,District And Sessions Judge
783,18,13,3,Chhattisgarh,Kanker,Additional District And Session Judge
784,18,16,1,Chhattisgarh,Jashpur,District And Sessions Judge Jashpur
785,18,16,3,Chhattisgarh,Jashpur,Additional District and Sessions Judge Kunkuri
786,18,16,9,Chhattisgarh,Jashpur,Additional District Judge Pathalgaon
