,state_code,dist_code,court_no,state_name,district_name,court_name
182,5,4,1,Himachal Pradesh,Una,District and Sessions Judge
183,5,5,1,Himachal Pradesh,Solan,District and Sessions Court
184,5,5,11,Himachal Pradesh,Solan,District  & Sessions Judge
185,5,6,17,Himachal Pradesh,Mandi,District and Sessions Court
186,5,7,1,Himachal Pradesh,Bilaspur,District and Sessions Court
187,5,7,2,Himachal Pradesh,Bilaspur,Addl. District and Session Court
188,5,8,1,Himachal Pradesh,Chamba,District and Sessions Judge Chamba
189,5,9,2,Himachal Pradesh,Kinnaur,District  and Sessions Judge
190,5,10,1,Himachal Pradesh,Kullu,District and Session Judge
191,5,11,9,Himachal Pradesh,Shimla,District and Sessions Judge Rohru
192,5,11,10,Himachal Pradesh,Shimla,District and Sessions Judge Shimla
193,6,1,4,Assam,Kamrup Metro,Dist Judge and Addl Dist Judges
194,6,2,2,Assam,Tinsukia,District and Sessions Judge
195,6,3,8,Assam,Sivasagar,Addl Dist and Sessions Judge
196,6,4,2,Assam,Morigaon,District and Sessions Judge
197,6,5,2,Assam,Lakhimpur,District and Sessions Judge
198,6,6,2,Assam,Sonitpur,District and Sessions Judge Sonitpur Tezpur
199,6,6,7,Assam,Sonitpur,Addl District and Sessions Judge
200,6,7,2,Assam,Dibrugarh,District and Sessions Judge
201,6,8,2,Assam,Darrang,District and Sessions Judge
202,6,9,3,Assam,Bongaigaon,District And Sessions Judge
203,6,10,2,Assam,Nagaon,District and Sessions Judge
204,6,10,8,Assam,Nagaon,Addl. District and Sessions Judge FTC
205,6,11,2,Assam,Jorhat,District and Sessions Judge
206,6,12,1,Assam,Karimganj,District and Sessions Judge Court Karimganj
207,6,13,1,Assam,Cachar,District And Sessions Judge Court
208,6,15,1,Assam,Nalbari,District and Sessions Judge
209,6,16,1,Assam,Dhubri,District and Sessions Judge
210,6,16,8,Assam,Dhubri,Additional District and Sessions Judge
211,6,17,1,Assam,Dhemaji,District and Sessions Judge
212,6,18,1,Assam,Goalpara,District and Sessions Judge
213,6,20,1,Assam,Barpeta,District and Sessions Judge
214,6,21,1,Assam,Hailakandi,District and Sessions Judge
215,6,22,1,Assam,Kokrajhar,District and Sessions Judge
216,6,23,2,Assam,Kamrup,District and Sessions Judge
217,6,23,6,Assam,Kamrup,Additional District and Sessions Judge Rangia
218,6,24,3,Assam,Udalguri,District And Sessions Court
219,6,25,6,Assam,Chirang,Additional District and Sessions Judge
220,6,26,1,Assam,Karbi Anglong,District and Sessions Judge
221,6,27,1,Assam,Baksa,District and Sessions Judge
222,7,1,2,Jharkhand,Bokaro,Principal District and  Sessions Judge
223,7,2,2,Jharkhand,Dumka,District and Sessions Courts
224,7,3,1,Jharkhand,Koderma,Principal District  Sessions Judge
225,7,4,2,Jharkhand,West Singhbhum at Chaibasa,District And Sessions Court
226,7,5,1,Jharkhand,Gumla,District and Sessions Court
227,7,6,2,Jharkhand,Godda,District and Sessions Courts
228,7,7,2,Jharkhand,Hazaribagh,Principal District & Sessions Judge Hazaribag
229,7,8,4,Jharkhand,Lohardaga,Principal District Judge
230,7,9,4,Jharkhand,Dhanbad,District and Sessions Judge Dhanbad
231,7,10,1,Jharkhand,Giridih,District And Sessions Courts Giridih
232,7,11,1,Jharkhand,East Singhbhum at Jamshedpur,District and Sessions Courts
233,7,12,1,Jharkhand,Jamtara,District and Sessions Courts
234,7,14,1,Jharkhand,Pakur,DISTRICT AND SESSIONS COURT PAKUR
235,7,15,1,Jharkhand,Seraikella,District And Sessions Court
236,7,17,1,Jharkhand,Daltonganj,Principal District and Sessions Judge Palamau
237,7,18,1,Jharkhand,Simdega,District And Sessions Court
238,7,19,1,Jharkhand,Latehar,District and Sessions Courts
239,7,20,1,Jharkhand,Garhwa,Principal District Judge
240,7,21,1,Jharkhand,Sahibganj,Principal District Judge Espb
241,7,23,1,Jharkhand,RAMGARH,District and Sessions Judge Courts
242,1,34,1,Maharashtra,Kolhapur,DISTRICT AND SESSIONS COURT KOLHAPUR
244,7,24,1,Jharkhand,KHUNTI,Principal District and Sessions Judge Khunti
245,8,3,2,Bihar,Samastipur,District and Sessions Judge
246,8,17,5,Bihar,Darbhanga,District Sessions Judge Sub-Division
247,8,18,4,Bihar,Madhubani,District & Sessions Judge
248,8,31,1,Bihar,Sitamarhi,District and Sessions Judge
249,8,33,1,Bihar,Bhojpur,District and Sessional Judge Div.
250,8,34,4,Bihar,Bhagalpur,District and Sessional Judge Div.
251,8,35,1,Bihar,Gaya,District and Sessions Judge Div.
252,8,36,1,Bihar,Jehanabad,District and Sessional Judge Div.
253,9,1,11,Rajasthan,Rajsamand,DJ ADJ-Rajsamand District HQ
254,9,2,11,Rajasthan,Alwar,DJ ADJ-Alwar District HQ
255,9,2,12,Rajasthan,Alwar,LABOUR-Alwar District HQ
256,9,3,20,Rajasthan,Dausa,POCSO-Dausa District HQ
257,9,6,8,Rajasthan,Bikaner,DJ ADJ - Bikaner District HQ
258,9,7,11,Rajasthan,Ganganagar,DJ ADJ -Shri Ganganagar District HQ
259,9,7,12,Rajasthan,Ganganagar,WA Cases -Shri Ganganagar District HQ
260,9,8,11,Rajasthan,Merta (Nagaur),DJ-Merta District HQ
261,9,9,12,Rajasthan,Udaipur,DJ ADJ-Udaipur District HQ
262,9,9,18,Rajasthan,Udaipur,Labor-Udaipur District HQ
263,9,9,21,Rajasthan,Udaipur,WAC-Udaipur District HQ
264,9,9,22,Rajasthan,Udaipur,Rent-Udaipur Districe HQ
265,9,11,2,Rajasthan,Hanumangarh,DJ ADJ-Hanumangarh District HQ
266,9,13,13,Rajasthan,Bharatpur,DJ ADJ - Bharatpur District HQ
267,9,13,16,Rajasthan,Bharatpur,SPCL COURT - Bharatpur District HQ
268,9,13,18,Rajasthan,Bharatpur,LABOUR - Bharatpur District HQ
269,9,14,9,Rajasthan,Ajmer,DJ ADJ-Ajmer District HQ
270,9,14,13,Rajasthan,Ajmer,Labor-Ajmer District HQ
271,9,18,2,Rajasthan,Jhunjhunu,DJ ADJ - Jhunjhunu District HQ
272,9,22,17,Rajasthan,Jhalawar,ADJ - Aklera Jhalawar District
273,9,22,23,Rajasthan,Jhalawar,ADJ - Bhawanimandi Jhalawar District
274,9,23,3,Rajasthan,Pratapgarh,DJ ADJ COURT PRATAPGARH DISTRICT HQ
275,9,24,5,Rajasthan,Dungarpur,DJ ADJ Dungarpur District HQ
276,9,25,6,Rajasthan,Banswara,DJ ADJ Banswara District HQ
277,9,25,20,Rajasthan,Banswara,POCSO Banswara District HQ
278,9,26,7,Rajasthan,Sirohi,DJ ADJ-Sirohi District HQ
279,9,27,4,Rajasthan,Balotra Barmer,DJ ADJ-Balotra District HQ
280,9,29,5,Rajasthan,Karauli,DJ ADJ-Karauli District HQ
281,9,30,6,Rajasthan,Chittorgarh,DJ ADJ - Chittorgarh District HQ
282,9,31,11,Rajasthan,Bhilwara,DJ/ADJ - Bhilwara District HQ
283,9,31,19,Rajasthan,Bhilwara,WA - Bhilwara District HQ
284,9,31,32,Rajasthan,Bhilwara,ADDITIONAL DISTRICT SESSION JUDGE GULABPURA
285,9,32,4,Rajasthan,Jaiselmer,DJ-Jaisalmer District HQ
286,9,32,17,Rajasthan,Jaiselmer,Fam-Jaisalmer District HQ
287,9,33,22,Rajasthan,Churu,DJ ADJ DISTRICT HQ CHURU
288,9,34,2,Rajasthan,Dholpur,DJ ADJ - Dholpur District HQ
289,9,34,6,Rajasthan,Dholpur,SPCL - Dholpur District HQ
290,9,35,8,Rajasthan,Sikar,District  & Sessions Judge Sikar HQ
291,9,38,9,Rajasthan,Jaipur District,DJ ADJ-Jaipur District HQ
292,9,38,12,Rajasthan,Jaipur District,Print Statn_CBI Cases_JPR District HQ
293,9,38,14,Rajasthan,Jaipur District,DJ ADJ-Sambhar Lake
294,9,38,20,Rajasthan,Jaipur District,ADJ-Shahpura
295,9,38,34,Rajasthan,Jaipur District,ADJ-Kotputli
296,9,39,1,Rajasthan,Jodhpur District,DJ ADJ-Jodhpur District HQ
297,9,39,14,Rajasthan,Jodhpur District,ADJ Phalodi HQ
298,10,1,2,Tamil Nadu,Dharmapuri,District Munsif cum Judicial
299,10,1,3,Tamil Nadu,Dharmapuri,District Munsif Court
300,10,1,6,Tamil Nadu,Dharmapuri,Principal District and Sessions
301,10,1,9,Tamil Nadu,Dharmapuri,District Munsif Court
302,10,1,10,Tamil Nadu,Dharmapuri,District Munsif Court
303,10,1,17,Tamil Nadu,Dharmapuri,Special District Court to Deal with MCOP
304,10,1,20,Tamil Nadu,Dharmapuri,District Munsif Court
305,10,2,5,Tamil Nadu,Pudukkottai,PRINCIPAL DISTRICT COURT
306,10,2,8,Tamil Nadu,Pudukkottai,DISTRICT MUNSIF COURT
307,10,2,10,Tamil Nadu,Pudukkottai,District Munsif Court
308,10,2,14,Tamil Nadu,Pudukkottai,District Munsif Court
309,10,3,6,Tamil Nadu,Tirunelveli,Principal District Munsif cum Judicial
310,10,3,16,Tamil Nadu,Tirunelveli,II Additional District Court (PCR)
311,10,3,17,Tamil Nadu,Tirunelveli,Principal District Munsif Court
312,10,3,19,Tamil Nadu,Tirunelveli,Principal District Munsif Court
313,10,3,21,Tamil Nadu,Tirunelveli,Additional District Munsif Court
314,10,3,22,Tamil Nadu,Tirunelveli,Principal District Munsif Court
315,10,3,26,Tamil Nadu,Tirunelveli,Additional District - Sessions Court
316,2,4,3,Andhra Pradesh,East Godavari,III Addl. District And Sessions Court
318,10,3,31,Tamil Nadu,Tirunelveli,Principal District Munsif Court
319,10,3,32,Tamil Nadu,Tirunelveli,District Munsif Court
320,10,4,7,Tamil Nadu,Theni,Principal District Court Theni
321,10,4,9,Tamil Nadu,Theni,District Munsif Court Theni
322,10,4,13,Tamil Nadu,Theni,Additional District Court
323,10,4,15,Tamil Nadu,Theni,District Munsif Court
324,10,4,16,Tamil Nadu,Theni,District Munsif Court
325,10,4,20,Tamil Nadu,Theni,District Munsif Court
326,10,4,22,Tamil Nadu,Theni,District Munsif Court
327,10,5,3,Tamil Nadu,Namakkal,District Munsif
328,10,5,8,Tamil Nadu,Namakkal,District Munsif
329,10,5,11,Tamil Nadu,Namakkal,Principal District Munsif
330,10,6,3,Tamil Nadu,Nagapattinam,District Munsif Court
331,10,6,5,Tamil Nadu,Nagapattinam,Principal District Court
332,10,6,8,Tamil Nadu,Nagapattinam,District Munsif Court
333,10,6,11,Tamil Nadu,Nagapattinam,Principal District Munsif Court
334,10,6,16,Tamil Nadu,Nagapattinam,Additional District Court
335,10,7,4,Tamil Nadu,Kanniyakumari,Principal District Munsif Court
336,10,7,5,Tamil Nadu,Kanniyakumari,Principal District Munsiff Court
337,10,7,7,Tamil Nadu,Kanniyakumari,Principal District and Sessions Court
338,10,7,11,Tamil Nadu,Kanniyakumari,Principal District Munsif
339,10,7,13,Tamil Nadu,Kanniyakumari,Principal Dist.Munsiff
340,10,7,23,Tamil Nadu,Kanniyakumari,District Munsif Court
341,10,8,2,Tamil Nadu,Tiruchirappalli,District Munsif Court
342,10,8,4,Tamil Nadu,Tiruchirappalli,District Munsif Court Establishment
343,10,8,5,Tamil Nadu,Tiruchirappalli,District Munsif Court Establishment
344,10,8,9,Tamil Nadu,Tiruchirappalli,Principal District and Session Court
345,10,8,16,Tamil Nadu,Tiruchirappalli,District Munsif Courts Establishment
346,10,8,21,Tamil Nadu,Tiruchirappalli,Principal District Munsif Court
347,10,9,3,Tamil Nadu,Thoothukudi,District Munsif Court Complex
348,10,9,5,Tamil Nadu,Thoothukudi,Principal District court complex
349,10,9,8,Tamil Nadu,Thoothukudi,Principal District Musif court complex
350,10,9,11,Tamil Nadu,Thoothukudi,District Munsif Court
351,10,9,17,Tamil Nadu,Thoothukudi,District Munsif Court
352,10,9,20,Tamil Nadu,Thoothukudi,District Munsif Court
353,10,10,2,Tamil Nadu,Viluppuram,Principal District Munsif
354,10,10,4,Tamil Nadu,Viluppuram,Principal District Munsif
355,10,10,6,Tamil Nadu,Viluppuram,Principal District Munsif Court
356,10,10,10,Tamil Nadu,Viluppuram,Additional District and Sessions
357,10,10,11,Tamil Nadu,Viluppuram,Principal District Munsif
358,10,10,16,Tamil Nadu,Viluppuram,District Munsif Court
359,10,10,17,Tamil Nadu,Viluppuram,Principal District Court Villupuram
360,10,10,23,Tamil Nadu,Viluppuram,Principal District Munsif Villupuram
361,10,10,27,Tamil Nadu,Viluppuram,Additional District Court No.1
362,10,10,28,Tamil Nadu,Viluppuram,Additional District Court No.2
363,10,10,31,Tamil Nadu,Viluppuram,Principal District Munsif
364,10,11,4,Tamil Nadu,Vellore,ADDITIONAL DISTRICT AND SESSIONS JUDGE
365,10,11,5,Tamil Nadu,Vellore,Principal District Munsif
366,10,11,6,Tamil Nadu,Vellore,Addl Dist and Sess Court
367,10,11,7,Tamil Nadu,Vellore,District Munsif Court
368,10,11,10,Tamil Nadu,Vellore,District Munsif
