,state_code,dist_code,court_no,state_name,district_name,court_name,median_decision_days
326,10,5,11,Tamil Nadu,Namakkal,Principal District Munsif,652.0
327,10,6,3,Tamil Nadu,Nagapattinam,District Munsif Court,639.0
328,10,6,5,Tamil Nadu,Nagapattinam,Principal District Court,492.0
329,10,6,8,Tamil Nadu,Nagapattinam,District Munsif Court,680.5
330,10,6,11,Tamil Nadu,Nagapattinam,Principal District Munsif Court,322.0
331,10,6,16,Tamil Nadu,Nagapattinam,Additional District Court,1183.0
332,10,7,4,Tamil Nadu,Kanniyakumari,Principal District Munsif Court,604.0
333,10,7,5,Tamil Nadu,Kanniyakumari,Principal District Munsiff Court,618.0
334,10,7,7,Tamil Nadu,Kanniyakumari,Principal District and Sessions Court,6.0
335,10,7,11,Tamil Nadu,Kanniyakumari,Principal District Munsif,731.0
336,10,7,13,Tamil Nadu,Kanniyakumari,Principal Dist.Munsiff,895.0
337,10,7,23,Tamil Nadu,Kanniyakumari,District Munsif Court,1317.0
338,10,8,2,Tamil Nadu,Tiruchirappalli,District Munsif Court,224.5
339,10,8,4,Tamil Nadu,Tiruchirappalli,District Munsif Court Establishment,617.0
340,10,8,5,Tamil Nadu,Tiruchirappalli,District Munsif Court Establishment,203.0
341,10,8,9,Tamil Nadu,Tiruchirappalli,Principal District and Session Court,9.0
342,10,8,16,Tamil Nadu,Tiruchirappalli,District Munsif Courts Establishment,588.0
343,10,8,21,Tamil Nadu,Tiruchirappalli,Principal District Munsif Court,248.0
344,10,9,3,Tamil Nadu,Thoothukudi,District Munsif Court Complex,553.5
345,10,9,5,Tamil Nadu,Thoothukudi,Principal District court complex,6.0
346,10,9,8,Tamil Nadu,Thoothukudi,Principal District Musif court complex,489.5
347,10,9,11,Tamil Nadu,Thoothukudi,District Munsif Court,526.0
348,10,9,17,Tamil Nadu,Thoothukudi,District Munsif Court,592.5
349,10,9,20,Tamil Nadu,Thoothukudi,District Munsif Court,445.0
350,10,10,2,Tamil Nadu,Viluppuram,Principal District Munsif,357.0
351,10,10,4,Tamil Nadu,Viluppuram,Principal District Munsif,694.0
352,10,10,6,Tamil Nadu,Viluppuram,Principal District Munsif Court,883.0
353,10,10,10,Tamil Nadu,Viluppuram,Additional District and Sessions,493.0
354,10,10,11,Tamil Nadu,Viluppuram,Principal District Munsif,416.5
355,10,10,16,Tamil Nadu,Viluppuram,District Munsif Court,767.0
356,10,10,17,Tamil Nadu,Viluppuram,Principal District Court Villupuram,285.0
357,10,10,23,Tamil Nadu,Viluppuram,Principal District Munsif Villupuram,803.0
358,10,10,27,Tamil Nadu,Viluppuram,Additional District Court No.1,15.0
359,10,10,28,Tamil Nadu,Viluppuram,Additional District Court No.2,456.5
360,10,10,31,Tamil Nadu,Viluppuram,Principal District Munsif,893.0
361,10,11,4,Tamil Nadu,Vellore,ADDITIONAL DISTRICT AND SESSIONS JUDGE,471.0
362,10,11,5,Tamil Nadu,Vellore,Principal District Munsif,531.0
363,10,11,6,Tamil Nadu,Vellore,Addl Dist and Sess Court,32.0
364,10,11,7,Tamil Nadu,Vellore,District Munsif Court,276.0
365,10,11,10,Tamil Nadu,Vellore,District Munsif,344.0
366,10,11,11,Tamil Nadu,Vellore,Distrcit Munsif,665.0
367,10,11,12,Tamil Nadu,Vellore,Principal District Court,214.0
368,10,11,15,Tamil Nadu,Vellore,Principal District Munsif Court,533.0
369,10,11,19,Tamil Nadu,Vellore,District Munsif,575.0
370,10,11,23,Tamil Nadu,Vellore,Principal District Munsif Court,651.0
371,10,11,27,Tamil Nadu,Vellore,DISTRICT MUNSIF,393.0
372,10,11,36,Tamil Nadu,Vellore,District Munsif,959.0
373,10,12,9,Tamil Nadu,Salem,District Munsif Court,1117.0
374,10,12,16,Tamil Nadu,Salem,Special District MCOP Court,503.0
375,10,12,18,Tamil Nadu,Salem,District Munsif,1841.5
376,10,12,21,Tamil Nadu,Salem,Additional District Court (Fast Track),626.0
377,10,12,24,Tamil Nadu,Salem,District Munsif,1443.0
378,10,14,5,Tamil Nadu,Virudhunagar,Additional District Court,475.5
379,10,14,8,Tamil Nadu,Virudhunagar,Principal District Court,432.0
380,10,14,11,Tamil Nadu,Virudhunagar,Principal District Munsif Court,581.0
381,10,14,13,Tamil Nadu,Virudhunagar,District Musif Court,682.0
382,10,14,15,Tamil Nadu,Virudhunagar,District Munsif Court,358.0
383,10,14,18,Tamil Nadu,Virudhunagar,Principal District Munisf Court,1578.5
384,10,15,3,Tamil Nadu,Madurai,Principal District Judge,10.0
385,10,15,4,Tamil Nadu,Madurai,II Addl District Judge for CBI,1273.0
386,10,15,7,Tamil Nadu,Madurai,District Munsif Taluk,779.5
387,10,15,10,Tamil Nadu,Madurai,III Addl District Judge forPCR,514.5
388,10,15,12,Tamil Nadu,Madurai,Principal District Munsif,560.0
389,10,15,14,Tamil Nadu,Madurai,District Munsif Court Thirumangalam,1054.0
390,10,15,15,Tamil Nadu,Madurai,District Munsif Court Complex,967.5
391,10,15,19,Tamil Nadu,Madurai,District Munsif Court,818.0
392,10,15,22,Tamil Nadu,Madurai,Spl District Judge for MCOP cases,554.5
393,10,16,1,Tamil Nadu,The Nilgiris,District court,345.5
394,10,16,2,Tamil Nadu,The Nilgiris,District Munsif Court,336.5
395,10,16,7,Tamil Nadu,The Nilgiris,District Munsif Cum Judicial,399.0
396,10,16,10,Tamil Nadu,The Nilgiris,District Munsif Court,661.5
397,10,17,3,Tamil Nadu,Thanjavur,I ADD DISTRICT COURT(PCR),187.0
398,10,17,4,Tamil Nadu,Thanjavur,III ADDL. DISTRICT COURT,578.0
399,10,17,8,Tamil Nadu,Thanjavur,DISTRICT MUNSIF COURT,465.0
400,10,17,12,Tamil Nadu,Thanjavur,DISTRICT MUNSIF COURT,573.5
401,10,17,13,Tamil Nadu,Thanjavur,SPL DISTRICT COURT MCOP TRIPUNAL ,336.0
402,10,17,18,Tamil Nadu,Thanjavur,Additional District Court,609.0
403,10,17,22,Tamil Nadu,Thanjavur,Principal District Munsif court,977.0
404,10,17,23,Tamil Nadu,Thanjavur,District Munsif Court,707.0
405,10,18,17,Tamil Nadu,Coimbatore,PRINCIPAL DISTRICT MUNSIF COURT,727.0
406,10,18,20,Tamil Nadu,Coimbatore,DISTRICT MUNSIF,611.0
407,10,18,23,Tamil Nadu,Coimbatore,DISTRICT MUNSIF,237.0
408,10,19,2,Tamil Nadu,Karur,The Principal District Court,211.0
409,10,19,5,Tamil Nadu,Karur,The Principal District Munsif Court,594.0
410,10,19,9,Tamil Nadu,Karur,District Munsif Court,796.0
411,10,20,1,Tamil Nadu,Cuddalore,Principal District Judge Cuddalore.,467.0
412,10,20,7,Tamil Nadu,Cuddalore,Additional District Judge III,348.0
413,10,20,12,Tamil Nadu,Cuddalore,District Munsif Court,707.5
414,10,20,16,Tamil Nadu,Cuddalore,Principal District Munsif,620.0
415,10,20,18,Tamil Nadu,Cuddalore,Additional District Judge-II,626.5
416,10,20,19,Tamil Nadu,Cuddalore,Principal  District Munsif,504.0
417,10,20,24,Tamil Nadu,Cuddalore,Principal District Munsif Court,478.0
418,10,21,3,Tamil Nadu,Ramanathapuram,District Munsif Cum Judicial,541.0
419,10,21,5,Tamil Nadu,Ramanathapuram,District Munsif Court,974.0
420,10,21,9,Tamil Nadu,Ramanathapuram,District Munsif,575.0
421,10,21,13,Tamil Nadu,Ramanathapuram,District Munsif Court,610.5
422,10,21,15,Tamil Nadu,Ramanathapuram,Additional District Court,739.5
423,10,22,1,Tamil Nadu,Tiruvannamalai,Principal District and Sessions Court,728.5
424,10,22,8,Tamil Nadu,Tiruvannamalai,District Munsif Court,1136.0
425,10,22,9,Tamil Nadu,Tiruvannamalai,Principal District Munsif Court,648.0
426,10,22,11,Tamil Nadu,Tiruvannamalai,District Munsif Court,713.5
427,10,22,15,Tamil Nadu,Tiruvannamalai,District Munsif Court,1017.0
428,10,22,17,Tamil Nadu,Tiruvannamalai,Principal District Munsif,695.5
429,10,22,21,Tamil Nadu,Tiruvannamalai,Additional District Court,405.5
430,10,22,22,Tamil Nadu,Tiruvannamalai,District Munsif Court,918.0
431,10,23,2,Tamil Nadu,Perambalur,Prl. DISTRICT AND SESSIONS COURT AND MAHILA,194.0
432,10,24,2,Tamil Nadu,Erode,District Munsif,438.5
433,10,24,3,Tamil Nadu,Erode,Principal District Court,199.0
434,10,24,6,Tamil Nadu,Erode,Principal District Munsif,336.0
435,10,24,14,Tamil Nadu,Erode,Additional District Court,308.0
436,10,24,16,Tamil Nadu,Erode,District Munsif,818.0
437,10,24,20,Tamil Nadu,Erode,IV-ADDITIONAL DISTRICT COURT,597.0
438,10,24,22,Tamil Nadu,Erode,Principal District Munsif,238.5
439,10,24,24,Tamil Nadu,Erode,1 Additional District Munsif Court,756.0
440,10,24,25,Tamil Nadu,Erode,Special District Court MCOP Establishment,336.5
441,10,25,6,Tamil Nadu,Tiruvarur,District Munsif Court,466.5
442,10,25,9,Tamil Nadu,Tiruvarur,Principal District Court,341.0
443,10,25,12,Tamil Nadu,Tiruvarur,District Munsif Court,422.0
444,10,25,14,Tamil Nadu,Tiruvarur,District  Munsif,421.0
445,10,26,2,Tamil Nadu,Krishnagiri,Principal District Judge,218.0
446,10,26,4,Tamil Nadu,Krishnagiri,District Munsif,521.5
447,10,26,10,Tamil Nadu,Krishnagiri,District Munsif cum Judicial,36.5
448,10,26,15,Tamil Nadu,Krishnagiri,Additional District Court,592.0
449,10,26,18,Tamil Nadu,Krishnagiri,District Munsif cum Judicial,137.0
450,10,26,19,Tamil Nadu,Krishnagiri,District Munsif Court,902.0
451,10,27,2,Tamil Nadu,Dindigul,Principal District and Sessions Court,414.0
452,10,27,5,Tamil Nadu,Dindigul,Principal District munsif Court,764.5
453,10,27,6,Tamil Nadu,Dindigul,District Munsiff Court,763.0
454,10,27,9,Tamil Nadu,Dindigul,District Munsif,517.0
455,10,27,10,Tamil Nadu,Dindigul,District Munsif cum Judicial,934.5
456,10,27,12,Tamil Nadu,Dindigul,District Munsif court,621.0
457,10,27,19,Tamil Nadu,Dindigul,Additional District Court(FTC),255.0
458,10,27,22,Tamil Nadu,Dindigul,Principal District Munsif Court,2491.5
459,10,28,2,Tamil Nadu,Puducherry,Principal District Court Establishment,561.0
460,10,28,5,Tamil Nadu,Puducherry,Principal District Munsif Establishment,164.0
461,10,28,7,Tamil Nadu,Puducherry,District and  Sessions Court,492.0
462,10,29,3,Tamil Nadu,Sivagangai,District Munsif Court,639.5
463,3,7,1,Karnataka,KOPPAL,Prl.District and Sessions Court Koppal,46.0
464,10,29,12,Tamil Nadu,Sivagangai,DISTRICT MUNSIF COURT,540.0
465,10,30,4,Tamil Nadu,Ariyalur,Principal_District_Court_ Establisment_Ariyalur,48.0
466,10,30,7,Tamil Nadu,Ariyalur,Principal_District_Munsif_Court_Ariyalur,1063.0
467,10,30,8,Tamil Nadu,Ariyalur,District_Munsif_Court_Jayankondam,643.5
468,10,31,4,Tamil Nadu,Kancheepuram,District and Sessions Judge,622.0
469,10,31,7,Tamil Nadu,Kancheepuram,Principal District Munsif,920.5
470,10,31,8,Tamil Nadu,Kancheepuram,Principal District Court,293.0
471,10,31,11,Tamil Nadu,Kancheepuram,District Munsif Court,810.5
472,10,31,13,Tamil Nadu,Kancheepuram,Principal District Munsif,680.0
473,10,31,18,Tamil Nadu,Kancheepuram,District Munsif Court,678.0
474,10,32,5,Tamil Nadu,Tiruvallur,District Munsif Court,1396.0
475,10,32,8,Tamil Nadu,Tiruvallur,District Munsif Court,805.5
476,10,32,12,Tamil Nadu,Tiruvallur,District Munsif Court,884.5
477,10,32,15,Tamil Nadu,Tiruvallur,District Munsif cum Judicial,745.0
478,10,32,19,Tamil Nadu,Tiruvallur,Principal District and Sessions Court,301.0
479,10,32,21,Tamil Nadu,Tiruvallur,Additional District and Sessions Court-II,504.5
480,10,32,24,Tamil Nadu,Tiruvallur,Principal District Munsif,693.0
481,10,33,1,Tamil Nadu,Tiruppur,District Munsif Court,521.5
482,10,33,2,Tamil Nadu,Tiruppur,District Munsif Court,472.0
483,10,33,6,Tamil Nadu,Tiruppur,District Munsif Court,410.0
484,10,33,9,Tamil Nadu,Tiruppur,District Munsif Court,187.0
485,10,33,14,Tamil Nadu,Tiruppur,District Munsif Court,616.0
486,10,33,17,Tamil Nadu,Tiruppur,III Additional District Judge,683.0
487,10,33,19,Tamil Nadu,Tiruppur,District Munsif Court,248.0
488,10,33,20,Tamil Nadu,Tiruppur,Principal District court,655.5
489,11,1,4,Orissa,Cuttack,District and Sessions Court,85.0
490,11,1,7,Orissa,Cuttack,Addl. District and Sessions Judge,129.0
491,11,2,2,Orissa,Kendrapada,District and Sessions Judge,333.0
492,11,3,2,Orissa,Nuapada,District and  Sessions Judge Court Nuapada,235.0
493,11,4,2,Orissa,Ganjam,District Civil and  Sessions Court,351.0
494,11,4,16,Orissa,Ganjam,Additional District Judge,342.0
495,11,4,19,Orissa,Ganjam,Additional District Judge,760.0
496,11,5,2,Orissa,Balasore,District  and Sessions Judge,25.0
497,11,6,3,Orissa,Koraput,District and Sessions Judge,36.0
498,11,6,6,Orissa,Koraput,Addl District and Sessions Jugde,29.0
499,11,7,2,Orissa,Dhenkanal,District and Sessions Judge Dhenkanal,256.0
500,11,7,5,Orissa,Dhenkanal,Additional District and Sessions Judge,270.0
501,11,8,2,Orissa,Khurda,District and Sessions Court,81.0
502,11,8,5,Orissa,Khurda,Addl. District and Sessions Court,486.0
503,11,9,2,Orissa,Gajapati,District and Session Judge,120.0
504,11,10,4,Orissa,Kalahandi,District and Sessions Judge,208.5
505,11,10,8,Orissa,Kalahandi,Additional District  and Sessions Judge,426.5
506,11,11,2,Orissa,Sambalpur,District and Sessions Judge ,19.0
507,11,11,8,Orissa,Sambalpur,Additional District & Session Judge,1190.0
508,11,11,11,Orissa,Sambalpur,Additional District Judge,692.0
509,11,12,3,Orissa,Jharsuguda,District And Sessions Judge,230.0
510,11,13,2,Orissa,Keonjhar,District and Sessions Judge,318.0
511,11,13,8,Orissa,Keonjhar,Additional District and Session Judge,40.0
512,11,13,11,Orissa,Keonjhar,Addl. District and Sessions Judge,13.0
513,11,14,3,Orissa,Jagatsinghpur,Dist and Sessions Judge court Jagatsinghpur,220.0
514,11,15,3,Orissa,Puri,District and Sessions Judge Puri,77.5
515,11,15,14,Orissa,Puri,Additional District and Sessions Judge,28.0
516,11,16,2,Orissa,Sundargarh,District and Sessions Judge Court Sundargarh,777.0
517,11,17,2,Orissa,Balangir,District & Sessions Judge,81.0
518,11,17,6,Orissa,Balangir,Additional District Judge Patnagarh,289.0
519,11,17,8,Orissa,Balangir,Additional District Judge,419.0
520,11,17,11,Orissa,Balangir,Additional District Judge,37.0
521,11,18,2,Orissa,Bhadrak,District and Sessions Judge,19.0
522,11,19,2,Orissa,Jajpur,District and Sessions Judge,301.0
523,11,20,2,Orissa,Sonepur,District and  Sessions Judge,16.0
524,11,21,2,Orissa,Rayagada,District and Sessions Court,84.0
525,11,22,4,Orissa,Nayagarh,District & Sessions Judge Court,27.0
526,11,26,2,Orissa,Mayurbhanj,District and Sessions Judge Court,575.0
527,11,26,5,Orissa,Mayurbhanj,Addl. District and Sessions Judge,648.0
528,11,26,12,Orissa,Mayurbhanj,Additional District and Sessions Judge,538.5
529,11,27,2,Orissa,Anugul,District and Sessions Judge,85.0
530,11,27,5,Orissa,Anugul,Additional District and Sessions Judge,541.0
531,11,29,1,Orissa,Bargarh,District and Sessions Judge Court,749.0
532,11,29,9,Orissa,Bargarh,Addl. District and Sessions Judge Padampur,927.0
533,11,30,1,Orissa,Deogarh,District and Sessions Judge,68.0
534,11,31,1,Orissa,Malkangiri,Additional District and Sessions Judge Malkangiri,479.0
535,11,32,1,Orissa,Nabarangpur,District and Sessions Court ,145.5
536,12,1,2,Jammu and Kashmir,Kathua,Principal District Judge,438.0
537,12,2,2,Jammu and Kashmir,Udhampur,Pr. District Judge ,404.0
538,12,3,3,Jammu and Kashmir,Baramulla,Principal District Judge,370.5
539,12,3,6,Jammu and Kashmir,Baramulla,Additional District Judge,427.0
540,12,4,2,Jammu and Kashmir,Anantnag,Principal District Judge,206.0
541,12,6,2,Jammu and Kashmir,Pulwama,Principal District Judge,216.0
542,12,7,3,Jammu and Kashmir,Ganderbal,Principal District Judge,299.0
543,12,8,2,Jammu and Kashmir,Budgam,Principal District Judge,273.0
544,12,9,2,Jammu and Kashmir,Reasi,Principal District Judge,395.0
545,12,10,2,Jammu and Kashmir,Shopian,Principal District Judge Shopian,406.0
546,12,11,2,Jammu and Kashmir,Kupwara,Principal District Judge,320.5
547,12,11,5,Jammu and Kashmir,Kupwara,Principal District Judge,257.0
548,12,12,2,Jammu and Kashmir,Poonch,Pr Distt judge,368.0
549,12,13,2,Jammu and Kashmir,Rajouri,Principal District Judge,503.0
550,12,14,2,Jammu and Kashmir,Ramban,Principal District Judge,324.5
551,12,15,2,Jammu and Kashmir,Doda,Principal District Judge,363.0
552,12,15,7,Jammu and Kashmir,Doda,Principal District Judge,302.0
553,12,18,2,Jammu and Kashmir,Bandipora,Principal District Judge,420.0
554,12,19,2,Jammu and Kashmir,Jammu,Principal District Judge,364.0
555,12,20,2,Jammu and Kashmir,Kulgam,Principal District Judge,333.0
556,12,22,2,Jammu and Kashmir,Kishtwar,Principal District Judge,270.0
557,13,1,2,Uttar Pradesh,Allahabad,District and Sessions Judge,128.0
558,13,2,2,Uttar Pradesh,Bareilly,District and  Sessions Judge,72.0
559,13,3,2,Uttar Pradesh,Gorakhpur,District and Sessions Judge,48.0
560,13,4,2,Uttar Pradesh,Hardoi,District and Session Judge,191.0
561,13,5,2,Uttar Pradesh,Chitrakoot,District and Sessions Judge,46.0
562,13,6,2,Uttar Pradesh,Meerut,District and Sessions Judge,227.0
563,13,7,2,Uttar Pradesh,Bahraich,District and Sessions Judge Bahraich,118.0
564,13,8,2,Uttar Pradesh,Ghaziabad,District Sessions Judge,30.0
565,13,9,2,Uttar Pradesh,Fatehpur,District and Session Court,38.0
566,13,10,2,Uttar Pradesh,Lakhimpur,District and Sessions Judge,49.0
567,13,10,9,Uttar Pradesh,Lakhimpur,District and Sessions Judge,830.0
568,13,11,2,Uttar Pradesh,Shravasti,District and Sessions Judge,33.0
569,13,12,2,Uttar Pradesh,Jaunpur,District  and Sessions Judge,57.0
570,13,13,2,Uttar Pradesh,Pilibhit,District and Sessions Judge,73.0
571,13,14,2,Uttar Pradesh,Mainpuri,District  Session Judge,307.0
572,3,27,1,Karnataka,CHAMRAJNAGAR,Prl. District and Sessions Judge,43.0
573,13,15,2,Uttar Pradesh,Ambedkar Nagar,District and  Sessions Judge,62.0
574,13,16,2,Uttar Pradesh,Sitapur,District and Sessions Judge,37.0
575,13,17,2,Uttar Pradesh,Auraiya,District and Sessions Judge,112.0
576,13,18,2,Uttar Pradesh,Budaun,District and Session Judge,72.0
577,13,19,2,Uttar Pradesh,Kanpur Nagar,District and Sessions Judge,367.0
578,13,20,2,Uttar Pradesh,Gautam Buddha Nagar,District and Session Judge,21.0
579,13,21,2,Uttar Pradesh,Ballia,District and Sessions Judge,291.0
580,13,23,2,Uttar Pradesh,Lalitpur,District and Sessions Judge,174.0
581,13,24,2,Uttar Pradesh,Lucknow,District and Sessions Judge Lucknow,80.0
582,13,25,2,Uttar Pradesh,Etah,District And Sessions Judge,105.5
583,13,26,2,Uttar Pradesh,Muzaffarnagar,District and Session judge,50.0
584,13,27,2,Uttar Pradesh,Varanasi,District and Sessions Judge,309.0
585,13,28,2,Uttar Pradesh,Ghazipur,District and Sessions Judge,165.0
586,13,29,2,Uttar Pradesh,Firozabad,District And Sessions Judge,53.0
587,13,30,2,Uttar Pradesh,Agra,District Judge,95.0
588,13,31,2,Uttar Pradesh,Pratapgarh,District and session judge,48.0
589,3,28,1,Karnataka,RAMANAGARAM,PRL.DISTRICT AND SESSIONS JUDGE,18.0
590,13,33,2,Uttar Pradesh,Etawah,District and Sessions Judge,267.0
591,13,34,2,Uttar Pradesh,Kushinagar,District and Sessions Court,82.0
592,13,35,2,Uttar Pradesh,Jyotiba Phule Nagar,District and Sessions Judge,42.0
593,13,36,2,Uttar Pradesh,Barabanki,District and Sessions Judge,184.0
594,13,38,2,Uttar Pradesh,Mahoba,District Session Judge,71.0
595,13,39,2,Uttar Pradesh,Banda,District and Sessions Judge,83.0
596,13,40,2,Uttar Pradesh,Kanshi Ram Nagar,District and Sessions Judge,131.0
597,13,41,2,Uttar Pradesh,Deoria,District and Sessions Judge,522.0
598,13,42,2,Uttar Pradesh,Mau,District and Sessions Judge,161.0
599,13,43,2,Uttar Pradesh,Aligarh,District and Session Judge,127.0
600,13,44,2,Uttar Pradesh,Azamgarh,District and Sessions Judge,153.0
601,13,45,2,Uttar Pradesh,Baghpat,District and Session Judge,209.0
602,13,46,2,Uttar Pradesh,Basti,District and Session Judge,193.0
603,13,47,2,Uttar Pradesh,Bijnor,District and Session Judge,95.0
604,13,47,8,Uttar Pradesh,Bijnor,Additional District and Session Judge,338.0
605,13,48,2,Uttar Pradesh,Bulandshahr,District and Sessions Court,65.0
606,13,48,9,Uttar Pradesh,Bulandshahr,Addl. District and Sessions Judge,438.0
607,13,48,11,Uttar Pradesh,Bulandshahr,Addl. District and Sessions Judge,481.0
608,13,49,2,Uttar Pradesh,Faizabad,District and session Judge Faizabad,190.0
609,13,50,2,Uttar Pradesh,Gonda,District Judge Establishment,87.0
610,3,30,1,Karnataka,YADGIR.,District and Sessions Judge,16.0
611,13,52,2,Uttar Pradesh,Maharajganj,District and Sessions Judge,38.0
612,13,53,2,Uttar Pradesh,Mathura,District and Session Judge,94.0
613,13,55,2,Uttar Pradesh,Raebareli,District and Session Judge,476.0
614,13,56,2,Uttar Pradesh,Rampur,District and Sessions Judge,58.0
615,13,57,2,Uttar Pradesh,Saharanpur,District and Sessions Judge,100.0
616,13,57,8,Uttar Pradesh,Saharanpur,Addl. District Sessions Judge,573.0
617,13,58,2,Uttar Pradesh,Shahjahanpur,District and Sessions Judge,83.0
618,13,59,2,Uttar Pradesh,Siddharthnagar,District and Session Judge,201.0
619,13,59,7,Uttar Pradesh,Siddharthnagar,Additional District and Session Judge,262.0
620,13,60,2,Uttar Pradesh,Sonbhadra,District & Session Judge,57.0
621,13,60,7,Uttar Pradesh,Sonbhadra,Additional District  and Session  Judge  Obra,564.0
622,13,61,2,Uttar Pradesh,Sultanpur,District  Sessions Judge,163.0
623,13,62,2,Uttar Pradesh,Unnao,District & session Judge,75.0
624,13,63,2,Uttar Pradesh,Farrukhabad,District & Sessions Judge,143.0
625,13,64,2,Uttar Pradesh,Hamirpur,District and Sessions Judge,76.0
626,13,65,2,Uttar Pradesh,Hathras,District and Sessions Judge,212.0
627,13,67,2,Uttar Pradesh,Balrampur,District and  Session Judge,125.0
628,13,68,2,Uttar Pradesh,Mirzapur,District and Sessions Judge,133.0
629,13,69,2,Uttar Pradesh,Kannauj,District and Sessions Judge,255.0
630,13,70,2,Uttar Pradesh,Jalaun,District and Sessions Court,438.0
631,13,71,2,Uttar Pradesh,Santkabir Nagar,District and Sessions Judge,111.0
632,13,73,1,Uttar Pradesh,Hapur,District and Session Court Hapur,29.0
633,13,74,1,Uttar Pradesh,Sambhal at Chandausi,Addl. District and Sessions Court,349.5
634,13,74,7,Uttar Pradesh,Sambhal at Chandausi,District and Sessions Court,26.0
635,13,75,1,Uttar Pradesh,Chandauli,District and Sessions Judge,622.0
636,13,76,1,Uttar Pradesh,Shamli,District and session judge,195.0
637,13,76,8,Uttar Pradesh,Shamli,Additional district and session judge,575.0
638,14,2,1,Haryana,Sirsa,District and Sessions Courts,104.0
639,14,3,1,Haryana,Ambala,District and Sessions Court,183.0
640,14,6,1,Haryana,Gurugram,District and Sessions Court,168.0
641,14,9,1,Haryana,Jind,District and Sessions Court,186.0
642,14,10,1,Haryana,Kurukshetra,District  and Sessions Court,161.0
643,14,12,1,Haryana,Rohtak,District and Sessions Court Rohtak,152.0
644,14,16,1,Haryana,Kaithal,District & Session Judge,168.0
645,14,18,1,Haryana,Panipat,District and Sessions Court Panipat,185.0
646,15,2,2,Uttarakhand,Pauri Garhwal,District and Sessions Judge,238.5
647,15,2,6,Uttarakhand,Pauri Garhwal,Addl. District and Sessions Judge,292.0
648,15,3,2,Uttarakhand,Tehri Garhwal,District and Sessions Judge,158.0
649,15,6,2,Uttarakhand,Uttarkashi,District and  Sessions Judge Uttarkashi,258.0
650,15,7,2,Uttarakhand,Almora,District and Session Judge,136.0
651,15,8,2,Uttarakhand,Chamoli,District and Sessions Judge,369.0
652,15,9,1,Uttarakhand,Haridwar,District and Sessions Judge,256.0
653,15,9,6,Uttarakhand,Haridwar,Additional District and Session Judge,287.0
654,15,13,2,Uttarakhand,Champawat,District and Sessions Judge,75.0
655,15,14,2,Uttarakhand,Bageshwar,District and Session Judge,64.0
656,15,15,2,Uttarakhand,Pithoragarh,District And Sessions Judge,263.5
657,16,1,2,West Bengal,Malda,District and Sessions Judge,21.0
658,4,10,1,Kerala,Kottayam,District and Sessions Court,152.0
659,16,2,10,West Bengal,Hooghly,ADDITIONAL DISTRICT AND SESSIONS JUDGE,183.0
660,16,2,14,West Bengal,Hooghly,ADDL. DISTRICT & SESSIONS JUDGE,306.0
661,16,4,6,West Bengal,Jalpaiguri,Additional District  and Sessions Judge,438.0
662,16,4,8,West Bengal,Jalpaiguri,Addl Dist  and Sessions Judge Court,212.0
663,16,6,2,West Bengal,Coochbehar,District and Sessions Judge ,19.0
664,16,6,13,West Bengal,Coochbehar,Additional District & Sessions Judge ,195.5
665,16,7,2,West Bengal,Paschim Medinpur,district and session judge,36.0
666,16,8,2,West Bengal,Birbhum,District and Sessions Judges,236.0
667,16,9,2,West Bengal,Purba Medinipur,District and Sessions Judge,183.0
668,16,9,6,West Bengal,Purba Medinipur,Addl. District & Session Judge,411.0
669,16,9,10,West Bengal,Purba Medinipur,Addl District and Seesion Judge,174.0
670,16,10,2,West Bengal,Purulia,District and Session Judge Purulia,68.0
671,16,11,2,West Bengal,Howrah,District and Sessions Judge,185.0
672,16,11,6,West Bengal,Howrah,Additional District And Sessions Judge,263.0
673,16,11,9,West Bengal,Howrah,Additional District Judge Uluberia,39.0
674,16,12,2,West Bengal,Murshidabad,District and Session Judge,34.0
675,16,12,6,West Bengal,Murshidabad,Addl District and Session Judge,19.0
676,4,15,19,Kerala,Kollam,District and sessions court,36.0
677,16,12,11,West Bengal,Murshidabad,Additional District and Sessions Judge,184.0
678,16,12,15,West Bengal,Murshidabad,Additional District and sessions Judge,110.0
679,16,14,3,West Bengal,North  Twenty Four Parganas,Barasat District Judge,261.0
680,16,14,13,West Bengal,North  Twenty Four Parganas,Barrackpore Addl. District &,231.0
681,16,17,2,West Bengal,Darjeeling,District and Sessions Judge Court,71.0
682,16,17,6,West Bengal,Darjeeling,Additional District  Sessions Judge 1 st Court,357.0
683,16,17,18,West Bengal,Darjeeling,Additional District and Sessions Judge,87.0
684,16,18,2,West Bengal,Purba Bardhaman,District and Sessions Judge,171.5
685,16,18,18,West Bengal,Purba Bardhaman,Additional district and Sessions Judge,233.5
686,16,19,1,West Bengal,Bankura,District and Sessions Judge ,272.0
687,16,19,5,West Bengal,Bankura,Addl. District Judge,605.0
688,16,19,9,West Bengal,Bankura,Addl. District Judge,334.0
689,16,20,1,West Bengal,South Twenty Four Parganas,District and Sessions Judge,252.0
690,16,20,5,West Bengal,South Twenty Four Parganas,Additional District Judge,364.0
691,16,20,7,West Bengal,South Twenty Four Parganas,Additional District Judge,112.0
692,16,20,11,West Bengal,South Twenty Four Parganas,Additional District and,18.0
693,16,20,16,West Bengal,South Twenty Four Parganas,Additional District Judge,570.0
694,16,20,19,West Bengal,South Twenty Four Parganas,Additional District Judge,195.5
