year,state_code,dist_code,court_no,num_cases,median_decision_days,mean_decision_days,A_count,B_count,C_count,D_count,E_count
2011,1.0,37.0,2.0,8084,43.0,282.01484413656607,6203,1205,455,221,0
2011,13.0,51.0,2.0,78,2150.0,2022.2948717948718,1,4,22,51,0
2011,13.0,73.0,1.0,81,2004.0,1974.679012345679,0,0,36,45,0
2011,3.0,15.0,18.0,1,3383.0,3383.0,0,0,0,1,0
2011,11.0,6.0,6.0,1,1338.0,1338.0,0,0,1,0,0
2011,13.0,54.0,2.0,107,2415.0,2321.373831775701,0,0,15,92,0
2011,17.0,16.0,19.0,423,150.0,598.8723404255319,263,70,33,57,0
2011,8.0,6.0,2.0,487,1688.0,1686.7392197125257,0,100,176,211,0
2011,1.0,13.0,1.0,582,1548.0,1448.233676975945,94,117,143,228,0
2011,8.0,38.0,1.0,61,2821.0,2828.8196721311474,0,0,0,61,0
2011,16.0,11.0,2.0,193,1822.0,1764.0518134715026,12,21,64,96,0
2011,16.0,10.0,2.0,55,1807.0,1866.8181818181818,0,0,29,26,0
2011,13.0,24.0,2.0,101,1827.0,1865.5445544554455,2,4,44,51,0
2011,7.0,7.0,2.0,57,2194.0,2198.5263157894738,0,0,10,47,0
2011,13.0,56.0,3.0,292,1795.0,1895.2123287671234,1,10,151,130,0
2011,8.0,3.0,2.0,15,2361.0,2148.0,0,2,2,11,0
2011,16.0,7.0,2.0,166,2435.0,2304.614457831325,1,4,28,133,0
2011,13.0,60.0,2.0,59,2610.0,2512.7118644067796,0,0,6,53,0
2011,3.0,27.0,1.0,15,85.0,416.93333333333334,11,2,1,1,0
2011,3.0,18.0,23.0,24,1377.0,1360.7916666666667,0,5,18,1,0
2011,13.0,67.0,2.0,14,2121.0,2192.5714285714284,0,0,4,10,0
2011,11.0,15.0,3.0,19,1764.0,1990.7894736842106,0,0,11,8,0
2011,13.0,22.0,2.0,49,1934.0,1875.5102040816328,0,4,18,27,0
2011,4.0,15.0,19.0,880,710.5,807.6931818181819,319,256,215,90,0
2011,8.0,21.0,2.0,182,1492.5,1622.5879120879122,0,19,102,61,0
2011,13.0,10.0,2.0,260,2227.0,2222.55,0,0,79,181,0
2011,11.0,8.0,2.0,63,1711.0,1704.3809523809523,0,7,30,26,0
2011,13.0,15.0,2.0,87,1879.0,1995.4137931034484,0,1,38,48,0
2011,13.0,2.0,2.0,253,2095.0,2088.083003952569,0,0,89,164,0
2011,13.0,36.0,2.0,29,2306.0,2256.3793103448274,0,1,8,20,0
2011,8.0,11.0,1.0,264,1345.5,1529.6742424242425,0,99,81,84,0
2011,11.0,13.0,8.0,34,1079.5,1289.0588235294117,0,17,9,8,0
2011,9.0,36.0,11.0,1,422.0,422.0,0,1,0,0,0
2011,3.0,8.0,1.0,519,340.0,617.2003853564547,276,123,81,39,0
2011,8.0,10.0,1.0,299,2011.0,1947.515050167224,0,25,91,183,0
2011,11.0,4.0,13.0,4,2079.0,2008.75,0,0,1,3,0
2011,3.0,4.0,1.0,1275,312.0,590.8933333333333,673,364,119,119,0
2011,7.0,11.0,1.0,493,1461.0,1523.448275862069,2,168,136,187,0
2011,3.0,3.0,1.0,1425,132.0,354.58947368421053,886,412,114,13,0
2011,13.0,63.0,2.0,65,2194.0,2183.153846153846,1,0,12,52,0
2011,17.0,21.0,1.0,1473,1090.0,1251.3930753564155,306,436,320,411,0
2011,3.0,21.0,5.0,25,867.0,868.36,0,22,3,0,0
2011,16.0,12.0,2.0,232,2050.0,2045.3706896551723,0,4,86,142,0
2011,13.0,62.0,2.0,48,2005.5,1999.2083333333333,2,0,15,31,0
2011,13.0,54.0,3.0,186,2378.5,2280.6774193548385,0,0,36,150,0
2011,13.0,30.0,2.0,405,1929.0,1938.3061728395062,3,47,107,248,0
2011,16.0,9.0,2.0,356,1838.5,1898.0955056179776,1,19,151,185,0
2011,24.0,2.0,3.0,17,785.0,826.8823529411765,0,15,2,0,0
2011,13.0,3.0,2.0,127,1882.0,1941.5118110236222,0,2,50,75,0
2011,3.0,12.0,1.0,336,141.0,203.27380952380952,296,32,5,3,0
2011,3.0,24.0,17.0,218,1633.0,1702.8302752293578,0,0,152,66,0
2011,13.0,48.0,2.0,176,1935.5,1907.2670454545455,0,27,56,93,0
2011,13.0,2.0,3.0,240,2150.5,2138.2833333333333,0,3,52,185,0
2011,13.0,39.0,2.0,53,1773.0,1785.2830188679245,0,9,20,24,0
2011,1.0,12.0,1.0,626,230.0,517.1581469648562,338,172,84,32,0
2011,3.0,7.0,1.0,82,7.0,49.73170731707317,81,0,1,0,0
2011,1.0,3.0,2.0,3155,128.0,617.158795562599,1786,578,442,349,0
2011,16.0,14.0,14.0,138,1739.0,1896.123188405797,0,4,78,56,0
2011,7.0,6.0,2.0,313,1675.0,1692.6198083067093,5,63,104,141,0
2011,5.0,11.0,11.0,149,2513.0,2579.9060402684563,0,0,0,149,0
2011,13.0,9.0,2.0,527,866.0,983.8292220113852,170,133,138,86,0
2011,10.0,23.0,2.0,3,2527.0,2087.3333333333335,0,1,0,2,0
2011,8.0,22.0,2.0,156,2012.5,2007.4166666666667,0,4,55,97,0
2011,7.0,20.0,1.0,97,2113.0,2031.659793814433,0,8,25,64,0
2011,7.0,2.0,2.0,301,1651.0,1591.8870431893688,10,71,81,139,0
2011,7.0,1.0,2.0,37,1201.0,1495.918918918919,3,11,8,15,0
2011,24.0,1.0,2.0,33,792.0,764.6969696969697,0,31,2,0,0
2011,17.0,20.0,1.0,1758,212.0,505.3213879408419,999,559,67,133,0
2011,13.0,53.0,2.0,78,1900.0,2003.448717948718,0,0,32,46,0
2011,9.0,9.0,12.0,43,2243.0,2188.6511627906975,0,3,6,34,0
2011,22.0,13.0,1.0,31,1504.0,1619.3225806451612,0,3,20,8,0
2011,8.0,28.0,2.0,490,1516.5,1621.795918367347,0,99,219,172,0
2011,3.0,12.0,16.0,14,483.5,532.2142857142857,2,11,0,1,0
2011,9.0,5.0,7.0,91,1632.0,1397.076923076923,12,22,24,33,0
2011,15.0,13.0,3.0,204,265.0,423.8137254901961,117,71,15,1,0
2011,13.0,42.0,2.0,43,2369.0,2362.279069767442,0,0,6,37,0
2011,3.0,27.0,8.0,9,1286.0,1347.7777777777778,3,1,1,4,0
2011,17.0,15.0,1.0,3368,294.5,679.4299287410927,1843,729,193,603,0
2011,25.0,1.0,6.0,7,1443.0,1438.857142857143,0,2,4,1,0
2011,16.0,11.0,9.0,4,2238.5,2143.5,0,0,1,3,0
2011,13.0,1.0,2.0,757,1906.0,2038.776750330251,1,2,341,413,0
2011,1.0,25.0,4.0,1808,171.5,721.4424778761062,1024,245,201,338,0
2011,11.0,17.0,11.0,3,2187.0,2211.3333333333335,0,0,0,3,0
2011,3.0,5.0,1.0,32,239.0,519.6875,20,6,3,3,0
2011,7.0,17.0,1.0,56,1923.5,1819.1785714285713,0,9,15,32,0
2011,11.0,9.0,2.0,5,2147.0,2139.6,0,0,0,5,0
2011,8.0,25.0,1.0,121,1913.0,1934.6363636363637,0,7,38,76,0
2011,3.0,18.0,22.0,22,1216.0,1157.9545454545455,0,9,11,2,0
2011,13.0,47.0,2.0,67,2214.0,2179.5671641791046,0,0,13,54,0
2011,6.0,17.0,1.0,111,591.0,738.4324324324324,24,67,15,5,0
2011,13.0,59.0,3.0,141,1991.0,2138.978723404255,1,0,40,100,0
2011,13.0,58.0,2.0,191,1815.0,1903.3560209424083,3,17,79,92,0
2011,13.0,45.0,2.0,63,1889.0,1896.7777777777778,0,0,21,42,0
2011,15.0,14.0,3.0,1,2338.0,2338.0,0,0,0,1,0
2011,8.0,23.0,2.0,564,1628.5,1631.8102836879432,0,140,214,210,0
2011,13.0,4.0,2.0,68,2620.0,2555.073529411765,0,1,4,63,0
2011,15.0,13.0,2.0,7,638.0,944.7142857142857,0,5,1,1,0
2011,1.0,24.0,1.0,1975,77.0,553.3367088607595,1368,157,185,265,0
2011,17.0,40.0,1.0,358,1380.0,1308.231843575419,131,13,51,163,0
2011,22.0,19.0,1.0,54,1499.0,1738.0740740740741,0,0,37,17,0
2011,13.0,28.0,2.0,8,1861.0,1925.625,0,0,4,4,0
2011,13.0,66.0,13.0,50,2513.0,2423.4,0,0,4,46,0
2011,22.0,14.0,1.0,250,1103.5,1123.616,0,123,125,2,0
2011,9.0,22.0,7.0,100,1799.0,1866.46,0,0,52,48,0
2011,1.0,21.0,25.0,1085,208.0,691.073732718894,603,210,96,176,0
2011,6.0,21.0,1.0,186,947.5,989.5698924731183,5,126,45,10,0
2011,24.0,4.0,5.0,8,911.5,1089.375,0,6,1,1,0
2011,17.0,11.0,7.0,43,1604.0,1727.139534883721,0,8,18,17,0
2011,16.0,18.0,2.0,56,2327.0,2114.0178571428573,2,1,18,35,0
2011,10.0,30.0,4.0,2,2209.5,2209.5,0,0,0,2,0
2011,8.0,15.0,3.0,90,1957.0,2007.5,0,0,33,57,0
2011,13.0,27.0,8.0,2,2593.0,2593.0,0,0,0,2,0
2011,7.0,18.0,1.0,3,1825.0,2054.3333333333335,0,0,2,1,0
2011,8.0,30.0,4.0,107,2813.0,2846.467289719626,0,0,0,107,0
2011,13.0,71.0,2.0,66,2670.5,2589.3333333333335,0,0,8,58,0
2011,7.0,8.0,4.0,16,2279.0,2081.5,0,1,2,13,0
2011,8.0,39.0,1.0,42,2933.0,2930.3809523809523,0,0,0,42,0
2011,13.0,34.0,2.0,89,2096.0,2113.808988764045,0,3,33,53,0
2011,13.0,55.0,3.0,166,2126.0,2152.5722891566265,0,1,44,121,0
2011,6.0,11.0,2.0,72,1295.0,1287.236111111111,8,21,23,20,0
2011,13.0,22.0,3.0,655,1470.0,1454.5358778625955,13,200,249,193,0
2011,13.0,46.0,3.0,205,2403.0,2374.7170731707315,0,2,30,173,0
2011,7.0,21.0,1.0,130,901.0,1199.4153846153847,7,64,26,33,0
2011,11.0,10.0,4.0,9,1693.0,1863.7777777777778,0,0,5,4,0
2011,8.0,9.0,2.0,553,1376.0,1529.4502712477397,0,122,266,165,0
2011,13.0,70.0,3.0,68,2473.0,2393.514705882353,0,0,10,58,0
2011,1.0,25.0,1.0,8025,56.0,459.7535202492212,5484,1118,777,646,0
2011,5.0,7.0,1.0,2,735.0,735.0,0,2,0,0,0
2011,7.0,23.0,1.0,45,2726.0,2770.9555555555557,0,0,0,45,0
2011,9.0,35.0,28.0,7,2079.0,2258.0,0,0,1,6,0
2011,13.0,57.0,2.0,182,1796.0,1958.1538461538462,0,0,95,87,0
2011,8.0,29.0,1.0,544,1801.5,1804.3786764705883,0,76,204,264,0
2011,13.0,51.0,3.0,138,2514.5,2376.985507246377,0,0,23,115,0
2011,13.0,25.0,2.0,220,1998.5,2018.7363636363636,0,1,78,141,0
2011,3.0,26.0,3.0,515,341.0,452.32815533980585,277,190,32,16,0
2011,16.0,22.0,12.0,20,2411.0,2466.55,0,0,0,20,0
2011,10.0,14.0,9.0,8,2578.0,2481.5,0,0,1,7,0
2011,17.0,22.0,12.0,45,2774.0,2815.5333333333333,0,0,0,45,0
2011,14.0,15.0,1.0,56,1076.5,1023.5892857142857,11,18,13,14,0
2011,13.0,63.0,3.0,119,1897.0,2068.9327731092435,1,0,55,63,0
2011,6.0,26.0,3.0,55,2876.0,2838.6545454545453,0,0,0,55,0
2011,22.0,1.0,1.0,107,1548.0,1633.6542056074766,1,15,52,39,0
2011,13.0,61.0,2.0,147,2493.0,2379.904761904762,1,0,23,123,0
2011,13.0,29.0,3.0,236,1360.0,1462.2796610169491,0,68,104,64,0
2011,13.0,7.0,3.0,512,1851.0,1918.49609375,0,14,230,268,0
2011,13.0,43.0,3.0,188,2142.0,2209.7978723404253,0,0,35,153,0
2011,17.0,18.0,1.0,2230,695.0,965.8354260089686,870,491,328,541,0
2011,9.0,33.0,22.0,21,2278.0,2256.3809523809523,0,0,1,20,0
2011,13.0,65.0,3.0,62,1857.0,2014.7096774193549,0,4,25,33,0
2011,22.0,17.0,1.0,247,1953.0,1875.1457489878542,1,13,60,173,0
2011,1.0,8.0,1.0,2286,123.0,465.745406824147,1429,447,298,112,0
2011,13.0,30.0,3.0,584,1935.0,1901.3030821917807,1,71,185,327,0
2011,10.0,33.0,22.0,1205,1984.0,1926.3983402489628,0,13,442,750,0
2011,13.0,7.0,2.0,298,1862.5,1950.4127516778524,1,10,129,158,0
2011,13.0,58.0,3.0,1097,1519.0,1631.7192342752962,2,214,504,377,0
2011,22.0,6.0,1.0,47,1047.0,900.8085106382979,15,11,17,4,0
2011,17.0,26.0,1.0,602,1388.0,1531.7956810631229,82,157,106,257,0
2011,9.0,20.0,27.0,1,2118.0,2118.0,0,0,0,1,0
2011,3.0,29.0,7.0,284,63.5,324.7077464788732,214,30,35,5,0
2011,9.0,26.0,7.0,6,2615.5,2537.3333333333335,0,0,0,6,0
2011,13.0,52.0,3.0,734,1947.5,2124.1702997275206,0,3,115,616,0
2011,1.0,21.0,1.0,4557,200.0,547.7891156462586,2738,901,493,425,0
2011,13.0,5.0,3.0,211,1655.0,1759.0805687203792,0,0,138,73,0
2011,6.0,16.0,1.0,143,1085.0,1209.006993006993,0,74,50,19,0
2011,15.0,7.0,3.0,116,371.5,506.0,58,50,2,6,0
2011,13.0,3.0,3.0,337,2090.0,2014.551928783383,0,3,132,202,0
2011,9.0,28.0,10.0,178,1672.0,1556.247191011236,10,45,48,75,0
2011,1.0,12.0,2.0,1300,38.0,153.82538461538462,1140,135,16,9,0
2011,10.0,19.0,2.0,1,122.0,122.0,1,0,0,0,0
2011,13.0,48.0,3.0,1138,1021.5,1183.9648506151143,7,585,335,211,0
2011,31.0,1.0,1.0,138,143.0,479.036231884058,93,27,6,12,0
2011,14.0,7.0,5.0,64,1412.0,1507.015625,0,0,59,5,0
2011,9.0,36.0,8.0,34,1018.0,1145.4411764705883,0,22,8,4,0
2011,5.0,5.0,12.0,1,2668.0,2668.0,0,0,0,1,0
2011,12.0,5.0,3.0,112,1463.5,1368.732142857143,15,31,32,34,0
2011,21.0,2.0,3.0,11,2388.0,2465.2727272727275,0,0,0,11,0
2011,14.0,19.0,1.0,4,1318.5,1382.25,0,0,4,0,0
2011,17.0,17.0,1.0,595,466.0,922.7579831932773,259,136,67,133,0
2011,26.0,7.0,1.0,94,2217.5,2213.148936170213,0,0,9,85,0
2011,5.0,2.0,8.0,20,1120.5,1236.1,1,9,7,3,0
2011,3.0,21.0,14.0,327,1197.0,1431.3761467889908,3,129,115,80,0
2011,15.0,8.0,3.0,88,404.5,545.0568181818181,40,38,7,3,0
2011,17.0,22.0,1.0,767,1639.0,1502.277705345502,113,191,114,349,0
2011,16.0,12.0,11.0,108,1553.0,1746.1666666666667,0,1,69,38,0
2011,5.0,10.0,1.0,18,326.0,407.6111111111111,10,8,0,0,0
2011,22.0,5.0,1.0,51,1448.0,1531.8235294117646,0,8,31,12,0
2011,13.0,34.0,3.0,94,1822.5,1906.8510638297873,0,5,42,47,0
2011,13.0,40.0,2.0,153,2006.0,2104.3986928104573,0,0,60,93,0
2011,5.0,10.0,3.0,149,2374.0,2130.993288590604,3,15,14,117,0
2011,1.0,33.0,1.0,176,81.5,391.48295454545456,123,33,11,9,0
2011,16.0,13.0,6.0,4,1553.0,1629.0,0,0,3,1,0
2011,26.0,11.0,1.0,150,2024.0,1915.7,2,17,36,95,0
2011,22.0,4.0,1.0,5,2004.0,1772.0,0,1,1,3,0
2011,25.0,6.0,1.0,2,2730.0,2730.0,0,0,0,2,0
2011,2.0,17.0,1.0,1158,471.0,735.6830742659758,452,449,127,130,0
2011,22.0,2.0,1.0,34,1422.5,1590.1176470588234,0,6,16,12,0
2011,6.0,24.0,3.0,1,2298.0,2298.0,0,0,0,1,0
2011,13.0,25.0,3.0,323,2030.0,2062.1981424148607,0,1,95,227,0
2011,22.0,12.0,1.0,81,995.0,1037.5432098765432,5,46,22,8,0
2011,8.0,13.0,1.0,724,1452.5,1562.1091160220994,0,222,265,237,0
2011,13.0,9.0,3.0,743,1827.0,1653.843876177658,49,98,224,372,0
2011,7.0,16.0,1.0,251,1424.0,1536.7211155378486,2,81,76,92,0
2011,17.0,33.0,1.0,438,213.5,381.3675799086758,274,128,22,14,0
2011,5.0,8.0,4.0,4,1142.5,1092.0,1,0,3,0,0
2011,11.0,30.0,1.0,49,2138.0,2092.183673469388,0,1,7,41,0
2011,26.0,6.0,1.0,888,494.0,641.2308558558559,247,502,60,79,0
2011,14.0,18.0,1.0,19,1272.0,1455.421052631579,0,5,8,6,0
2011,13.0,68.0,2.0,171,1963.0,2012.5964912280701,1,1,59,110,0
2011,4.0,3.0,5.0,216,433.0,541.6064814814815,85,112,18,1,0
2011,15.0,6.0,3.0,29,1151.0,1151.7931034482758,0,11,17,1,0
2011,11.0,13.0,2.0,25,2587.0,2406.8,0,0,3,22,0
2011,1.0,21.0,28.0,442,236.5,738.1357466063348,243,56,71,72,0
2011,15.0,15.0,3.0,1,2646.0,2646.0,0,0,0,1,0
2011,14.0,2.0,1.0,859,335.0,380.57741559953433,459,365,27,8,0
2011,22.0,8.0,1.0,106,1321.0,1418.5,2,23,64,17,0
2011,26.0,9.0,1.0,1077,745.0,975.6109563602599,356,324,185,212,0
2011,25.0,2.0,1.0,2,1239.5,1239.5,0,0,2,0,0
2011,13.0,67.0,3.0,7,2573.0,2445.4285714285716,0,0,0,7,0
2011,14.0,9.0,1.0,69,1073.0,862.8695652173913,30,7,26,6,0
2011,1.0,4.0,1.0,1776,250.5,632.4898648648649,997,375,161,243,0
2011,9.0,14.0,9.0,93,2474.0,2449.483870967742,0,0,0,93,0
2011,15.0,3.0,2.0,1,1079.0,1079.0,0,1,0,0,0
2011,25.0,9.0,1.0,2,1965.5,1965.5,0,0,1,1,0
2011,14.0,16.0,1.0,33,947.0,912.5757575757576,0,29,4,0,0
2011,9.0,33.0,16.0,17,2067.0,2016.4705882352941,0,0,6,11,0
2011,22.0,11.0,1.0,174,645.5,666.2068965517242,45,110,15,4,0
2011,25.0,1.0,1.0,4,1795.0,1864.75,0,0,2,2,0
2011,22.0,9.0,1.0,28,1530.0,1559.357142857143,0,7,13,8,0
2011,1.0,7.0,1.0,2802,362.0,792.4286224125625,1403,477,372,550,0
2011,13.0,16.0,3.0,299,2208.0,2215.3645484949834,0,0,64,235,0
2011,10.0,15.0,6.0,201,2254.0,2169.1890547263683,0,3,39,159,0
2011,3.0,1.0,1.0,1345,193.0,405.3524163568773,899,266,130,50,0
2011,13.0,13.0,3.0,243,1741.0,1816.9012345679012,0,41,89,113,0
2011,16.0,12.0,15.0,23,1517.0,1699.3478260869565,0,0,14,9,0
2011,11.0,14.0,3.0,164,1979.0,2069.737804878049,0,3,60,101,0
2011,14.0,17.0,1.0,75,1331.0,1472.0666666666666,0,20,37,18,0
2011,26.0,5.0,1.0,919,597.0,939.7083786724701,358,251,105,205,0
2011,22.0,18.0,3.0,162,1244.0,1323.4382716049383,0,37,111,14,0
2011,10.0,24.0,4.0,9,2387.0,2346.8888888888887,0,0,2,7,0
2011,26.0,4.0,1.0,1137,594.0,896.6402814423923,380,407,145,205,0
2011,13.0,12.0,3.0,920,1789.5,1787.8434782608695,0,28,481,411,0
2011,31.0,2.0,1.0,442,558.5,830.3280542986425,159,140,93,50,0
2011,13.0,17.0,2.0,643,912.0,1082.679626749611,61,309,174,99,0
2011,9.0,32.0,9.0,2,1405.0,1405.0,0,0,2,0,0
2011,10.0,14.0,8.0,6,2556.0,2297.0,0,0,2,4,0
2011,1.0,18.0,1.0,2201,181.0,569.5356656065425,1278,441,265,217,0
2011,11.0,16.0,9.0,78,1851.5,1824.3076923076924,0,0,35,43,0
2011,13.0,61.0,3.0,298,2173.5,2149.5436241610737,0,0,80,218,0
2011,11.0,21.0,2.0,89,1161.0,1244.9101123595506,0,32,48,9,0
2011,22.0,26.0,1.0,2,1763.5,1763.5,0,0,1,1,0
2011,9.0,7.0,11.0,32,2388.5,2309.375,1,0,0,31,0
2011,9.0,21.0,6.0,118,944.5,1216.322033898305,0,72,19,27,0
2011,1.0,31.0,17.0,268,1430.0,1463.2164179104477,30,84,47,107,0
2011,13.0,27.0,3.0,100,2162.5,2120.55,0,0,38,62,0
2011,6.0,28.0,3.0,7,2752.0,2689.714285714286,0,0,0,7,0
2011,5.0,9.0,2.0,17,2040.0,2104.5882352941176,0,0,4,13,0
2011,7.0,7.0,3.0,311,2467.0,2362.7524115755627,0,4,39,268,0
2011,13.0,50.0,2.0,260,2216.5,2180.6346153846152,0,0,62,198,0
2011,14.0,12.0,1.0,263,974.0,905.4600760456274,52,102,107,2,0
2011,26.0,1.0,1.0,1606,392.0,507.38169364881696,752,675,136,43,0
2011,14.0,7.0,4.0,380,1531.5,1568.8842105263159,0,11,329,40,0
2011,11.0,1.0,7.0,7,1568.0,1802.4285714285713,0,0,5,2,0
2011,22.0,15.0,1.0,37,1508.0,1679.1891891891892,0,1,25,11,0
2011,4.0,4.0,1.0,2798,1047.5,1159.62151536812,583,889,723,603,0
2011,14.0,11.0,1.0,27,1162.0,1188.111111111111,0,2,25,0,0
2011,13.0,69.0,3.0,440,1359.0,1566.7,18,33,244,145,0
2011,1.0,5.0,1.0,1285,924.0,1028.4466926070038,370,332,309,274,0
2011,1.0,36.0,9.0,26,1885.0,2084.153846153846,0,2,10,14,0
2011,9.0,33.0,23.0,11,2230.0,2257.181818181818,0,0,1,10,0
2011,15.0,3.0,3.0,2,1338.0,1338.0,1,0,0,1,0
2011,12.0,1.0,7.0,7,2461.0,2459.8571428571427,0,0,0,7,0
2011,5.0,6.0,17.0,37,1469.0,1492.972972972973,0,9,20,8,0
2011,1.0,19.0,4.0,6117,286.0,670.057217590322,3370,1149,741,857,0
2011,1.0,24.0,2.0,520,47.0,295.875,428,42,24,26,0
2011,10.0,30.0,5.0,4,2199.0,2279.5,0,0,0,4,0
2011,17.0,25.0,1.0,2998,565.0,913.8519012675117,1263,754,311,670,0
2011,22.0,3.0,1.0,11,2037.0,2093.4545454545455,0,0,2,9,0
2011,14.0,14.0,1.0,24,2543.5,2306.6666666666665,0,1,4,19,0
2011,17.0,16.0,1.0,798,2457.0,2208.8233082706765,73,38,14,673,0
2011,9.0,4.0,14.0,824,2457.0,2422.9077669902913,0,0,40,784,0
2011,8.0,18.0,4.0,400,1653.0,1735.1525,0,77,157,166,0
2011,2.0,2.0,1.0,1955,223.0,322.5468030690537,1302,539,69,45,0
2011,10.0,8.0,11.0,6,2565.5,2568.0,0,0,0,6,0
2011,6.0,3.0,8.0,7,2683.0,2708.8571428571427,0,0,0,7,0
2011,13.0,1.0,3.0,533,2190.0,2166.6998123827393,1,1,117,413,1
2011,9.0,2.0,11.0,118,2395.0,2104.1271186440677,0,18,9,91,0
2011,13.0,23.0,2.0,93,2247.0,2182.978494623656,0,2,17,74,0
2011,11.0,24.0,3.0,16,1693.5,1779.875,0,1,8,7,0
2011,12.0,11.0,6.0,18,2510.5,2580.1111111111113,0,0,0,18,0
2011,9.0,14.0,26.0,3,1652.0,1818.0,0,0,2,1,0
2011,5.0,4.0,1.0,31,1555.0,1612.4193548387098,0,3,19,9,0
2011,22.0,16.0,1.0,40,1693.0,1673.225,0,0,31,9,0
2011,10.0,26.0,2.0,34,2740.5,2541.5882352941176,0,0,6,28,0
2011,26.0,3.0,1.0,805,600.0,809.4310559006211,277,309,111,108,0
2011,4.0,3.0,4.0,372,701.5,788.8655913978495,90,187,77,18,0
2011,13.0,46.0,2.0,142,2144.5,2168.260563380282,0,0,41,101,0
2011,13.0,6.0,3.0,612,2097.0,2139.7728758169933,9,22,176,405,0
2011,11.0,16.0,10.0,102,1973.0,1978.2941176470588,0,0,26,76,0
2011,13.0,14.0,2.0,164,2031.5,2215.231707317073,0,1,44,119,0
2011,13.0,53.0,3.0,678,1885.0,2049.255162241888,0,3,260,415,0
2011,15.0,5.0,8.0,733,1250.0,1423.2960436562073,0,269,279,185,0
2011,2.0,2.0,16.0,206,1359.0,1321.631067961165,4,86,46,70,0
2011,6.0,6.0,4.0,1480,984.0,1139.662162162162,259,550,346,325,0
2011,9.0,11.0,13.0,5,2663.0,2569.8,0,0,0,5,0
2011,1.0,30.0,12.0,315,28.0,429.9142857142857,209,56,33,17,0
2011,18.0,7.0,1.0,1446,684.5,959.6154910096819,478,358,358,252,0
2011,14.0,20.0,1.0,92,994.0,869.0978260869565,26,31,29,6,0
2011,8.0,37.0,1.0,8,2764.0,2790.0,0,0,0,8,0
2011,13.0,35.0,3.0,110,1902.0,1904.081818181818,0,0,39,71,0
2011,13.0,59.0,2.0,42,1619.5,1693.3333333333333,0,5,23,14,0
2011,10.0,4.0,7.0,27,783.0,1159.7037037037037,11,3,4,9,0
2011,13.0,2.0,11.0,13,2483.0,2511.6153846153848,0,0,0,13,0
2011,10.0,11.0,12.0,264,322.5,584.2878787878788,139,75,36,14,0
2011,1.0,15.0,2.0,2396,230.0,749.5162771285476,1320,290,342,444,0
2011,27.0,1.0,1.0,1430,746.0,736.3783216783216,298,864,254,14,0
2011,1.0,14.0,1.0,1134,386.0,626.4356261022928,558,286,195,95,0
2011,1.0,26.0,1.0,2831,1346.0,1324.7993641822677,589,602,649,991,0
2011,3.0,20.0,3.0,65,2657.0,2479.9692307692308,2,1,9,53,0
2011,9.0,11.0,18.0,23,1534.0,1588.2173913043478,0,0,19,4,0
2011,4.0,11.0,1.0,1466,627.5,781.918826739427,433,570,406,57,0
2011,11.0,2.0,2.0,4,1843.5,1711.75,0,0,2,2,0
2011,9.0,29.0,10.0,5,2808.0,2570.2,0,0,0,5,0
2011,13.0,33.0,2.0,175,1668.0,1822.2114285714285,0,24,71,80,0
2011,13.0,68.0,3.0,525,1836.0,1932.8304761904762,4,1,251,269,0
2011,9.0,40.0,6.0,412,2573.5,2591.123786407767,0,0,9,403,0
2011,16.0,20.0,1.0,588,2370.0,2285.076530612245,15,5,52,516,0
2011,9.0,20.0,23.0,3,1990.0,2051.0,0,0,1,2,0
2011,13.0,17.0,3.0,366,971.0,1299.1338797814208,9,196,58,103,0
2011,14.0,6.0,1.0,190,1572.0,1726.6157894736841,0,26,75,89,0
2011,22.0,23.0,1.0,453,1043.0,1098.626931567329,0,275,153,25,0
2011,13.0,19.0,2.0,427,1997.0,2058.4824355971896,3,27,108,289,0
2011,15.0,4.0,3.0,274,410.5,813.9963503649635,130,54,42,48,0
2011,17.0,30.0,1.0,706,421.5,881.1657223796034,322,133,126,125,0
2011,5.0,4.0,3.0,168,2106.0,2059.2619047619046,0,7,48,113,0
2011,13.0,71.0,3.0,187,2138.0,2251.866310160428,0,0,8,179,0
2011,18.0,5.0,1.0,112,1034.0,934.4285714285714,50,8,30,24,0
2011,15.0,7.0,2.0,28,657.5,767.25,9,10,9,0,0
2011,13.0,14.0,3.0,157,2456.0,2372.8980891719743,0,0,19,138,0
2011,14.0,3.0,1.0,376,1325.0,1438.3218085106382,0,5,312,59,0
2011,13.0,27.0,2.0,94,2302.0,2226.5106382978724,0,0,29,65,0
2011,1.0,31.0,3.0,2371,678.0,788.7739350485027,812,842,511,206,0
2011,12.0,2.0,4.0,5,2194.0,2141.2,0,0,1,4,0
2011,9.0,11.0,22.0,21,2414.0,2337.809523809524,0,0,0,21,0
2011,7.0,18.0,2.0,18,1994.0,1916.0,1,1,4,12,0
2011,13.0,49.0,2.0,74,1666.0,1784.7972972972973,1,1,45,27,0
2011,14.0,10.0,1.0,168,805.5,948.077380952381,5,114,43,6,0
2011,15.0,1.0,4.0,13,1340.0,1372.923076923077,0,1,11,1,0
2011,6.0,7.0,2.0,137,485.0,689.3503649635037,41,67,23,6,0
2011,18.0,23.0,1.0,28,1925.0,1823.1785714285713,0,6,6,16,0
2011,3.0,24.0,9.0,43,1486.0,1395.2093023255813,0,8,34,1,0
2011,12.0,10.0,3.0,16,1620.5,1685.9375,0,2,9,5,0
