,state_code,dist_code,court_no,median,mean,case_count
0,1.0,1.0,1.0,769.0,834.9293764087153,1417.0
1,1.0,1.0,2.0,448.0,701.015015015015,362.0
2,1.0,1.0,3.0,221.0,670.8126582278481,409.0
3,1.0,1.0,4.0,1013.0,902.5373525557012,816.0
4,1.0,1.0,5.0,359.5,522.9224376731302,1594.0
5,1.0,1.0,6.0,626.0,1049.3214285714287,493.0
6,1.0,1.0,7.0,509.5,764.4642857142857,596.0
7,1.0,1.0,8.0,688.0,757.694591728526,964.0
8,1.0,1.0,9.0,1931.0,2038.0,8.0
9,1.0,1.0,10.0,1692.5,1698.85,44.0
10,1.0,2.0,1.0,515.0,917.6175580221998,3106.0
11,1.0,2.0,2.0,794.0,926.1368800221668,4483.0
12,1.0,2.0,3.0,619.0,843.8217481073641,1576.0
13,1.0,2.0,4.0,869.0,1075.5982905982905,373.0
14,1.0,2.0,5.0,874.0,1007.9799398194584,1034.0
15,1.0,2.0,6.0,713.0,735.344262295082,1044.0
16,1.0,2.0,7.0,1106.0,1132.5644028103045,1332.0
17,1.0,3.0,1.0,848.0,1047.9852348993288,850.0
18,1.0,3.0,2.0,50.0,591.1821591213501,3904.0
19,1.0,3.0,3.0,795.0,923.4022284122562,4241.0
20,1.0,3.0,4.0,1218.0,1450.236495565708,3725.0
21,1.0,3.0,5.0,368.0,673.0097465886939,518.0
22,1.0,3.0,6.0,636.0,807.8085327783559,981.0
23,1.0,3.0,7.0,618.0,787.733752620545,484.0
24,1.0,3.0,8.0,1289.5,1368.1692307692308,577.0
25,1.0,3.0,9.0,851.0,1063.2833333333333,2103.0
26,1.0,3.0,10.0,1262.5,1277.139344262295,380.0
27,1.0,3.0,11.0,936.0,1015.8133457769482,2341.0
28,1.0,3.0,12.0,894.0,1033.1320388349513,1074.0
29,1.0,3.0,13.0,843.0,993.0909090909091,606.0
30,1.0,3.0,14.0,530.5,746.6638935108153,1237.0
31,1.0,3.0,15.0,882.0,975.7894736842105,613.0
32,1.0,3.0,16.0,860.5,959.9511952191235,1031.0
33,1.0,3.0,17.0,670.0,995.7052932761087,1068.0
34,1.0,3.0,18.0,497.0,700.8127388535032,805.0
35,1.0,3.0,19.0,950.0,1015.1531279178338,1095.0
36,1.0,3.0,21.0,2596.0,2558.4827586206898,64.0
37,1.0,3.0,22.0,3234.0,3239.4285714285716,7.0
38,1.0,4.0,1.0,291.5,655.0035787321063,2041.0
39,1.0,4.0,2.0,446.0,588.7799907364521,2207.0
40,1.0,4.0,3.0,647.0,965.2614601018676,1260.0
41,1.0,4.0,4.0,909.0,1061.099025141098,2041.0
42,1.0,4.0,5.0,718.0,900.5352760736197,683.0
43,1.0,4.0,6.0,286.5,660.3820224719101,544.0
44,1.0,4.0,7.0,722.0,929.4055201698513,1503.0
45,1.0,4.0,8.0,586.0,656.7151300236407,858.0
46,1.0,4.0,9.0,220.5,674.7788990825688,1188.0
47,1.0,4.0,10.0,689.0,916.5900262467192,2053.0
48,1.0,4.0,11.0,347.0,570.4629921259842,670.0
49,1.0,4.0,12.0,347.0,605.2378999179656,1717.0
50,1.0,4.0,13.0,673.0,861.538961038961,979.0
51,1.0,4.0,14.0,1624.0,1883.6172839506173,113.0
52,1.0,4.0,15.0,1573.5,1603.9242424242425,70.0
53,1.0,4.0,16.0,2198.0,2247.133333333333,93.0
54,1.0,4.0,18.0,2716.0,2655.0,16.0
55,1.0,4.0,19.0,2353.0,2386.809210526316,320.0
56,1.0,4.0,22.0,2239.0,2292.083870967742,155.0
57,1.0,5.0,1.0,839.0,1085.1336828309306,1604.0
58,1.0,5.0,2.0,1072.0,1121.3762274959083,5444.0
59,1.0,5.0,3.0,403.0,769.6030617823948,2019.0
60,1.0,5.0,4.0,529.0,698.2825896762905,1195.0
61,1.0,5.0,5.0,742.0,1002.0867924528302,270.0
62,1.0,5.0,6.0,594.0,881.8866995073892,668.0
63,1.0,5.0,7.0,718.0,881.1282051282051,668.0
64,1.0,5.0,8.0,786.0,903.2854209445585,996.0
65,1.0,5.0,9.0,935.0,1026.017857142857,802.0
66,1.0,5.0,10.0,384.0,630.7535410764873,736.0
67,1.0,7.0,1.0,327.0,792.8662580105879,3730.0
68,1.0,7.0,2.0,660.5,864.6557948068398,7217.0
69,1.0,7.0,3.0,706.0,880.8378006872853,1548.0
70,1.0,7.0,4.0,554.0,747.4985145573381,1706.0
71,1.0,7.0,5.0,729.0,1078.0721649484535,508.0
72,1.0,7.0,6.0,631.0,892.7507477567298,1086.0
73,1.0,7.0,7.0,770.0,979.7122207621551,776.0
74,1.0,7.0,8.0,808.0,1033.9107505070995,1051.0
75,1.0,7.0,9.0,651.0,791.1201550387597,823.0
76,1.0,7.0,10.0,465.0,665.3675464320626,1027.0
77,1.0,7.0,11.0,788.0,955.9732217573222,1195.0
78,1.0,7.0,12.0,440.0,731.0733452593918,567.0
79,1.0,7.0,13.0,838.0,910.1430536451169,727.0
80,1.0,7.0,14.0,638.0,866.0732860520095,427.0
81,1.0,7.0,15.0,1670.0,1837.8777777777777,95.0
82,1.0,7.0,16.0,497.0,932.0833333333334,338.0
83,1.0,7.0,17.0,687.5,871.7415254237288,481.0
84,1.0,8.0,1.0,132.5,483.1369926199262,2305.0
85,1.0,8.0,2.0,604.0,661.1481549815499,5504.0
86,1.0,8.0,3.0,679.0,965.213463241807,1139.0
87,1.0,8.0,4.0,682.0,802.2858627858628,2949.0
88,1.0,8.0,5.0,876.0,1039.093851132686,624.0
89,1.0,8.0,6.0,668.0,864.5995670995671,1397.0
90,1.0,8.0,7.0,454.5,642.1468558282209,2640.0
91,1.0,8.0,8.0,538.0,667.6306620209059,579.0
92,1.0,8.0,9.0,566.0,817.7363344051447,1867.0
93,1.0,8.0,10.0,864.0,1155.6233062330623,1166.0
94,1.0,9.0,1.0,220.0,700.1227663030866,9404.0
95,1.0,9.0,2.0,887.0,1093.5812639047563,24847.0
96,1.0,9.0,3.0,925.0,1239.884787472036,5018.0
97,1.0,9.0,4.0,743.0,846.8391812865497,4580.0
98,1.0,9.0,5.0,938.0,1081.967637540453,703.0
99,1.0,9.0,6.0,569.5,729.1932773109244,1378.0
100,1.0,9.0,7.0,192.0,399.26164383561644,759.0
101,1.0,9.0,8.0,280.0,367.9052476342632,19057.0
102,1.0,9.0,9.0,692.0,968.2551194539249,1230.0
103,1.0,9.0,10.0,620.5,892.2583518930958,992.0
104,1.0,9.0,11.0,441.0,643.8948374760994,1094.0
105,1.0,9.0,12.0,522.5,775.253164556962,657.0
106,1.0,9.0,13.0,566.0,736.5206043956044,796.0
107,1.0,9.0,14.0,1185.0,1329.578431372549,105.0
108,1.0,9.0,15.0,790.0,1077.4867132867132,856.0
109,1.0,9.0,16.0,1400.0,1286.5425,435.0
110,1.0,9.0,17.0,1342.5,1569.135593220339,394.0
111,1.0,9.0,18.0,344.0,726.8155339805825,312.0
112,1.0,10.0,1.0,463.0,829.6358284272497,1193.0
113,1.0,10.0,2.0,550.0,731.7170731707317,1480.0
114,1.0,10.0,3.0,814.5,1107.073476702509,579.0
115,1.0,10.0,4.0,1924.5,1927.6849315068494,167.0
116,1.0,10.0,5.0,948.0,1003.9184845005741,871.0
117,1.0,10.0,6.0,377.0,612.7870855148342,579.0
118,1.0,10.0,7.0,766.0,976.6415261756877,1149.0
119,1.0,10.0,8.0,2027.0,2066.4375,16.0
120,1.0,10.0,9.0,2569.0,2540.179104477612,71.0
121,1.0,11.0,1.0,1466.0,1534.5942549371634,586.0
122,1.0,11.0,2.0,834.0,958.8600682593857,362.0
123,1.0,11.0,3.0,857.0,1035.7908163265306,596.0
124,1.0,11.0,4.0,913.0,1055.2821387940842,1775.0
125,1.0,11.0,5.0,690.0,874.9584295612009,445.0
126,1.0,11.0,6.0,977.5,1179.0801749271136,687.0
127,1.0,11.0,7.0,1703.0,1643.5824175824175,91.0
128,1.0,11.0,8.0,1477.5,1516.8275862068965,58.0
129,1.0,12.0,1.0,300.0,499.5674019607843,826.0
130,1.0,12.0,2.0,81.0,196.30555555555554,2280.0
131,1.0,12.0,3.0,302.0,485.1688888888889,231.0
132,1.0,12.0,4.0,411.0,619.2020373514431,892.0
133,1.0,12.0,5.0,60.0,208.75154004106776,697.0
134,1.0,12.0,6.0,13.0,241.47477744807122,714.0
135,1.0,12.0,7.0,131.0,336.5243445692884,361.0
136,1.0,12.0,8.0,1405.0,1300.7349397590363,85.0
137,1.0,12.0,9.0,1550.0,1301.9512195121952,41.0
138,1.0,12.0,10.0,787.5,957.0984555984556,518.0
139,1.0,12.0,11.0,1654.0,1635.0,3.0
140,1.0,13.0,1.0,1271.0,1308.9704190632704,1323.0
141,1.0,13.0,2.0,847.0,936.7357594936709,3391.0
142,1.0,13.0,3.0,548.0,803.0426908150065,902.0
143,1.0,13.0,4.0,1419.5,1529.380073800738,594.0
144,1.0,13.0,5.0,593.0,867.9535714285714,564.0
145,1.0,13.0,6.0,1333.0,1231.430426716141,555.0
146,1.0,13.0,7.0,443.0,727.3375,411.0
147,1.0,13.0,8.0,262.0,421.8638655462185,604.0
148,1.0,13.0,9.0,1068.0,1120.8844884488449,1262.0
149,1.0,13.0,10.0,490.0,689.7164179104477,382.0
150,1.0,13.0,11.0,603.0,848.7898089171974,327.0
151,1.0,13.0,12.0,518.0,805.8506271379704,938.0
152,1.0,13.0,13.0,2065.0,1903.559585492228,205.0
153,1.0,13.0,14.0,1488.0,1678.0980392156862,78.0
154,1.0,13.0,15.0,1337.0,1470.2313432835822,280.0
155,1.0,13.0,16.0,1505.0,1587.956043956044,96.0
156,1.0,13.0,17.0,1901.0,1786.7142857142858,24.0
157,1.0,14.0,1.0,320.0,649.9658054711247,1341.0
158,1.0,14.0,2.0,378.0,652.0430442919526,3457.0
159,1.0,14.0,3.0,854.5,1110.0876494023905,1096.0
160,1.0,14.0,4.0,254.0,431.7947932618683,661.0
161,1.0,14.0,5.0,719.0,1011.5419515226849,1730.0
162,1.0,14.0,6.0,737.0,929.0611246943765,412.0
163,1.0,14.0,7.0,1093.0,1102.6402173913043,944.0
164,1.0,14.0,8.0,663.0,759.6637717121588,827.0
165,1.0,14.0,9.0,639.0,926.0509383378017,389.0
166,1.0,14.0,10.0,286.0,462.27705175117615,1955.0
167,1.0,14.0,11.0,853.0,1098.8960396039604,243.0
168,1.0,14.0,12.0,586.0,952.0445434298441,504.0
169,1.0,14.0,13.0,413.0,659.5515370705244,621.0
170,1.0,14.0,14.0,143.0,313.0527306967985,887.0
171,1.0,14.0,15.0,188.5,407.88196721311476,619.0
172,1.0,14.0,16.0,407.0,695.2268153385912,4102.0
173,1.0,14.0,17.0,61.0,662.1734559789751,794.0
174,1.0,14.0,18.0,842.0,1058.9198473282443,831.0
175,1.0,14.0,19.0,467.5,617.6356589147287,1892.0
176,1.0,14.0,20.0,901.0,1062.4718100890207,358.0
177,1.0,14.0,21.0,925.0,1031.0191518467852,737.0
178,1.0,14.0,22.0,599.0,718.5294117647059,138.0
179,1.0,15.0,1.0,1435.0,1405.7226277372263,152.0
180,1.0,15.0,2.0,253.5,766.6664482306684,3618.0
181,1.0,15.0,3.0,730.0,1049.076740035693,2123.0
182,1.0,15.0,4.0,794.5,1022.4467501957713,3435.0
183,1.0,15.0,5.0,1351.0,1355.6,917.0
184,1.0,15.0,6.0,1182.5,1224.2876506024097,751.0
185,1.0,15.0,7.0,710.5,952.7512195121951,442.0
186,1.0,15.0,8.0,264.0,634.2640449438202,374.0
187,1.0,15.0,10.0,163.0,377.75415282392026,307.0
188,1.0,15.0,11.0,915.0,1147.6374045801526,599.0
189,1.0,15.0,12.0,614.0,905.569105691057,941.0
190,1.0,15.0,13.0,710.0,932.6748071979434,812.0
191,1.0,15.0,14.0,872.0,921.1561238223419,767.0
192,1.0,15.0,15.0,910.0,962.4256144890039,788.0
193,1.0,15.0,16.0,615.0,793.0772277227722,509.0
194,1.0,15.0,17.0,396.0,614.2176339285714,910.0
195,1.0,15.0,18.0,386.0,546.5717017208412,535.0
196,1.0,15.0,19.0,602.0,794.9854227405248,690.0
197,1.0,15.0,20.0,561.0,753.0738119312437,992.0
198,1.0,15.0,21.0,1046.0,1076.1846153846154,326.0
199,1.0,15.0,22.0,672.0,885.6364864864864,769.0
200,1.0,15.0,23.0,952.0,1152.4222222222222,96.0
201,1.0,15.0,24.0,1238.0,1450.9756097560976,348.0
202,1.0,15.0,25.0,1031.0,1192.06,53.0
203,1.0,15.0,26.0,1496.0,1610.4036144578313,184.0
204,1.0,15.0,27.0,1907.0,1850.9612903225807,166.0
205,1.0,17.0,1.0,182.0,565.6853559572114,2836.0
206,1.0,17.0,2.0,581.5,730.6108202443281,2382.0
207,1.0,17.0,3.0,505.5,708.5054644808744,1120.0
208,1.0,17.0,4.0,15.0,264.69718309859155,611.0
209,1.0,17.0,5.0,532.5,685.6544715447154,506.0
210,1.0,17.0,6.0,1270.0,1257.540507859734,864.0
211,1.0,17.0,7.0,153.5,404.6917808219178,445.0
212,1.0,17.0,8.0,575.0,847.3957894736842,490.0
213,1.0,17.0,9.0,1278.0,1197.7485465116279,726.0
214,1.0,17.0,10.0,371.0,790.291553133515,1161.0
215,1.0,17.0,11.0,600.0,805.196113074205,586.0
216,1.0,17.0,12.0,609.0,825.3747072599532,1394.0
217,1.0,17.0,13.0,931.0,1047.3429522752497,1006.0
218,1.0,17.0,14.0,488.0,592.4935988620199,732.0
219,1.0,17.0,15.0,376.0,471.27198364008177,495.0
220,1.0,17.0,16.0,590.5,628.0387205387206,617.0
221,1.0,17.0,17.0,854.5,1016.3821656050956,701.0
222,1.0,17.0,18.0,2085.0,2062.4217391304346,263.0
223,1.0,17.0,19.0,2678.0,2512.4,32.0
224,1.0,17.0,20.0,2633.0,2612.842105263158,29.0
225,1.0,17.0,21.0,2796.5,2702.9666666666667,53.0
226,1.0,17.0,22.0,2486.0,2518.8214285714284,61.0
227,1.0,18.0,1.0,211.0,565.9094419094419,2893.0
228,1.0,18.0,2.0,646.0,885.5840707964602,3060.0
229,1.0,18.0,3.0,462.0,659.9561053471668,1305.0
230,1.0,18.0,4.0,889.0,1097.6022635408247,1603.0
231,1.0,18.0,5.0,664.0,890.6219201359388,1894.0
232,1.0,18.0,6.0,509.0,780.2957746478874,877.0
233,1.0,18.0,7.0,344.0,536.6089663760897,1329.0
234,1.0,18.0,8.0,1462.5,1564.9751773049645,303.0
235,1.0,18.0,9.0,1662.0,1673.1714285714286,259.0
236,1.0,18.0,10.0,1619.0,1766.0242914979758,277.0
237,1.0,19.0,1.0,919.0,1054.2004132231405,1673.0
238,1.0,19.0,2.0,809.0,894.7970204841713,1795.0
239,1.0,19.0,3.0,669.0,797.112453733943,11427.0
240,1.0,19.0,4.0,228.0,614.4066767830045,6172.0
241,1.0,19.0,5.0,443.0,692.8027210884354,4374.0
242,1.0,19.0,6.0,891.0,996.6514024041213,2161.0
243,1.0,19.0,7.0,778.0,846.8090114324143,1572.0
244,1.0,19.0,8.0,326.0,691.2345679012345,584.0
245,1.0,19.0,9.0,238.5,640.0743243243244,1169.0
246,1.0,19.0,10.0,1044.0,1157.1407325805562,4524.0
247,1.0,19.0,11.0,508.0,840.4073455759599,749.0
248,1.0,19.0,12.0,818.0,873.6949494949495,581.0
249,1.0,19.0,13.0,954.0,1239.5591397849462,125.0
250,1.0,20.0,1.0,413.0,684.8179564370462,5857.0
251,1.0,20.0,2.0,585.0,985.0738368172623,3449.0
252,1.0,20.0,3.0,797.0,1023.7442719881744,6312.0
253,1.0,20.0,4.0,1831.0,2058.5714285714284,31.0
254,1.0,20.0,5.0,803.0,1004.0485436893204,998.0
255,1.0,20.0,6.0,704.5,890.86568457539,1282.0
256,1.0,20.0,7.0,558.0,827.2662406815762,984.0
257,1.0,20.0,8.0,1021.0,1171.1168057210966,894.0
258,1.0,20.0,9.0,428.0,786.9483870967742,1456.0
259,1.0,20.0,10.0,694.0,892.4080212131256,3321.0
260,1.0,20.0,11.0,569.0,766.4364060676779,917.0
261,1.0,20.0,12.0,1027.0,1281.6483126110124,614.0
262,1.0,20.0,13.0,571.0,680.4137931034483,133.0
263,1.0,20.0,14.0,814.5,1062.6404886561954,1308.0
264,1.0,20.0,15.0,877.0,977.8156761412575,2360.0
265,1.0,20.0,16.0,590.0,866.0910714285715,1810.0
266,1.0,20.0,17.0,703.5,966.9565217391304,168.0
267,1.0,20.0,18.0,836.0,1075.3021223470662,867.0
268,1.0,20.0,19.0,1157.0,1246.1913996627318,1391.0
269,1.0,20.0,20.0,736.0,972.5634743875279,523.0
270,1.0,20.0,21.0,719.0,882.378564405113,1076.0
271,1.0,20.0,22.0,559.0,735.3314285714285,2311.0
272,1.0,21.0,1.0,198.0,604.9689408480195,5922.0
273,1.0,21.0,2.0,539.0,576.4706185567011,5541.0
274,1.0,21.0,3.0,575.0,808.9597091790366,3641.0
275,1.0,21.0,4.0,1208.0,1332.322256568779,2212.0
276,1.0,21.0,5.0,1242.0,1374.1087160262418,1458.0
277,1.0,21.0,6.0,1419.0,1491.270513499206,2834.0
278,1.0,21.0,7.0,1269.5,1332.4705882352941,407.0
279,1.0,21.0,8.0,556.0,727.6926229508197,534.0
280,1.0,21.0,9.0,723.5,1134.8320802005012,1012.0
281,1.0,21.0,10.0,376.0,658.0236724248241,1702.0
282,1.0,21.0,12.0,468.0,985.4745762711865,554.0
283,1.0,21.0,13.0,582.5,804.4206008583691,636.0
284,1.0,21.0,14.0,1112.5,1295.573076923077,1040.0
285,1.0,21.0,15.0,686.0,1043.1330472103004,248.0
286,1.0,21.0,17.0,656.0,914.4838212634822,764.0
287,1.0,21.0,18.0,824.0,1108.6777661248034,4338.0
288,1.0,21.0,19.0,1018.0,1292.589928057554,2188.0
289,1.0,21.0,20.0,831.0,1127.957095709571,3393.0
290,1.0,21.0,21.0,289.5,652.0444444444445,108.0
291,1.0,21.0,22.0,1314.0,1591.2936507936508,137.0
292,1.0,21.0,23.0,1037.0,1168.198717948718,509.0
293,1.0,21.0,24.0,676.0,950.8290598290598,637.0
294,1.0,21.0,25.0,777.0,918.7560553633218,1665.0
295,1.0,21.0,26.0,824.0,948.1928571428572,1599.0
296,1.0,21.0,27.0,746.0,932.9250585480094,1344.0
297,1.0,21.0,28.0,163.5,633.1885880077369,1069.0
298,1.0,23.0,1.0,780.0,885.6758646063282,9114.0
299,1.0,23.0,2.0,1505.5,1356.9072210065644,6456.0
300,1.0,23.0,3.0,1045.0,1111.0302826379543,1712.0
301,1.0,23.0,4.0,558.0,726.8018714909545,8056.0
302,1.0,23.0,5.0,1260.0,1158.2356728911784,2827.0
303,1.0,23.0,6.0,1443.5,1429.3184375,6693.0
304,1.0,23.0,7.0,890.0,990.3850931677018,401.0
305,1.0,23.0,8.0,237.0,429.2838874680307,565.0
306,1.0,23.0,9.0,1197.0,1368.6465175027065,6675.0
307,1.0,23.0,10.0,529.0,660.4980851804572,9385.0
308,1.0,23.0,11.0,203.0,376.9406465288818,3814.0
309,1.0,23.0,12.0,790.0,918.3477340110123,20088.0
310,1.0,23.0,13.0,263.0,706.3379310344827,326.0
311,1.0,23.0,14.0,2027.0,1960.9467376830892,1194.0
312,1.0,23.0,15.0,1932.0,1754.994952044422,2836.0
313,1.0,23.0,16.0,1997.0,1970.8854003139718,3187.0
314,1.0,24.0,1.0,192.0,598.4316065192083,3578.0
315,1.0,24.0,2.0,66.5,214.77167630057804,705.0
316,1.0,24.0,3.0,390.0,580.0166805671392,1340.0
317,1.0,24.0,4.0,562.0,823.1549755301794,649.0
318,1.0,24.0,5.0,792.0,863.7019319227231,1138.0
319,1.0,24.0,6.0,1148.0,1278.5553145336225,776.0
320,1.0,24.0,7.0,859.5,1015.3117154811715,494.0
321,1.0,24.0,8.0,1106.0,1281.3424657534247,159.0
322,1.0,24.0,9.0,196.5,414.2871621621622,611.0
323,1.0,24.0,10.0,301.0,580.5657894736842,241.0
324,1.0,24.0,11.0,460.0,810.1338129496403,792.0
325,1.0,24.0,12.0,673.0,1047.3192346424976,1315.0
326,1.0,24.0,13.0,820.0,1033.8666137356095,3253.0
327,1.0,24.0,14.0,722.0,1011.0032310177706,674.0
328,1.0,24.0,15.0,1393.0,1554.4666666666667,16.0
329,1.0,24.0,16.0,1584.0,1790.2051282051282,45.0
330,1.0,25.0,1.0,219.0,672.3428252851874,12380.0
331,1.0,25.0,2.0,728.0,969.7898040416411,7383.0
332,1.0,25.0,3.0,878.0,1100.2006226892393,7754.0
333,1.0,25.0,4.0,366.0,738.655447803765,1960.0
334,1.0,25.0,5.0,1036.0,1276.4187884108867,1390.0
335,1.0,25.0,6.0,1349.0,1288.7403482210448,1526.0
336,1.0,25.0,7.0,884.0,1069.7286549707603,1028.0
337,1.0,25.0,8.0,744.0,902.5,706.0
338,1.0,25.0,9.0,998.0,1052.3,2903.0
339,1.0,25.0,10.0,811.0,1059.2003872216844,2071.0
340,1.0,25.0,11.0,855.0,1142.0204081632653,4271.0
341,1.0,25.0,12.0,1137.0,1078.325,1327.0
342,1.0,25.0,13.0,1107.0,1193.5817694369973,890.0
343,1.0,25.0,14.0,1063.5,1143.8025477707006,1517.0
344,1.0,25.0,15.0,818.0,1184.466826538769,1522.0
345,1.0,25.0,16.0,1004.5,1256.7151780137415,4572.0
346,1.0,25.0,17.0,174.0,440.0667485667486,2449.0
347,1.0,25.0,18.0,721.0,1027.2473684210527,256.0
348,1.0,25.0,19.0,745.0,961.1926910299003,345.0
349,1.0,25.0,20.0,922.0,1197.2323503127793,1269.0
350,1.0,25.0,21.0,954.5,1113.485294117647,2221.0
351,1.0,25.0,22.0,1206.0,1259.9805680119582,756.0
352,1.0,25.0,26.0,591.0,731.0643015521065,949.0
353,1.0,25.0,27.0,588.0,748.2824925816024,1808.0
354,1.0,26.0,1.0,1211.5,1289.1757596685084,2968.0
355,1.0,26.0,2.0,703.5,890.5964478417267,4592.0
356,1.0,26.0,3.0,645.0,864.2855706385118,2064.0
357,1.0,26.0,4.0,847.5,906.5609504132232,1016.0
358,1.0,26.0,5.0,646.5,765.0408388520972,928.0
359,1.0,26.0,6.0,609.0,765.2745424292846,1235.0
360,1.0,26.0,7.0,1035.0,969.9522510231924,1528.0
361,1.0,26.0,8.0,558.0,737.1898734177215,590.0
362,1.0,26.0,9.0,531.0,697.6955882352942,692.0
363,1.0,26.0,10.0,819.0,903.3508670520231,1822.0
364,1.0,26.0,11.0,1154.5,1244.6357039187228,1628.0
365,1.0,26.0,12.0,722.0,981.8175105485232,1089.0
366,1.0,26.0,13.0,555.0,976.665304036791,2129.0
367,1.0,26.0,14.0,680.5,894.874695863747,1928.0
368,1.0,26.0,15.0,574.0,984.0881057268723,887.0
369,1.0,26.0,16.0,1369.0,1449.7150837988827,611.0
370,1.0,26.0,17.0,669.0,804.0,1251.0
371,1.0,26.0,18.0,816.0,898.723606168446,1734.0
372,1.0,26.0,19.0,332.0,561.4810126582279,245.0
373,1.0,26.0,20.0,744.0,866.6792951541851,1136.0
374,1.0,26.0,21.0,480.0,587.6079545454545,185.0
375,1.0,26.0,22.0,1137.0,1111.7384916748285,1065.0
376,1.0,26.0,23.0,1153.0,1053.2041543026705,1768.0
377,1.0,26.0,25.0,1503.0,1354.6244541484716,257.0
378,1.0,27.0,1.0,473.0,693.472802268626,3976.0
379,1.0,27.0,2.0,655.0,760.334009637332,6407.0
380,1.0,27.0,3.0,266.0,539.5746496039001,1774.0
381,1.0,27.0,4.0,815.0,1020.5942298743602,2564.0
382,1.0,27.0,5.0,633.0,802.9587332053743,1291.0
383,1.0,27.0,6.0,802.0,921.6129247168554,1922.0
384,1.0,27.0,7.0,690.0,883.4413223140496,2269.0
385,1.0,27.0,8.0,502.5,729.0955284552846,565.0
386,1.0,27.0,9.0,417.0,895.200272479564,1703.0
387,1.0,27.0,10.0,455.0,616.2814021421616,2546.0
388,1.0,27.0,11.0,434.5,528.6242236024844,3089.0
389,1.0,27.0,12.0,403.0,641.5272206303725,368.0
390,1.0,27.0,13.0,699.0,957.1875681570338,936.0
391,1.0,27.0,14.0,560.0,826.7395476353666,2370.0
392,1.0,27.0,15.0,672.0,840.4124168514412,1226.0
393,1.0,27.0,16.0,1582.0,1714.906344410876,366.0
394,1.0,27.0,17.0,1543.5,1618.6923076923076,185.0
395,1.0,28.0,1.0,522.0,751.6523978113936,3198.0
396,1.0,28.0,2.0,734.5,838.020737327189,3100.0
397,1.0,28.0,3.0,509.5,833.8709856035438,2204.0
398,1.0,28.0,4.0,738.0,849.6925898752751,1392.0
399,1.0,28.0,5.0,1142.0,1180.5766062602966,665.0
400,1.0,28.0,6.0,146.0,417.77142857142854,807.0
401,1.0,28.0,7.0,1165.0,1217.542471042471,555.0
402,1.0,28.0,8.0,1112.5,1190.0606361829025,1034.0
403,1.0,28.0,9.0,909.0,960.4039039039039,705.0
404,1.0,28.0,10.0,1408.5,1303.1406995230525,1346.0
405,1.0,28.0,11.0,615.0,916.7,573.0
406,1.0,28.0,12.0,983.0,1081.9585062240665,484.0
407,1.0,28.0,13.0,2397.0,2367.5333333333333,15.0
408,1.0,28.0,14.0,739.0,882.085269038518,3746.0
409,1.0,28.0,15.0,1425.0,1554.8490566037735,267.0
410,1.0,28.0,16.0,2358.0,2338.301886792453,74.0
411,1.0,29.0,1.0,632.0,758.4114448472294,3909.0
412,1.0,29.0,2.0,813.0,915.8112513144059,2209.0
413,1.0,29.0,3.0,633.0,809.4302075876878,1458.0
414,1.0,29.0,4.0,640.0,880.6939351198872,965.0
415,1.0,29.0,5.0,397.0,660.9171732522797,1691.0
416,1.0,29.0,6.0,1001.0,876.7384916748287,1033.0
417,1.0,29.0,7.0,821.0,864.6608695652174,1757.0
418,1.0,29.0,8.0,918.5,1047.4497354497355,389.0
419,1.0,29.0,9.0,449.0,654.1617458279846,960.0
420,1.0,29.0,10.0,643.0,828.1125348189415,2227.0
421,1.0,29.0,11.0,628.0,796.7443868739206,713.0
422,1.0,29.0,12.0,2331.0,2331.0,1.0
423,1.0,29.0,13.0,1263.0,1399.4246575342465,161.0
424,1.0,30.0,1.0,254.0,590.9957203994294,3561.0
425,1.0,30.0,2.0,712.0,892.1350757742148,4829.0
426,1.0,30.0,3.0,751.0,914.9216630196937,2507.0
427,1.0,30.0,4.0,662.0,971.3687050359712,1419.0
428,1.0,30.0,5.0,641.5,876.098814229249,2192.0
429,1.0,30.0,6.0,545.0,949.0697674418604,679.0
430,1.0,30.0,7.0,908.0,1235.6060171919771,1028.0
431,1.0,30.0,8.0,1034.0,1190.9648093841643,1026.0
432,1.0,30.0,9.0,942.5,1230.481746031746,1471.0
433,1.0,30.0,10.0,1103.0,1260.3184885290148,1779.0
434,1.0,30.0,11.0,545.5,738.8872832369942,346.0
435,1.0,30.0,12.0,267.0,688.3505976095618,509.0
436,1.0,30.0,13.0,996.0,1179.2776176753123,1050.0
437,1.0,30.0,14.0,757.0,952.444976076555,1144.0
438,1.0,30.0,15.0,1065.0,1194.355472404116,1133.0
439,1.0,30.0,16.0,642.0,686.9129287598945,409.0
440,1.0,30.0,17.0,679.0,963.3808353808354,853.0
441,1.0,30.0,18.0,1024.5,1103.799232736573,815.0
442,1.0,30.0,19.0,460.5,696.0534722222222,1597.0
443,1.0,30.0,20.0,1489.0,1622.1870967741936,311.0
444,1.0,31.0,1.0,573.0,851.1935483870968,3186.0
445,1.0,31.0,2.0,633.0,931.0610889774237,1709.0
446,1.0,31.0,3.0,734.0,908.7032003507234,2618.0
447,1.0,31.0,4.0,654.5,1010.2057877813505,673.0
448,1.0,31.0,5.0,976.0,1124.8766257896693,3104.0
449,1.0,31.0,6.0,453.5,633.969696969697,707.0
450,1.0,31.0,7.0,612.0,942.7305555555556,802.0
451,1.0,31.0,8.0,758.0,927.8080133555926,666.0
452,1.0,31.0,9.0,1182.0,1321.7791327913278,803.0
