,state_code,year,total_judge_days,avg_judge_count
0,3,2010,113262,310.3068493150685
1,3,2011,121573,333.07671232876714
2,3,2012,175570,481.013698630137
3,3,2013,218050,597.3972602739726
4,3,2014,423418,1160.0493150684931
5,3,2015,192352,526.9917808219178
6,3,2016,165217,452.64931506849314
7,3,2017,135340,370.7945205479452
8,3,2018,22690,62.16438356164384
